#Organico,Funcional,Economico,Concepto,Credito Inicial,Credito Definitivo,Obligado
151702,2315,48131,Convenio Anadahi (hiperactivos),3750.0,3750.0,3750.0
151702,2315,48143,Convenio Asoc alavesa de epilepsia,4030.0,4030.0,4030.0
151702,2315,48149,Convenio Adeles lupus,3750.0,3750.0,3750.0
151702,2315,48188,Convenio Cruz Roja (primeros auxilios),9750.0,0.0,0.0
151702,2315,48189,Convenio asociación Asamma,2800.0,2800.0,2800.0
151702,2315,48190,Convenio asociacion Atece-daño cerebral,11290.0,11290.0,11290.0
151702,2315,48191,Convenio asociacion Diabéticos de Álava,9500.0,9500.0,9500.0
151702,2315,48192,Convenio asociacion Celíacos de Álava,8400.0,8400.0,8400.0
151702,2315,48193,Convenio asoc. Esclerosis múltiple,5480.0,5480.0,5480.0
151702,2315,48195,Convenio asociación Bihotz bizi,7100.0,7100.0,7100.0
151702,2315,48932,Convenio Apdema,11230.0,11230.0,11230.0
151702,2315,48957,Convenio Agle,10970.0,10970.0,10970.0
151702,3111,48197,Convenio fundación Jeiki/hazgarri,43597.0,43597.0,43597.0
151702,3111,48198,Convenio slow food-alimentación hábitos vida saludable,36000.0,25230.0,25230.0
151702,3111,48199,Convenio Comisión antisida programa Gayen artean,22921.04,22921.04,22921.04
151702,3111,48972,Comisión antisida programa prevención,23000.0,23000.0,23000.0
152002,1641,60105,Construcciones nichos y panteones,50000.0,50000.0,0.0
152005,1533,60102,Barreras arquitectónicas,100000.0,100000.0,0.0
152005,1533,60133,Inversiones a determinar por los vecinos/as,640000.0,140000.0,74591.44
152005,1533,60138,Acondicionamiento solares públicos,50000.0,0.0,0.0
152005,1533,60171,Aparcabicicletas,20000.0,20000.0,0.0
152005,1533,60172,Plan director inversiones en espacio público,2000000.0,1026187.64,473402.99
152005,1533,60186,Plan auxiliar de inversiones en espacio público,258996.09,1.0,0.0
152005,1533,60189,Inversiones BAIS,1621925.12,2000000.0,1947416.51
152005,1533,60190,Inversiones vias públicas y firmes,600000.0,600000.0,331047.42
152005,1533,60191,Inversiones mobiliario urbano,60000.0,60000.0,0.0
152005,1651,60115,Mejora alumbrado público,200000.0,200000.0,60686.11
152007,1711,60182,Proyecto arboles,150000.0,154700.0,57123.44
152007,1711,60311,Remodelación zonas verdes,100000.0,100000.0,2032.8
152007,1711,69900,Adquisición de plantas,100000.0,100000.0,8646.35
152008,1741,60150,Obras en pueblos,100000.0,1844.76,1844.76
152008,1743,72000,A la DFA para la ejecución de caminos parcelarios,150000.0,0.0,0.0
152008,1749,48112,Subvenciones asociación concejos,108000.0,90000.0,90000.0
152008,1749,78919,Subvenc. para centros sociales,40000.0,40000.0,0.0
1610,3422,62926,Inversiones en contratos piscinas,750000.0,594971.0,650037.51
1610,9211,62204,Inversiones en centros y locales,950000.0,862900.0,596596.95
1610,9211,62205,Obras en edificios escolares y edificios municipales,300000.0,300000.0,310783.42
1610,9211,62293,Inversiones edificios municipales,300000.0,445839.21,236120.15
1610,9211,62303,Adquisición maquinaria,5000.0,5000.0,6203.42
1610,9211,64304,"Honorarios, estudios y proyectos",5000.0,5000.0,39322.1
1610,9214,42013,Conv. IFBS -limpieza instalaciones,2137068.0,0.0,0.0
1610,9214,48960,Convenio Asafes-limpieza instalaciones,121548.0,121548.0,121548.0
181701,3231,62501,Mobiliario para escuelas infantiles,5500.0,5500.0,4367.77
181701,3231,62505,Otros enseres,5257.0,5257.0,6144.62
181701,3261,48026,Ayudas precio público escuelas infantiles municipales,424701.0,0.0,0.0
181702,3261,48001,Actividades extraescolares,54000.0,54000.0,54000.0
181702,3261,48004,Compensación educativa,148000.0,160000.0,113984.0
181702,3261,48108,Subvencion transporte de programas,10000.0,10000.0,11262.95
181702,3261,48136,"Convenio Jazzargia ""ondas de jazz""",30000.0,30000.0,25500.0
181703,3261,41918,Convenio UPV ciudades educadoras,26000.0,0.0,0.0
181703,3261,43301,Tarjeta de transporte escolar,90000.0,90000.0,85971.87
181703,3261,48010,Subvención programas vacacionales y extraescolares Ampas,126000.0,100000.0,100000.0
181703,3261,48011,Convenio Denon eskola,24138.0,24138.0,21724.2
181703,3261,48012,Convenio federación Fapacne,5862.0,5862.0,5275.8
181703,3261,48175,Actividades asociaciones personas con discapacidad,31200.0,20000.0,18000.0
181703,3271,48114,Subv. Fundacion Fernando Buesa,61472.0,45472.0,45472.0
181703,3293,40100,A la UNED,90000.0,90000.0,90000.0
181703,3293,42105,Consorcio formación profesional,384311.0,215488.14,215488.14
181703,3293,48105,Escuela de artes y oficios,332000.0,332000.0,332000.0
182001,3371,62505,Otros enseres,10000.0,10000.0,9956.98
182001,9211,62512,Inversiones en equipamientos centros cívicos,700000.0,555156.69,549867.81
182001,9242,48988,Convenio asoc.vecinos/as San Martín,100000.0,100000.0,100000.0
182002,3321,62800,Adquisición publicaciones y libros red bibliotecas,17500.0,55424.0,55406.12
182002,3341,48958,Convenio feria del libro de Álava,7000.0,7000.0,7000.0
182002,3341,48960,Convenio feria del libro viejo,7000.0,7000.0,7000.0
1822,2315,48128,Conv. c. del sordo Álava,11693.0,11693.0,11693.0
1822,2315,48970,Conv. asoc. Eginaren eginez,27000.0,27000.0,27000.0
1822,9241,62505,Otros enseres,5000.0,5000.0,9804.89
1822,9242,48954,Subvención a asociaciones de vecinos/as,177500.0,150000.0,150000.0
182601,3421,62228,Equipamientos complejos verano,30000.0,30000.0,29979.22
182603,3411,48115,Convenio federación alavesa de bolos,5817.0,5817.0,5817.07
182603,3411,48119,Convenio Aspace,24501.0,24501.0,23901.31
182603,3411,48133,Convenio con Zuzenak,125000.0,135000.0,131503.3
182603,3411,48141,Convenio Apdema,24970.0,24970.0,24970.0
182603,3411,48142,Convenio Arazoak,14479.94,14479.94,14479.94
182603,3411,48927,Subvención fundación 5+11-sección fútbol,180000.0,180000.0,180000.0
182603,3411,48928,Subvención fundación 5+11-sección baloncesto,107450.0,126000.0,126000.0
182603,3411,48935,Convocatoria general de subvenciones,381550.0,300000.0,289964.36
182603,3411,48984,San Silvestre y media marathón,7390.25,7390.25,7390.25
182603,3411,48991,Asociación deportiva maratlón,20000.0,0.0,0.0
182604,3421,62300,Material inventariable,25000.0,25000.0,24985.99
182604,3421,62305,Material técnico específico,40000.0,40000.0,39943.33
2112,2411,47113,Convenio colegio agentes comerciales,12000.0,12000.0,12000.0
2112,2411,48171,Convenio fundación Secretariado gitano,48450.0,48450.0,48450.0
2112,2411,48966,Conv. apoyo al proy. Saregune,80000.0,60000.0,60000.0
2112,2411,48967,Ayudas a la contratación-plan empleo comarcal,318638.55,2450000.0,2424055.92
2112,2411,48968,Convenios Sartu-plan empleo comarcal,228585.0,0.0,0.0
2112,2411,48969,Ayudas prácticas en empresas,18000.0,0.0,0.0
2112,2411,48970,Convenio Garbinguru-plan empleo comarcal,181839.0,0.0,0.0
2112,2411,48973,Convenio Emaus-plan empleo comarcal,126220.0,0.0,0.0
2112,2411,48974,Convenio Emaus-green jobs,110000.0,100000.0,100000.0
2112,2411,62299,Instalaciones de empleo y formación,20000.0,20000.0,19695.31
2112,2411,62303,Adquisición maquinaria programas formación,5000.0,5000.0,4373.07
2112,2411,62501,Mobiliario instalaciones de empleo y formación,5000.0,7500.0,4962.69
2112,2411,62600,Adquisición equipos informáticos instalac.empleo y formación,5000.0,5000.0,4997.51
015510,3392,62903,Equipamiento Banda municipal,0.0,7300.0,7260.0
015520,3342,62901,Adquisición equipos,0.0,15000.0,15440.57
0171,3351,22781,Gestión cultural M. H.,0.0,75949.36,72013.32
0171,3351,22782,Programas actividades antzokia,0.0,124050.64,103187.31
0171,3351,48064,Convenio korrika,0.0,3600.0,3600.0
0171,3351,62954,Gasteiz antzokia,0.0,50000.0,39194.28
0211,1511,13000,Retribuciones personal laboral,0.0,317858.72,0.0
0410,4411,43306,Aportacion a Tuvisa-tarjeta transporte escolar,0.0,0.0,0.0
0422,4413,14100,Otros personal,0.0,287417.08,253544.74
0422,4413,16000,Seguridad social a cargo del ayuntamiento,0.0,93669.23,144843.53
0410,4413,22733,Contratos gestión Estación de autobuses,0.0,0.0,0.0
0410,4421,62953,Inversiones equipos Estación de autobuses,0.0,0.0,0.0
0821,4331,48162,Convenio Álava emprende,0.0,2500.0,0.0
0821,4331,60902,Inversiones semillero proy. Basaldea,0.0,100000.0,13450.87
1011,9204,20502,Renting equipos informáticos,0.0,165280.0,0.0
1513,1621,22724,Contrato explotación de garbigunes,0.0,179087.0,220147.76
151702,2315,48158,Convenio asociación down Araba-Isabel Orbe,0.0,10000.0,10000.0
151702,3111,22199,Materiales prevención drogodependencias,0.0,15000.0,4760.58
152002,1534,21703,Contrato mantenimiento de rampas,0.0,113000.0,52730.79
152007,1711,22712,Conservación fachada Europa,0.0,20000.0,3174.59
1610,3421,62296,Inversiones en campos deportivos,0.0,0.0,0.0
1610,9215,22150,Certificados de eficiencia energética,0.0,14372.99,0.0
1610,9215,62303,Renovación equipos,0.0,50000.0,62159.38
182002,3341,22607,Difusión campañas en centros cívicos,0.0,40000.0,0.0
182603,3411,22728,Vuelta ciclista al País Vasco,0.0,25000.0,25000.0
2220,4321,22781,Acciones federación Ciudades napoleónicas,0.0,15000.0,9078.94
0210,1502,11000,Retribuciones personal eventual gabinete,0.0,0.0,44303.66
0320,1301,11000,Retribuciones personal eventual gabinete,0.0,0.0,76836.92
0919,9203,14100,Otros personal,0.0,0.0,26720.75
1510,1701,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,2487.91
1610,9219,11000,Retribuciones personal eventual gabinete,0.0,0.0,48839.98
1610,9219,14100,Otros personal,0.0,0.0,27434.74
1610,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,726.8
2110,2411,11000,Retribuciones personal eventual gabinete,0.0,0.0,40259.62
2111,2411,14100,Otros personal,0.0,0.0,31766.42
2112,2411,13000,Retribuciones personal laboral fijo,0.0,0.0,295024.28
2210,4321,11000,Retribuciones personal eventual gabinete,0.0,0.0,48248.9
0416,9341,14100,Otros personal,0.0,0.0,1340.76
0810,4301,11000,Retribuciones personal eventual gabinete,0.0,0.0,2338.88
0822,4314,14100,Otros personal,0.0,0.0,108985.47
0915,9202,14100,Otros personal,0.0,0.0,1240.83
1133,2317,13000,Retribuciones personal laboral fijo,0.0,0.0,26.09
1510,1701,11000,Retribuciones personal eventual gabinete,0.0,0.0,37149.31
152008,1749,13000,Retribuciones personal laboral fijo,0.0,0.0,107215.48
0110,9123,12000,Retribuciones básicas de personal funcionario,0.0,0.0,40971.95
0110,9123,12100,Retribuciones complementarias personal funcionario,0.0,0.0,66211.94
152009,1711,12000,Retribuciones básicas de personal funcionario,0.0,0.0,25086.34
152009,1711,12100,Retribuciones complementarias personal funcionario,0.0,0.0,35360.28
1642,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,1102.01
0422,4413,12000,Retribuciones básicas de personal funcionario,0.0,0.0,118127.03
0422,4413,12100,Retribuciones complementarias personal funcionario,0.0,0.0,161841.9
0422,4413,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,7776.25
2112,2411,48971,Becas de primera experiencia laboral,0.0,15000.0,4500.0
015507,2371,22734,Programa de ocio y tiempo libre 16-30 años,0.0,50000.0,43264.03
015507,2371,41925,Conv. consejo juventud Euskadi-participación jóvenes en políticas de juventud,0.0,10200.0,10200.0
015507,2371,22733,Contratos de ocio y tiempo libre,0.0,59875.0,52953.0
0214,1512,64201,Estudios y proyectos,0.0,0.0,1091.2
2220,4321,62609,Equipos técnicos,0.0,333198.3,244142.03
2220,4321,62501,Mobiliario,0.0,88300.0,85570.21
152005,1533,62303,Adquisición de maquinaria,0.0,20000.0,16335.0
0214,9211,62260,CC Zabalgana,0.0,346752.89,144138.0
0214,9211,62259,CC Salburua,0.0,88877.05,88293.47
152005,1533,60316,Anillo verde interior,0.0,5124.35,4057.83
152005,1533,60172,Plan director inversiones en espacio público,0.0,93542.3,39511.9
152005,1533,60115,Otras inversiones estratégicas,0.0,552952.67,340872.28
152005,1533,60169,Infraestructuras de movilidad,0.0,881.92,0.0
152005,1533,60133,Inversiones a determinar por los vecinos/as,0.0,245141.85,77903.78
0211,1511,64206,Revision PGOU,0.0,750.0,0.0
0214,9211,62265,Rehabilitación y ampliación Palacio Europa,0.0,1795922.95,1795654.69
0214,9211,62265,Rehabilitación y ampliación Palacio Europa,0.0,1483382.54,1466412.01
1012,9204,22728,Soporte ordenadores centrales,0.0,78268.74,78268.74
1010,9204,22730,Definición procesos y supervisión LOPD,0.0,2258.48,2258.48
152005,1535,60173,Plan de mejora hidrológica,0.0,76224.78,1064.8
152005,1535,64304,"Honorarios, estudios y proyectos",0.0,44432.98,37233.1
152005,1651,60115,Mejora alumbrado público,0.0,187.88,0.0
015503,3341,22756,Servicios actividad cultural,0.0,5781.14,5775.38
0171,3351,22780,Plan euskera,0.0,21585.62,21585.62
0160,2381,22710,III plan para igualdad,0.0,7139.0,6426.5
0213,1512,22620,Obras subsidiarias y apuntalamiento,0.0,7287.72,7287.72
0214,1512,64201,Estudios y proyectos,0.0,170.04,170.04
0210,1502,22732,Contratos de prestación de servicios,0.0,11495.0,0.0
0210,1502,22732,Contratos de prestación de servicios,0.0,9660.64,0.0
0325,1331,21050,Conservación de señalización,0.0,24200.0,24200.0
0350,1321,62400,Vehículos,0.0,49900.0,49900.0
0422,4421,62505,Adquisiciones varias,0.0,9619.5,7950.0
0410,9207,22732,Contratos de prestación de servicios,0.0,4324.25,4324.25
0422,4421,62205,Obras edificios municipales,0.0,90000.0,90000.0
0821,4333,62289,Urban-polideportivo el campillo,0.0,308395.21,308395.21
0821,4331,22678,Plan empleo comarcal emprendedores,0.0,40315.6,19865.6
0821,4333,62290,Urban-Ramón Bajo,0.0,397662.45,397662.45
0822,4314,22781,Capital de la gastronomía,0.0,50000.0,50000.0
0821,4333,62294,Urban-ampliación museo faroles,0.0,47881.12,47881.12
0821,4331,22779,Apoyo a empresas,0.0,39023.0,39023.0
0822,4314,22799,Plan estratégico de comercio y hostelería,0.0,58080.0,58080.0
0821,4331,60902,Inversiones semillero proy. Basaldea,0.0,140399.8,0.0
0910,9202,22105,Vestuario y uniformes,0.0,5707.48,5707.47
1012,9271,22200,Facturación telefónica,0.0,99289.14,99289.14
1011,9204,62624,Plan contra el fraude fiscal,0.0,137500.25,137500.25
1012,9204,62620,Acciones plan de seguridad,0.0,140484.98,65484.98
1011,9204,21501,Mantenimiento de aplicaciones informáticas,0.0,9485.49,9310.99
1012,9204,62600,Adquisición equipos informáticos,0.0,144161.83,144133.21
1011,9204,62623,Plan director e-administración,0.0,210792.11,203204.36
1011,9204,62623,Plan director e-administración,0.0,170000.0,0.0
1012,9204,62604,Adquisición software base,0.0,94561.94,94561.94
1010,9204,22732,Contratos de prestación de servicios,0.0,4114.0,4114.0
1111,2301,62204,Inversiones en centros y locales,0.0,7025.26,7025.26
1111,2301,62501,Mobiliario,0.0,97385.7,97385.45
1133,2312,22106,Productos alimenticios,0.0,30437.35,30415.71
152002,1651,22130,Conservación general del alumbrado público,0.0,8609.99,0.0
1513,1621,22703,Contrato recogida neumática,0.0,23980.0,23980.0
152005,1533,60169,Infraestructuras de movilidad,0.0,608722.03,547362.42
152007,1711,60182,Proyecto árboles,0.0,64647.98,64419.14
152005,1533,60133,Inversiones a determinar por los vecinos/as,0.0,532891.77,532890.91
152005,4333,60192,Urban-infraestructuras movilidad espacio público,0.0,467213.34,467202.89
152008,1749,78919,Subvenc. para centros sociales,0.0,40000.0,40000.0
152008,1533,60150,Obras en pueblos,0.0,20869.01,20867.55
152002,1534,21702,Conservación mobiliario urbano Casco histórico,0.0,22183.34,22183.34
1512,1711,60920,Infraestructuras verdes,0.0,41609.75,40685.1
152005,1533,60172,Plan director inversiones en espacio público,0.0,118651.06,114622.92
152007,1711,69900,Adquisición de plantas,0.0,45826.25,45826.25
152002,1641,62401,Vehículos auxiliares,0.0,16200.0,16200.0
152007,1711,60182,Proyecto árboles,0.0,4339.0,4338.99
151702,3111,22717,Prestación servicios promoción salud,0.0,8815.1,8670.4
152005,1651,60115,Mejora alumbrado público,0.0,152455.24,152238.77
152008,1741,60700,Mejora paisajística zona rural,0.0,49716.49,47782.8
152008,1741,60150,Obras en pueblos,0.0,59277.33,59107.17
152007,1711,60311,Remodelación zonas verdes,0.0,86748.03,86474.07
152002,1534,21005,Brigadas de acción inmediata,0.0,57758.71,56971.9
152005,1533,60191,Inversiones mobiliario urbano,0.0,322459.15,318460.84
152005,1533,60190,Inversiones vías públicas y firmes,0.0,34923.73,34795.54
152007,1711,64304,"Honorarios, estudios y proyectos",0.0,13725.0,9990.0
152005,1511,64304,"Honorarios, estudios y proyectos",0.0,14000.0,14000.0
151701,3112,22722,Programa asistencia animal,0.0,3857.23,3623.65
1512,1721,64405,Acciones plan de lucha contra el cambio climático,0.0,34498.31,34498.31
1610,9211,64304,"Honorarios, estudios y proyectos",0.0,4809.75,4809.75
1610,9211,62205,Obras en edificios escolares y edificios municipales,0.0,288622.24,287566.31
1610,9211,62204,Inversiones en centros y locales,0.0,718847.51,457487.51
1610,9212,21100,Conservación edificios municipales,0.0,13481.03,13045.12
182603,3411,22706,Programa actividades físicas,0.0,1174.56,1174.56
181703,3261,41918,Convenio UPV ciudades educadoras,0.0,2599.92,2599.92
181703,3261,48011,Convenio Denon eskola,0.0,2414.0,2414.0
181703,3261,48012,Convenio federación Fapacne,0.0,587.0,587.0
181702,3261,48136,"Convenio jazzargia ""ondas de jazz""",0.0,4500.0,4500.0
182601,3421,62228,Equipamientos complejos verano,0.0,12336.3,6836.25
182001,9211,62512,Inversiones en equipamientos centros cívicos,0.0,422676.24,422669.52
2112,2411,22795,Formación,0.0,28865.2,15760.05
2112,2411,22796,Promoción empleo estacional municipal,0.0,20403.51,20403.51
2112,2411,48967,Ayudas a la contratación-plan empleo comarcal,0.0,352547.23,286844.51
2112,2411,48969,Ayudas prácticas en empresas,0.0,18000.0,13666.59
2220,4321,22776,"Gestión infraestructuras: P. Europa, Villasuso y turismo",0.0,127470.97,105176.19
2220,4321,60186,Inversión señalizacion turística,0.0,78056.28,58041.91
0214,9211,77100,Convenio centro comercial la plaza Santa Bárbara S.A.-obras plaza abastos,0.0,17501.6,17501.6
0422,4421,62600,Adquisición equipos informáticos,0.0,0.0,0.0
0214,9211,77100,Convenio centro comercial la plaza Santa Bárbara S.A.-obras plaza abastos,0.0,0.0,0.0
0422,4421,62600,Adquisición equipos informáticos,0.0,28676.7,23666.69
0214,4330,77100,Convenio centro comercial la plaza Santa Bárbara S.A.-obras plaza abastos,0.0,56378.34,56378.34
0422,4413,22783,Contratos prestación servicios de limpieza,0.0,139000.0,114074.19
0422,4413,22734,Seguridad,0.0,53392.0,44125.67
0422,4413,22101,Energía eléctrica,0.0,181800.0,115922.8
0422,4413,22103,Gas,0.0,32500.0,8420.18
0422,4413,22102,Suministro de agua y depuración de residuales,0.0,20000.0,0.0
0422,4413,21105,Conservación y mantenimiento Estación de autobuses,0.0,99208.0,22528.63
0422,4421,62204,Inversiones Estación autobuses,0.0,38826.43,29161.46
0422,4421,62953,Inversiones equipos Estación de autobuses,0.0,60000.0,11085.76
0410,9341,36102,Intereses de demora,0.0,2604090.47,2133370.51
0821,4331,42303,Convenio Cámara de comercio-apoyo pequeña empresa,0.0,64167.0,64167.0
1133,2317,48065,Programa de ayudas a necesidades sociales,0.0,384000.0,56500.0
0822,4314,48981,Convenio sea hostelería-semana del pintxo,0.0,26000.0,26000.0
0187,9271,62901,Adquisición de equipos,0.0,4725.0,4722.86
0821,4333,62289,Urban-polideportivo El Campillo,0.0,396063.55,377838.24
0821,4333,62290,Urban-Ramon Bajo,0.0,426562.56,289006.49
0821,4333,62294,Urban-ampliación Museo faroles,0.0,56349.52,56349.52
152005,4333,60192,Urban-infraestructuras movilidad espacio público,0.0,467213.34,446327.52
1610,4333,62204,Urban-inversiones en centros y locales,0.0,259752.94,137182.88
0214,9211,62297,Inversiones aparcamiento Europa,0.0,95000.0,0.0
0325,4331,60186,Plan auxiliar de inversiones en espacio público,0.0,0.0,0.0
015507,2371,22735,Programa vacacional,0.0,79560.0,79559.99
0325,1331,60186,Inversiones señaleticas Estación autobuses y Palacio Europa,0.0,17000.0,0.0
2112,2411,48972,Ayudas a la contratación-acciones 2014,0.0,0.0,0.0
2112,2411,22794,Formación-acciones 2014,0.0,0.0,0.0
1513,1691,13000,Retribuciones personal laboral fijo,0.0,0.0,31448.59
152005,1533,64304,"Honorarios, estudios y proyectos",0.0,35748.9,0.0
152007,1722,60193,Inversiones conservación especies amenazadas,0.0,33122.6,18305.47
152005,1535,64304,"Honorarios, estudios y proyectos",0.0,30000.0,1391.5
0110,9213,14100,Otros personal,0.0,0.0,0.0
152009,1711,14100,Otros personal,0.0,0.0,20577.58
0110,9123,14100,Otros personal,0.0,0.0,23666.34
1110,2301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,962.05
1810,3401,11000,Retribuciones personal eventual gabinete,0.0,0.0,36707.28
152007,1711,22699,Otros gastos diversos-proyectos life,0.0,0.0,18185.27
0130,9201,22612,Indemnizaciones sin convenio,0.0,610649.35,639367.38
152008,1741,60194,Inversiones restauración espacios degradados,0.0,14666.45,14669.45
015507,2371,48954,Convocatoria dotaciones económicas-jóvenes informadores,0.0,10000.0,9000.0
0821,4331,48985,Premios pacto verde,0.0,6000.0,6000.0
1145,2321,48004,Atenciones sociales-complementaria,0.0,3806000.0,2779479.13
1115,2325,48047,Convenio con Bizitza berria,0.0,120000.0,120000.0
152007,1711,21075,Protección de especies en Salburua- Zadorra,0.0,0.0,32975.91
1512,1722,60917,"Control calidad agua, aire, suelo",0.0,19269.76,19269.76
2110,2411,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,103.83
015508,3301,13000,Retribuciones personal laboral fijo,0.0,0.0,24959.63
1010,9204,11000,Retribuciones personal eventual gabinete,0.0,0.0,25478.64
1010,9204,14100,Otros personal,0.0,0.0,15940.14
0910,9202,11000,Retribuciones personal eventual gabinete,0.0,0.0,11811.99
0410,9331,68200,Inversiones en edificios-permuta,0.0,3709.73,0.0
015503,3341,22408,Seguros programas culturales,0.0,20116.21,19828.76
0350,1321,21301,Reparaciones complementarias vehículos,0.0,20000.0,1667.29
0410,1711,60010,Expropiaciones-sentencia parque de Olarizu,0.0,2450127.08,2450127.07
0410,9321,22699,Otros gastos diversos,0.0,16740.34,27200.16
0411,9321,14100,Otros personal,0.0,0.0,7758.14
0162,2391,22696,Cuota Euskal fondoa,0.0,11237.4,11237.4
0162,2391,22798,Otros trabajos exteriores cooperación,0.0,2000.0,0.0
0910,9202,12009,Segundo 25% paga extra 2012,0.0,1644000.0,0.0
0187,9271,22604,Publicaciones edición libro,0.0,30000.0,24478.85
0213,1512,22621,Ejecución subsidiaria nueva dentro 32,0.0,47220.9,3487.15
0214,9211,62296,Liquidación obras pabellón Mendizorrotza,0.0,45253.23,45253.23
1133,2317,22630,Campaña sensibilización proyecto personas mayores,0.0,40000.0,6582.48
0340,1351,48900,Programa promoción voluntaria,0.0,8821.0,8821.0
1115,2326,22766,Campaña de sensibilización refugiados,0.0,15000.0,6420.22
1115,2326,22767,Plan de acogida de refugiados,0.0,30000.0,2009.73
152005,4411,71002,Convenio GOVA-ampliación de tranvia y brt,0.0,158000.0,0.0
0822,4314,48982,Ayudas al impulso comercial y hostelero,0.0,9000.0,0.0
152008,1741,60155,Inversiones en entidades locales menores,0.0,97419.04,0.0
0821,4331,48986,Subvención Asoc. cluster Eiken-beca Talent day,0.0,1000.0,1000.0
0821,4331,48945,Liquidación conv.2014 foro Álava responsabilidad social empresarial,0.0,1463.99,1463.99
0350,1321,62901,Adquisición equipos narcotest,0.0,6000.0,393.67
182002,3321,62600,Adquisición equipos informáticos,0.0,7451.0,7450.82
0410,1711,60011,Expropiaciones-sentencia proy. defensa inundaciones rio Zadorra,0.0,832337.35,560095.2
