#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2019ko Hasierako kreditua,Behin betiko kreditua,Behartua
152005,1533,60171,R,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0.0,81750.0,0.0
152005,1533,60189,,BJTen inbertsioak,1654000.0,1654000.0,690653.07
152005,1533,60189,R,BJTen inbertsioak,0.0,12221.29,12015.78
152005,1533,60198,,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,2843775.64,2691140.97,105691.31
152005,1533,60198,A,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,0.0,74487.01,73761.55
152005,1533,60198,R,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,0.0,1163673.27,818835.96
152005,1533,60922,,Bizikleta-gordailua,50000.0,50000.0,0.0
152005,1533,60924,,Bidegorrien sarea handitzea,125000.0,125000.0,0.0
152005,1533,60924,R,Bidegorrien sarea handitzea,0.0,236763.45,195969.84
152005,1533,61116,A,Errota kalea berritzea,0.0,66138.71,66138.71
152005,1533,61117,A,Boronbizkarra-Elexaldeko jolas-eremuak,0.0,36815.08,36815.07
152005,1533,61120,,Haurrentzako jolasguneetan jolas egokituak jartzea,0.0,6398.48,0.0
152005,1533,61120,R,Haurrentzako jolasguneetan jolas egokituak jartzea,0.0,105284.12,105284.11
152005,1533,64304,,"Ordainsariak, azterlanak eta proiektuak",40000.0,40000.0,5826.2
152005,1533,64304,R,"Ordainsariak, azterlanak eta proiektuak",0.0,8876.8,5392.0
152005,1533,64517,,Hirigunea biziberritzeko Bost Enparantza plana,3000000.0,3048895.78,1748895.78
152005,1533,64517,A,Hirigunea biziberritzeko Bost Enparantza plana,0.0,13365.59,10437.36
152005,1533,64517,R,Hirigunea biziberritzeko Bost Enparantza plana,0.0,2571730.97,2571730.97
152005,1534,21009,,Zaharkitutako haurrentzako jolasak berritzea,170000.0,170000.0,0.0
152005,1534,21009,R,Zaharkitutako haurrentzako jolasak berritzea,0.0,72748.0,0.0
152005,1651,60115,,Kaleko argiteria hobetzea,105000.0,105000.0,0.0
152005,1651,60115,A,Kaleko argiteria hobetzea,0.0,663.46,0.0
152005,1651,60115,R,Kaleko argiteria hobetzea,0.0,400016.8,0.0
152005,1651,60318,A,"Argindar-kableak kentzea, Abetxuku eta Adurtzan",0.0,64580.46,286.52
152005,4411,21705,,Autobus elektrikoak mantentzea ,181500.0,121500.0,0.0
152005,4411,21705,R,Autobus elektrikoak mantentzea ,0.0,171774.54,0.0
152005,4411,69200,,BRT ezartzea,3702750.0,3702750.0,0.0
152005,4411,69200,A,BRT ezartzea,0.0,440000.0,0.0
152005,4411,69200,R,BRT ezartzea,0.0,35554238.07,36191.1
152005,4411,71003,,"Hitzarmena: Eusko Jaurlaritza, AFA, Udala - tranbia hegoalderantz luzatzea",1092000.0,1092000.0,0.0
152005,4411,71007,,Salburua-Zabalgana tranbia,0.0,106000.0,0.0
152005,4412,77000,,Taxi elektrikoak erosteko diru-laguntza,0.0,60000.0,0.0
152005,4412,77000,R,Taxi elektrikoak erosteko diru-laguntza,0.0,60000.0,60000.0
152007,1711,12000,,Funtzionarioen oinarrizko ordainsariak,874555.0,874555.0,588922.96
152007,1711,12100,,Funtzionarioen ordainsari osagarriak,1216968.0,1216968.0,916842.81
152007,1711,14100,,Bestelako langileak,445015.0,445015.0,300324.38
152007,1711,16000,,"Gizarte Segurantza, enpresaren kontura",817128.0,817128.0,648292.57
152007,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",40328.0,40328.0,27257.61
152007,1711,20200,,Makineria eta instalazioak alokatzea,125000.0,125000.0,71839.55
152007,1711,21013,A,Zurezko pasabideak mantentzea,0.0,24171.19,24171.19
152007,1711,21040,,Transmisoreak mantentzea,3000.0,3000.0,0.0
152007,1711,21071,,Berdegune publikoak onik zaintzea,260000.0,260000.0,113176.67
152007,1711,21071,R,Berdegune publikoak onik zaintzea,0.0,3375.0,3375.0
152007,1711,21072,,Jardinerak onik zaintzea,4000.0,4000.0,3774.18
152007,1711,21073,,Arboretoa onik zaintzea,18568.16,18568.16,3190.56
152007,1711,21073,R,Arboretoa onik zaintzea,0.0,173.55,0.0
152007,1711,21074,,Kanpoko Eraztun Berdea onik zaintzeko lanak,325000.0,325000.0,193395.65
152007,1711,21074,R,Kanpoko Eraztun Berdea onik zaintzeko lanak,0.0,766.5,0.0
152007,1711,21200,,Makinak eta instalazioak onik zaintzea,60000.0,60000.0,14513.1
152007,1711,21704,,Udal instalazioak ireki eta ixteko kontratua,21000.0,21000.0,2124.93
152007,1711,22111,,Tresnak,45000.0,45000.0,26662.4
152007,1711,22699,,Life Lutreola proiektua,48280.49,48280.49,1815.0
152007,1711,22699,R,Life Lutreola proiektua,0.0,35909.99,0.0
152007,1711,22711,,Berdeguneak onik zaintzea,3226696.68,3226696.68,1377148.15
152007,1711,22712,,Europa jauregiaren fatxadaren kontserbazioa,30000.0,30000.0,9266.14
152007,1711,22715,,Paisaiarako ekintza-plana,52251.0,52251.0,0.0
152007,1711,22716,,Zuhaiztiaren Kudeaketa Plana,50000.0,50000.0,0.0
152007,1711,22740,,Erdi Aroko etxarteak onik zaintzea,13000.0,13000.0,0.0
152007,1711,60182,,Zuhaitz proiektua,65000.0,65000.0,0.0
152007,1711,60182,R,Zuhaitz proiektua,0.0,58699.17,40037.17
152007,1711,60183,A,"Parke, plaza eta parkeak egokitzea",0.0,19918.24,0.0
152007,1711,60196,,"Zuhaitzak kudeatzeko plana, Zaramaga eta Pilar",50000.0,50000.0,0.0
152007,1711,60196,A,"Zuhaitzak kudeatzeko plana, Zaramaga eta Pilar",0.0,10724.55,201.24
152007,1711,60197,,Auzoko azpiegitura berdea,50000.0,50000.0,0.0
152007,1711,60197,A,Auzoko azpiegitura berdea,0.0,159.59,0.0
152007,1711,60312,,Urmaelak kloratze sistemak jartzea,50000.0,50000.0,0.0
152007,1711,64304,,"Ordainsariak, azterlanak eta proiektuak",50000.0,50000.0,6501.95
152007,1711,64318,,Dibertsitatea kontserbatzeko azterlanak,40000.0,61877.69,15710.48
152007,1711,69900,,Landareak erostea,46000.0,46000.0,21058.23
152007,1711,69900,R,Landareak erostea,0.0,16499.98,16499.98
152009,1711,12000,,Funtzionarioen oinarrizko ordainsariak,60757.0,60757.0,39214.42
152009,1711,12100,,Funtzionarioen ordainsari osagarriak,80109.0,80109.0,56496.97
152009,1711,13000,,Lan-kontratudun langile finkoen ordainsariak,73621.0,73621.0,50177.01
152009,1711,14100,,Bestelako langileak,0.0,0.0,5503.98
152009,1711,16000,,"Gizarte Segurantza, enpresaren kontura",58728.0,58728.0,43720.29
152009,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4074.0,4074.0,2838.9
1620,2411,22100,,GEPO - Obra Zerbitzua,19239.0,19239.0,19239.0
1620,3421,62296,,Kirol zelaietako inbertsioak,711000.0,1261000.0,93954.24
1620,3422,22148,,Igerilekuak mantentzeko kontratua,1315000.0,1265500.0,738186.54
1620,3422,62926,,Igerilekuetako kontratuetako inbertsioak,354000.0,354000.0,205951.06
1620,9211,60930,,"Inbertsioak, handizkako azokan",89500.0,500.0,0.0
1620,9211,62204,,Zentro eta lokaletako inbertsioak,500000.0,500000.0,74985.49
1620,9211,62205,,Ikastetxeetako obrak.,200000.0,308618.69,269702.07
1620,9211,62293,,Udal eraikinetako inbertsioak,300000.0,491581.51,230907.91
1620,9211,62293,R,Udal eraikinetako inbertsioak,0.0,2342.4,2277.42
1620,9211,62303,,Makinak erostea,7000.0,7000.0,6922.4
1620,9211,64304,,"Ordainsariak, azterlanak eta proiektuak",23000.0,12500.0,2540.03
1620,9212,21100,,Udal eraikinak onik zaintzea,1165600.53,1165600.53,646492.54
1620,9212,21107,,Udal eraikinak mantentzeko konponketa eta hornikuntzak,495000.0,495000.0,468434.48
1620,9212,21107,R,Udal eraikinak mantentzeko konponketa eta hornikuntzak,0.0,10542.74,10542.74
1620,9212,21207,,Ekipoak onik zaindu eta konpontzea,90000.0,90000.0,55205.64
1620,9212,22109,,Garbiketa-produktuak,270000.0,270000.0,143878.91
1620,9212,22111,,Tresnak,30000.0,30000.0,32529.74
1620,9212,22147,,Tentsio baxuko kontratuak,10000.0,10000.0,2593.85
1620,9212,22604,,Zigorrak,6100.0,6100.0,0.0
1620,9212,22722,,Komun publikoak mantentzeko kontratua,30000.0,30000.0,19048.03
1620,9212,22727,,Instalazioak mantentzeko kontratua,600000.0,600000.0,336237.23
1620,9212,22727,R,Instalazioak mantentzeko kontratua,0.0,28937.27,26000.31
1620,9213,22101,,Udal eraikinetako energia elektrikoa,4275000.0,0.0,8700.3
1620,9213,62259,,Instalazio elektrikoetako inbertsio-kontratua ,25000.0,0.0,0.0
1620,9214,22146,,Edukiontzi higienikoetarako kontratua,15000.0,15000.0,8613.25
1620,9214,22783,,Garbiketa Ataleko kontratuak,5050000.0,5117820.97,3294985.63
1620,9214,48960,,Hitzarmena ASAFESekin - Instalazioen garbiketa,18320.97,0.0,0.0
1620,9215,21200,,Makinak eta instalazioak onik zaintzea,1550000.0,1550000.0,918678.74
1620,9215,22101,,Energia elektrikoaren hornikuntza,0.0,4275000.0,2832578.8
1620,9215,22103,,Energia-eraginkortasunerako kontratua,4265000.0,4265000.0,2277214.74
1620,9215,22149,,Gainerako udal eraikinetako gasa,90000.0,90000.0,80279.36
1620,9215,22751,,Instalazio elektrikoak mantentzeko kontratua,5000.0,215000.0,143527.98
1620,9215,62259,,Instalazio elektrikoetako inbertsio-kontratua ,0.0,247000.0,201646.48
1620,9215,62303,,Energiaren kudeaketarako ekipoak berritzea,30000.0,120000.0,36171.45
1620,9219,12000,,Funtzionarioen oinarrizko ordainsariak,111017.0,111017.0,76265.73
1620,9219,12100,,Funtzionarioen ordainsari osagarriak,138576.0,138576.0,100256.77
1620,9219,14100,,Bestelako langileak,32972.0,32972.0,45906.71
1620,9219,16000,,"Gizarte Segurantza, enpresaren kontura",81559.0,81559.0,77771.17
1620,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2300.0,2300.0,1602.6
1630,9219,12000,,Funtzionarioen oinarrizko ordainsariak,2839757.0,2839757.0,1895677.31
1630,9219,12100,,Funtzionarioen ordainsari osagarriak,3612314.0,3612314.0,2700948.8
1630,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,29873.0,29873.0,16182.99
1630,9219,14100,,Bestelako langileak,2349031.0,2349031.0,1837947.53
1630,9219,16000,,"Gizarte Segurantza, enpresaren kontura",3012980.0,3012980.0,2339352.73
1630,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",141183.0,141183.0,99244.98
1641,9219,12000,,Funtzionarioen oinarrizko ordainsariak,87136.0,87136.0,60585.45
1641,9219,12100,,Funtzionarioen ordainsari osagarriak,101242.0,101242.0,76561.03
1641,9219,14100,,Bestelako langileak,5347.0,5347.0,9982.74
1641,9219,16000,,"Gizarte Segurantza, enpresaren kontura",57646.0,57646.0,46210.1
1641,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1354.0,1354.0,1320.6
1642,9219,12000,,Funtzionarioen oinarrizko ordainsariak,63024.0,63024.0,45305.64
1642,9219,12100,,Funtzionarioen ordainsari osagarriak,68516.0,68516.0,64340.67
1642,9219,14100,,Bestelako langileak,67387.0,67387.0,2362.41
1642,9219,16000,,"Gizarte Segurantza, enpresaren kontura",63424.0,63424.0,39140.81
1642,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1263.0,1263.0,0.0
1643,9219,12000,,Funtzionarioen oinarrizko ordainsariak,23672.0,23672.0,15829.21
1643,9219,12100,,Funtzionarioen ordainsari osagarriak,32846.0,32846.0,24537.15
1643,9219,16000,,"Gizarte Segurantza, enpresaren kontura",12094.0,12094.0,9468.74
1644,9219,12000,,Funtzionarioen oinarrizko ordainsariak,915958.0,915958.0,556593.05
1644,9219,12100,,Funtzionarioen ordainsari osagarriak,1278247.0,1278247.0,865036.58
1644,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,87178.0,87178.0,71155.02
1644,9219,14100,,Bestelako langileak,368700.0,368700.0,456759.54
1644,9219,16000,,"Gizarte Segurantza, enpresaren kontura",883681.0,883681.0,714345.74
1644,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",51021.0,51021.0,35311.97
1810,3401,11000,,Kabineteko behin-behineko langileen ordainsariak,82233.0,82233.0,58722.41
1810,3401,16000,,"Gizarte Segurantza, enpresaren kontura",12071.0,12071.0,9414.09
1810,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1078.1
1815,3401,12000,,Funtzionarioen oinarrizko ordainsariak,210301.0,210301.0,137768.5
1815,3401,12100,,Funtzionarioen ordainsari osagarriak,265584.0,265584.0,187550.78
1815,3401,14100,,Bestelako langileak,25799.0,25799.0,23506.45
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",143041.0,143041.0,104729.89
1815,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6588.0,6588.0,5560.94
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2254968.0,2254968.0,1497195.72
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3185242.0,3185242.0,2376013.59
1820,3371,14100,,Bestelako langileak,1637170.0,1637170.0,1315304.42
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2195125.0,2195125.0,1605519.33
1820,3371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",93239.0,93239.0,68077.29
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa ,10000.0,10000.0,12730.56
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea ,25000.0,25000.0,20608.99
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak ,20000.0,20000.0,17512.1
1820,3371,22663,,Eguberrietako haur parkea,115000.0,115000.0,0.0
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.0,12020.0,12020.24
1820,3371,22709,,Udako jolasak,100000.0,100000.0,78065.57
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,1915620.0,1915620.0,1274405.57
1820,3371,22767,,Zonako lantaldeen programak,97000.0,97000.0,29548.01
1820,3371,62505,,Bestelako tresnak,10000.0,10000.0,9773.4
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,200000.0,200000.0,21695.64
1820,9242,48988,,Hitzarmena: San Martin auzo-elkartea,100000.0,100000.0,100000.0
1822,9241,12000,,Funtzionarioen oinarrizko ordainsariak,84528.0,84528.0,55918.56
1822,9241,12100,,Funtzionarioen ordainsari osagarriak,103244.0,103244.0,76035.14
1822,9241,14100,,Bestelako langileak,85363.0,85363.0,39409.44
1822,9241,16000,,"Gizarte Segurantza, enpresaren kontura",73973.0,73973.0,49367.26
1822,9241,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2527.0,2527.0,1320.6
1822,9241,22670,,Paisaia-muralak margotzeko lehiaketa,30000.0,30000.0,0.0
1822,9241,22670,A,Paisaia-muralak margotzeko lehiaketa,0.0,9000.0,9000.0
1822,9241,22670,R,Paisaia-muralak margotzeko lehiaketa,0.0,30000.0,30000.0
1822,9241,22696,,Aurrekontu partizipatiboen prozesua,2000.0,2000.0,0.0
1822,9241,22698,,Herritar-kontsultak,11666.0,11666.0,0.0
1822,9241,22699,,Herritarren parte-hartzeko beste hainbat gastu,2500.0,2500.0,1215.72
1822,9241,22732,,Zerbitzuak emateko kontratuak,87000.0,165416.34,55720.32
1822,9241,22799,,Herritarren parte-hartzeko beste hainbat kanpo-lan,8500.0,8500.0,21648.87
1822,9241,22799,R,Herritarren parte-hartzeko beste hainbat kanpo-lan,0.0,24000.0,10000.0
1822,9241,62505,,Bestelako tresnak,20000.0,20000.0,1662.54
1822,9242,48014,,Diru-laguntza: herritarren partaidetzarako proiektua,24000.0,24000.0,4023.0
1822,9242,48954,,Auzo-elkarteentzako diru-laguntzak,180000.0,180000.0,179999.0
2310,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,74976.0,74976.0,69490.86
2310,3301,16000,,"Gizarte Segurantza, enpresaren kontura",14457.0,14457.0,14299.31
2310,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,215.62
2310,3301,22765,,Iradier Arenako zerbitzu-kontratua,15000.0,25000.0,11797.5
2310,3392,22737,,Erraldoiek konpartsak,6000.0,40000.0,23500.0
2311,3291,43101,,Luis Aranburu Musika Eskolari,910601.04,833601.04,728480.84
2311,3291,73101,,"Ekarpena, Luis Aranburu Musika Eskolari",40987.32,40987.32,0.0
2311,3292,43103,,Jose Uruñuela Dantza Kontserbatorioari,448382.15,448382.15,448382.15
2311,3292,73103,,Jose Uruñuela Dantza Kontserbatorioari,5931.46,5931.46,0.0
2311,3301,12000,,Funtzionarioen oinarrizko ordainsariak,283777.0,283777.0,218018.83
2311,3301,12100,,Funtzionarioen ordainsari osagarriak,344047.0,344047.0,302382.8
2311,3301,13000,,Lan-kontratudun langile finkoen ordainsariak,67367.0,67367.0,51932.77
2311,3301,14100,,Bestelako langileak,132483.0,132483.0,102977.8
2311,3301,16000,,"Gizarte Segurantza, enpresaren kontura",221929.0,221929.0,207004.06
2311,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",16505.0,16505.0,11202.66
2311,3301,21208,,Ikus-entzunezko ekipoak konpontzea,800.0,800.0,425.92
2311,3301,22111,,Tresna eta lanabesak,400.0,400.0,321.7
2311,3301,62501,,Altzariak,1000.0,1000.0,976.94
2311,3301,62901,,Kultur ekintzarako ekipoak erostea,6500.0,6500.0,532.45
2311,3341,48975,,Artium museoa,90000.0,90000.0,90000.0
231201,3322,12000,,Funtzionarioen oinarrizko ordainsariak,219564.0,219564.0,154583.02
231201,3322,12100,,Funtzionarioen ordainsari osagarriak,254696.0,254696.0,191119.25
231201,3322,14100,,Bestelako langileak,44407.0,44407.0,28379.83
231201,3322,16000,,"Gizarte Segurantza, enpresaren kontura",144455.0,144455.0,110429.91
231201,3322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2978.0,2978.0,1936.88
231201,3322,22699,,Artxiboko kontserbazio-gastu materialak,6800.0,6800.0,732.33
231201,3322,22752,,Udal artxiboko kontratuak,70000.0,70000.0,3236.99
231201,3322,62800,,Artxiborako argitalpenak eta liburuak erostea,20443.77,20443.77,17169.96
231201,3322,62801,,Udal Artxiborako funtsak erostea,3000.0,3000.0,1305.98
231202,3391,12000,,Funtzionarioen oinarrizko ordainsariak,258895.0,258895.0,166413.94
231202,3391,12100,,Funtzionarioen ordainsari osagarriak,349177.0,349177.0,253055.85
231202,3391,14100,,Bestelako langileak,78350.0,78350.0,79348.44
231202,3391,16000,,"Gizarte Segurantza, enpresaren kontura",190423.0,190423.0,148421.42
231202,3391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9173.0,9173.0,6392.5
231202,3391,22624,,Folklore akademiako programazio-gastuak,30000.0,30000.0,26329.14
231202,3391,22625,,Folklore Akademiaren musika-udalekuak,65000.0,65000.0,65000.0
231202,3391,22757,,Folklore Akademiako zerbitzu-enpresak,35000.0,35000.0,29289.16
231202,3391,62914,,Folklore Akademiako ekipamendua,6000.0,6000.0,3642.55
231203,3301,20103,,Alokairuak,50000.0,50000.0,28542.1
231203,3301,20103,R,Alokairuak,0.0,2431.94,2421.94
231203,3341,22635,,Azkena Rock jaialdia,270000.0,270000.0,270000.0
231203,3341,22652,,Beste kultura-jarduera batzuk - dantzaldiak,58000.0,58000.0,38405.4
231203,3341,22653,,Kultura-zabalkundea,92000.0,61000.0,22919.68
231203,3341,22654,,Kultura Plan Estrategikoa,40000.0,40000.0,41379.77
231203,3341,22654,R,Kultura Plan Estrategikoa,0.0,7840.8,7840.8
231203,3341,22733,,Espazio publikoetako kultura-programak,180000.0,180000.0,175181.94
231203,3341,22739,,Gasteizko Jazz jaialdia babestea,0.0,15580.0,0.0
231203,3341,22756,,Kultur Ekintzen Zerbitzua,170000.0,170000.0,136913.42
231203,3341,22756,R,Kultur Ekintzen Zerbitzua,0.0,9172.38,5929.0
231203,3341,41921,,"Hitzarmena: EHU, Cortada jaialdia",6000.0,6000.0,4800.0
231203,3341,48917,,Hitzarmena Magialdiarekin,88000.0,88000.0,79200.0
231203,3341,48929,,Deialdia: Jazzaldia,114400.0,120520.0,96416.0
231203,3341,48933,,Kultur proiektuetarako diru-laguntza deialdia,175000.0,185000.0,154260.0
231203,3341,48939,,Valentín de Foronda patronatua,8000.0,8000.0,0.0
231203,3341,48961,,Hitzarmena: World Press Photo,36500.0,43000.0,34400.0
231203,3341,48962,,Hitzarmena: argazkigintza-elkartea,8000.0,8000.0,6400.0
231203,3341,48970,,Hitzarmena: Arabako Bertsozale Elkartea,14000.0,14000.0,14000.0
231203,3341,48971,,Hitzarmena Arabako Dantzarien Biltzarrarekin,8000.0,18000.0,14400.0
231203,3342,22725,,Artista amateurren ikuskizunak sustatzea,20000.0,20000.0,0.0
231203,3361,68500,,Eskultura eta artelanak erostea,28804.33,51304.33,8200.0
231203,3361,68503,,Artelanak zaindu eta zaharberritzeko plana,6000.0,6000.0,365.42
231203,3361,78100,,Diru-laguntza: Santa Maria katedraleko obrak,150000.0,150000.0,150000.0
231203,3381,12000,,Funtzionarioen oinarrizko ordainsariak,137478.0,137478.0,87836.02
231203,3381,12100,,Funtzionarioen ordainsari osagarriak,181947.0,181947.0,130569.66
231203,3381,14100,,Bestelako langileak,46169.0,46169.0,62055.83
231203,3381,16000,,"Gizarte Segurantza, enpresaren kontura",93797.0,93797.0,82925.19
231203,3381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4105.0,4105.0,3363.4
231203,3381,22643,,"Erraldoiak, harmailak eta jaiotza konpontzea",15000.0,15000.0,3295.13
231203,3381,22646,,Gu ere bertsotan,34000.0,34000.0,25987.5
231203,3381,22660,,Inauteriak,30000.0,30000.0,32267.96
231203,3381,22661,,Andre Maria Zuriaren jaiak,705000.0,742543.49,712664.9
231203,3381,22662,,Olarizu,6000.0,6000.0,2984.6
231203,3381,22663,,Eguberri eta erregetako kanpaina,179000.0,179000.0,22985.85
231203,3381,22664,,San Anton eta Santa Ageda jaiak,13000.0,13000.0,12941.02
231203,3381,48024,,Hitzarmena erregioen etxeekin,39200.0,43120.0,0.0
231203,3381,48910,,Hitzarmena: Blusen batzordea,70000.0,70000.0,0.0
231203,3381,48911,,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,0.0,17000.0,65064.0
231203,3381,48922,,Inauterietako konpartsentzako deialdia,74000.0,80000.0,71958.0
231203,3381,48922,R,Inauterietako konpartsentzako deialdia,0.0,648.0,648.0
231203,3381,48969,,Hitzarmena Urrezko Zeledoien Elkartearekin,0.0,7000.0,5600.0
231203,3381,78001,,Ekarpena: lurralde etxeak,40800.0,44880.0,0.0
231204,3321,22649,,Udalaren liburutegi sarearen programa,55000.0,55000.0,36425.8
231204,3321,22749,,Liburutegi sareko kontratuak,1689885.95,1725500.0,1101436.8
231204,3321,22799,,Kanpoko beste zenbait lan,20000.0,20000.0,0.0
231204,3321,62800,,Liburutegietarako argitalpenak eta liburuak erostea,118000.0,123000.0,72961.48
231204,3341,12000,,Funtzionarioen oinarrizko ordainsariak,215087.0,215087.0,156598.66
231204,3341,12100,,Funtzionarioen ordainsari osagarriak,226768.0,226768.0,182922.29
231204,3341,14100,,Bestelako langileak,143934.0,143934.0,104478.03
231204,3341,16000,,"Gizarte Segurantza, enpresaren kontura",161663.0,161663.0,134480.38
231204,3341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11461.0,11461.0,8187.72
231204,3341,22607,,Gizarte-etxeetako kanpainen zabalkundea,15000.0,15000.0,5829.17
231204,3341,22636,,Gizarte-etxeetako kultura-ikastaroak,646000.0,646000.0,375641.48
231204,3341,22647,,Gizarte-etxeetako kanpainak,65000.0,65000.0,49887.74
231204,3341,22671,,Alberto Schommer kultur zentroa taxutzeko azterlana,10000.0,0.0,0.0
231204,3341,48958,,Hitzarmena: Arabako liburu-saltzaileen elkartea,6000.0,20000.0,16000.0
231205,3332,12000,,Funtzionarioen oinarrizko ordainsariak,68788.0,68788.0,48155.99
231205,3332,12100,,Funtzionarioen ordainsari osagarriak,87688.0,87688.0,64714.77
231205,3332,16000,,"Gizarte Segurantza, enpresaren kontura",42923.0,42923.0,31936.08
231205,3332,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2300.0,2300.0,1602.6
231205,3332,22622,,Montehermoso Kulturunea,115000.0,115000.0,74847.52
231205,3332,22751,,Montehermosoko zerbitzu-kontratuak,125000.0,160000.0,85638.0
231205,3332,22751,R,Montehermosoko zerbitzu-kontratuak,0.0,12452.86,11909.32
231205,3332,22753,,Montehermosoko kultur programazioa - Euskararen etxea,225000.0,225000.0,138585.32
231205,3332,62602,,Mediatekarako multimedia funtsak,2500.0,2500.0,176.0
231205,3332,62901,,Montehermosoko ekipoak erostea,35000.0,7500.0,0.0
231205,3332,62925,,kultura eratzen,13100.94,13100.94,0.0
231210,3392,12000,,Funtzionarioen oinarrizko ordainsariak,537431.0,537431.0,357559.98
231210,3392,12100,,Funtzionarioen ordainsari osagarriak,657192.0,657192.0,487688.32
231210,3392,14100,,Bestelako langileak,133119.0,133119.0,118327.32
231210,3392,16000,,"Gizarte Segurantza, enpresaren kontura",355822.0,355822.0,267323.33
231210,3392,16500,,"Elkarkidetzako kuotak, Udalaren kontura",19831.0,19831.0,14077.7
231210,3392,21207,,Musika Bandako ekipoak konpontzea eta mantentzea,15000.0,15000.0,9494.66
231210,3392,22692,,Musika Banda - kolaborazioak,12000.0,12000.0,11520.3
231210,3392,22699,,Musika Bandaren programazio gastuak,45000.0,45000.0,31952.85
231210,3392,22732,,Zerbitzuak emateko kontratuak,8000.0,8000.0,9133.93
231210,3392,62800,,Argitalpenak eta liburuak erostea,5000.0,5000.0,270.5
231210,3392,62903,,Musika bandarako ekipamendua,11000.0,11000.0,453.75
231220,3342,12000,,Funtzionarioen oinarrizko ordainsariak,192442.0,192442.0,146154.75
231220,3342,12100,,Funtzionarioen ordainsari osagarriak,252321.0,252321.0,214630.52
231220,3342,14100,,Bestelako langileak,45964.0,45964.0,28349.32
231220,3342,16000,,"Gizarte Segurantza, enpresaren kontura",134732.0,134732.0,117786.21
231220,3342,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3426.0,3426.0,3047.0
231220,3342,22603,,Antzoki Sarearen publizitate berezia,12000.0,12000.0,6732.94
231220,3342,22627,,Antzoki Sareko ikuskizun eta jaialdiak,680000.0,680000.0,246306.79
231220,3342,22628,,"Ikuskizunak, biran",840000.0,840000.0,574682.15
231220,3342,22648,,"Koprodukzio eszenikoa, sortzaile lokalak",77000.0,77000.0,27385.0
231220,3342,22732,,Zerbitzuak emateko kontratuak,230000.0,236000.0,171718.73
231220,3342,22732,R,Zerbitzuak emateko kontratuak,0.0,10934.88,9936.17
231220,3342,48981,,Hitzarmena Teatro Paraisorekin,45000.0,45000.0,36000.0
231220,3342,48989,,Hitzarmena Ortzairekin,20000.0,20000.0,16000.0
231220,3342,48990,,Hitzarmena Baratza Aretoarekin,10000.0,10000.0,8000.0
231220,3342,62901,,"Ekipoak erostea, Antzoki Sarea",18000.0,18000.0,12999.48
231220,9212,62215,,Principal antzokia eraberritzeko plana,27000.0,27000.0,0.0
231901,3201,12000,,Funtzionarioen oinarrizko ordainsariak,1516482.0,1516482.0,961087.42
231901,3201,12100,,Funtzionarioen ordainsari osagarriak,1681678.0,1681678.0,1160278.77
231901,3201,14100,,Bestelako langileak,420493.0,420493.0,440823.06
231901,3201,16000,,"Gizarte Segurantza, enpresaren kontura",1043941.0,1043941.0,810676.45
231901,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",52729.0,52729.0,34145.03
