#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2023,Crédito Inicial 2023
243002,3111,22702,,Plan de salud - ciudades saludables,37969.0,37969.0
243002,3111,22708,,Junta arbitral información en consumo,7000.0,7000.0
243002,3111,22717,,Prestación servicios promoción salud,127000.0,127000.0
243002,3111,22718,,Programa prevención adicciones,115000.0,115000.0
243002,3111,22721,,Programa reinserción de adicciones,103500.0,103500.0
243002,3111,22722,,Igualdad en el deporte,15000.0,15000.0
243002,3112,12000,,Retribuciones basicas de funcionarios,92831.0,92831.0
243002,3112,12100,,Retribuciones complementarias funcionarios,107355.0,107355.0
243002,3112,16000,,Seguridad social a cargo del ayuntamiento,52637.0,52637.0
243002,3112,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2648.0,2648.0
243003,3113,12000,,Retribuciones basicas de funcionarios,309541.0,309541.0
243003,3113,12100,,Retribuciones complementarias funcionarios,398524.0,398524.0
243003,3113,14100,,Otro personal,8409.0,8409.0
243003,3113,16000,,Seguridad social a cargo del ayuntamiento,187381.0,187381.0
243003,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5584.0,5584.0
243003,3113,21200,,Mantenimiento maquinaria e instalaciones,24500.0,24500.0
243003,3113,22115,,Material tecnico especifico,90000.0,90000.0
243003,3113,22716,,Contratacion auditorias de calidad,30500.0,30500.0
243004,3113,12000,,Retribuciones basicas de funcionarios,27700.0,27700.0
243004,3113,12100,,Retribuciones complementarias funcionarios,35581.0,35581.0
243004,3113,16000,,Seguridad social a cargo del ayuntamiento,13341.0,13341.0
243004,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1622.0,1622.0
244001,3401,12000,,Retribuciones basicas de funcionarios,138877.0,138877.0
244001,3401,12100,,Retribuciones complementarias funcionarios,218084.0,218084.0
244001,3401,14100,,Otro personal,13393.0,13393.0
244001,3401,16000,,Seguridad social a cargo del ayuntamiento,96412.0,96412.0
244001,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8646.0,8646.0
244001,3411,22761,,Contrato arrendamiento pista hielo bakh,883161.83,883161.83
244001,3421,22762,,Pista de hielo navidad,22000.0,22000.0
244001,3421,22767,,Contratos atención instalaciones deportivas,1457698.03,1457698.03
244001,3421,22796,,Contrato apertura complejos deportivos verano,796040.0,796040.0
244001,3421,62228,,Equipamientos complejos deportivos,50000.0,50000.0
244003,3401,12000,,Retribuciones basicas de funcionarios,50119.0,50119.0
244003,3401,12100,,Retribuciones complementarias funcionarios,67524.0,67524.0
244003,3401,14100,,Otro personal,25209.0,25209.0
244003,3401,16000,,Seguridad social a cargo del ayuntamiento,35545.0,35545.0
244003,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2667.0,2667.0
244003,3411,22300,,Transporte,26136.0,26136.0
244003,3411,22602,,Trofeos y distinciones deportivas,4000.0,4000.0
244003,3411,22606,,Organización actividades promoción deportiva,45000.0,45000.0
244003,3411,22699,,Otros gastos diversos,45000.0,45000.0
244003,3411,22706,,Programa actividades físicas,1880857.91,1880857.91
244003,3411,22724,,Programa paseos en la naturaleza,24233.64,24233.64
244003,3411,22735,,Programas para jovenes-rumbo al deporte,66500.0,66500.0
244003,3411,22768,,Servicio de montajes especiales,24372.25,24372.25
244003,3411,22769,,Patrocinio deportivo alavés,400000.0,400000.0
244003,3411,48111,,Conv. federación pelota vasca,30000.0,30000.0
244003,3411,48119,,Convenio aspace paralisis cerebral,30000.0,30000.0
244003,3411,48122,,Convenio araski,103000.0,103000.0
244003,3411,48133,,Convenio con zuzenak,167000.0,167000.0
244003,3411,48141,,Convenio apdema,27800.0,27800.0
244003,3411,48142,,Convenio autismo araba,16200.0,16200.0
244003,3411,48143,,Convenio federación alavesa atletismo-media y san silvestre,17000.0,17000.0
244003,3411,48928,,Subvención fundación 5+11 baloncesto,141000.0,141000.0
244003,3411,48929,,Convenio alavés femenino gloriosas,100000.0,100000.0
244003,3411,48935,,Convocatoria general de subvenciones,370000.0,370000.0
244003,3411,48982,,Convenio federación alavesa herri kirolak_la blanca,11500.0,11500.0
244003,3411,48983,,Convenio federacion alavesa pelota vasca la blanca femenino,12500.0,12500.0
244004,2381,22669,,Perspectiva de genero en el deporte,10000.0,10000.0
244004,3401,12000,,Retribuciones basicas de funcionarios,20934.0,20934.0
244004,3401,12100,,Retribuciones complementarias funcionarios,32897.0,32897.0
244004,3401,16000,,Seguridad social a cargo del ayuntamiento,12368.0,12368.0
244004,3411,22687,,Universalización e inclusión en actividades deportivas,20000.0,20000.0
244004,3421,21200,,Mantenimiento maquinaria e instalaciones,25000.0,25000.0
244004,3421,22115,,Material tecnico especifico,34900.0,34900.0
244004,3421,22659,,Foro deporte,5000.0,5000.0
244004,3421,22672,,Elaboración guía de eventos,4000.0,4000.0
244004,3421,22673,,Eventos deportivos de ciudad,130000.0,130000.0
244004,3421,22674,,Promoción deporte autóctono,56010.0,56010.0
244004,3421,22686,,Servicios deportivos,1888213.97,1888213.97
244004,3421,62300,,Material inventariable deporte,40000.0,40000.0
244004,3421,62305,,Material tecnico especifico,110000.0,110000.0
244005,3401,12000,,Retribuciones basicas de funcionarios,244399.0,244399.0
244005,3401,12100,,Retribuciones complementarias funcionarios,284278.0,284278.0
244005,3401,14100,,Otro personal,230273.0,230273.0
244005,3401,16000,,Seguridad social a cargo del ayuntamiento,237485.0,237485.0
244005,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11869.0,11869.0
244006,3401,12000,,Retribuciones basicas de funcionarios,27785.0,27785.0
244006,3401,12100,,Retribuciones complementarias funcionarios,40972.0,40972.0
244006,3401,14100,,Otro personal,13794.0,13794.0
244006,3401,16000,,Seguridad social a cargo del ayuntamiento,21722.0,21722.0
244006,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1778.0,1778.0
9005,9122,10000,,Retribuciones basicas corporativos,1858481.46,1858481.46
9005,9122,16000,,Seguridad social a cargo del ayuntamiento,425229.0,425229.0
9005,9122,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1622.0,1622.0
9005,9122,22633,,Asignaciones reglamento orgánico,638118.0,638118.0
9015,2111,16109,,Complemento pensiones mutua foral de alava,98000.0,98000.0
9015,2111,16110,,Mejora pensionistas,4000.0,4000.0
