#Organico,Funcional,Economico,Denominación Aplicación,Crédito Inicial,Crédito Definitivo,Obligado
118002,2315,48030,Convenio asociación Asajer-ludopatias prevención 1º 2º y 3º,20200.0,20200.0,20200.0
118002,2315,48031,Convenio asociación Arene - neuromusculares,27420.0,27420.0,27420.0
118002,2315,48032,Convenio asociación Asafes,24000.0,24000.0,23986.83
118002,2315,48033,Convenio AFA-Araba,31990.0,31990.0,31990.0
118002,2315,48034,Convenio Ascundean-fisioterapia,0.0,0.0,0.0
118002,2315,48040,Convenio Asociación contra el cancer (formación antitabaco),13890.0,13890.0,13890.0
118002,2315,48041,"Convenio asociación Adelprise(atención, difusión, información)",8220.0,8220.0,8220.0
118002,2315,48059,Convenio asociación Asafima,23760.0,23760.0,23760.0
118002,2315,48100,Convenio ONE,8430.0,8430.0,8430.0
118002,2315,48119,Convenio Aspace parálisis cerebral,11230.0,11230.0,11230.0
118002,2315,48120,Convenio Irefrea prevenir en positivo,5000.0,5000.0,0.0
118002,2315,48130,Convenio Asociación espina bífida,3750.0,3750.0,3750.0
118002,2315,48131,Convenio ANADAHI (hiperactivos),3750.0,3750.0,3750.0
118002,2315,48143,Convenio Asociación alavesa de epilepsia,4030.0,4030.0,4030.0
118002,2315,48149,Convenio Adeles lupus,3750.0,3750.0,3750.0
118002,2315,48158,Convenio Asociación Down Araba-Isabel Orbe,10000.0,10000.0,10000.0
118002,2315,48188,Convenio Cruz Roja (primeros auxilios),9750.0,9750.0,8464.88
118002,2315,48189,Convenio Asociación Asamma,2800.0,2800.0,2800.0
118002,2315,48190,Convenio Asociación Atece-daño cerebral,11290.0,11290.0,11290.0
118002,2315,48191,Convenio Asociación diabéticos de Álava,9500.0,9500.0,9500.0
118002,2315,48192,Convenio Asociación celíacos de Álava,8400.0,8400.0,8400.0
118002,2315,48193,Convenio Asociación Esclerosis multiple,5480.0,5480.0,5480.0
118002,2315,48195,Convenio Asociación Corazón sin fronteras,7100.0,7100.0,7100.0
118002,2315,48197,Convenio Fundación Jeiki/Hazgarri,43597.0,43597.0,43597.0
118002,2315,48932,Convenio APDEMA,11230.0,11230.0,11230.0
118002,2315,48957,Convenio AGLE,10970.0,10970.0,10970.0
118002,3111,48198,Convenio Slow food-alimentación hábitos vida saludable,0.0,0.0,0.0
118002,3111,48199,Convenio Comisión antisida-Programa Gayen artean,0.0,0.0,0.0
118002,3111,48972,Convenio Comisión antisida-programa prevención,0.0,0.0,0.0
151101,1721,62901,Adquisición equipos,6000.0,6000.0,299.0
151101,1722,48196,Convenio Asociación Ecologista Gaia,10000.0,13200.0,13200.0
151102,1711,60920,Infraestructuras verdes,0.0,0.0,0.0
151103,1622,60305,Instalaciones del vertedero Gardelegui,20000.0,20000.0,750.13
151103,1622,62916,Calidad ambiental del vertedero,50000.0,77400.0,0.0
152002,1641,60105,Construcciones nichos y panteones,50000.0,50000.0,1245.0
152005,1331,60195,Mejora elementos seguridad de tráfico,100000.0,100000.0,60962.41
152005,1513,60921,Proyecto Coronación,750000.0,750000.0,0.0
152005,1533,60102,Mejora de accesibilidad,100000.0,70000.0,3327.5
152005,1533,60133,Inversiones a determinar por los vecinos,0.0,0.0,7559.48
152005,1533,60171,Aparcabicicletas y bicilonjas,70000.0,70000.0,70000.0
152005,1533,60172,Plan director inversiones en espacio público,0.0,0.0,0.0
152005,1533,60189,Inversiones BAIS,1654000.0,1654000.0,1345482.51
152005,1533,60191,Inversiones mobiliario urbano,80000.0,0.0,4378.99
152005,1533,64304,"Honorarios, estudios y proyectos",40000.0,40000.0,14570.66
152005,1651,60115,Mejora alumbrado público,425000.0,425000.0,175185.08
152005,1722,64317,Elaboración Plan de acción Agenda local 21,60000.0,60000.0,0.0
152005,4411,71003,Ampliación del tranvía,0.0,0.0,0.0
152007,1711,60182,Proyecto árboles,65000.0,65000.0,15705.11
152007,1711,60196,Plan gestión arbolado Zaramaga y Pilar,50000.0,50000.0,21784.32
152007,1711,60197,Infraestructura verde de barrio,50000.0,50000.0,16829.58
152007,1711,62302,Adquisición de máquina trituradora,0.0,0.0,0.0
152007,1711,62402,Adquisición de camión grúa,0.0,0.0,0.0
152007,1711,64304,"Honorarios, estudios y proyectos",60000.0,60000.0,36333.7
152007,1711,64318,Actuaciones conservación diversidad,40000.0,40000.0,9502.8
152007,1711,69900,Adquisición de plantas,40000.0,40000.0,26938.16
1620,3422,62926,Inversiones en contratos piscinas,354000.0,354000.0,352920.8
1620,9211,62204,Inversiones en centros y locales,400000.0,410500.0,401817.59
1620,9211,62205,Obras en edificios escolares,200000.0,200000.0,187131.95
1620,9211,62293,Inversiones edificios municipales,300000.0,300000.0,295656.02
1620,9211,62303,Adquisición maquinaria,15000.0,7000.0,1747.89
1620,9211,64304,"Honorarios, estudios y proyectos",15000.0,23000.0,22673.59
1620,9214,48960,Convenio Asafes-limpieza instalaciones,121548.0,121548.0,121548.0
1620,9215,62303,Renovación equipos de gestión energética,62000.0,62000.0,62016.59
1820,3371,62505,Otros enseres,10000.0,10000.0,10189.77
1820,3371,62508,Equipamiento CC Zabalgana,0.0,1610360.0,1157253.23
1820,9211,62512,Inversiones en equipamientos centros cívicos,200000.0,200000.0,174321.12
1820,9242,48988,Convenio asoc. vecinos San Martín,100000.0,100000.0,100000.0
1822,9241,62505,Otros enseres,20000.0,20000.0,18695.88
1822,9242,48954,Subvención a asociaciones de vecinos,180000.0,180000.0,179998.0
2310,3322,62801,Adquisición fondos Archivo Municipal,0.0,0.0,0.0
2311,3291,43101,A la Escuela de Música Luis Aramburu,970601.04,970601.04,873060.1
2311,3291,73101,Aportación Escuela de Música Luis Aramburu,110987.32,110987.32,26644.88
2311,3292,43103,Al Conservatorio de Danza José Uruñuela,515000.0,530000.0,530000.0
2311,3292,73103,Aportación al Conservatorio de Danza José Uruñuela,5931.46,5931.46,4924.76
2311,3301,62501,Mobiliario,1000.0,1000.0,925.02
2311,3301,62901,Adquisición equipos acción cultural,6500.0,6500.0,3399.16
2311,3341,48975,Museo Artium,90000.0,90000.0,90000.0
231201,3322,62800,Adquisición publicaciones y libros archivo,18000.0,20443.77,18224.67
231202,3391,62914,Instrumentos Academia folklore,6000.0,6000.0,5906.18
231202,3392,62903,Equipamiento Banda municipal,0.0,0.0,0.0
231203,3341,41921,Convenio UPV-Festival Cortada,6000.0,6000.0,6000.0
231203,3341,48917,Convenio Magialdia,80000.0,80000.0,80000.0
231203,3341,48927,Convenio federaciones coros infantiles,0.0,0.0,0.0
231203,3341,48928,Convenio federaciones coros de adultos,0.0,0.0,0.0
231203,3341,48929,Convocatoria Festival de Jazz,104000.0,114400.0,114400.0
231203,3341,48933,Convocatoria subvenciones proyectos culturales,120000.0,150000.0,144900.0
231203,3341,48939,Patronato Valentín de Foronda,8000.0,8000.0,8000.0
231203,3341,48961,Convenio World Press Photo,36500.0,36500.0,36500.0
231203,3341,48963,Convenio Festival Big Band,0.0,0.0,0.0
231203,3341,48964,Convenio Asociación afroamericana,0.0,0.0,0.0
231203,3341,48970,Convenio Arabako Bertsozale Elkartea,14000.0,14000.0,14000.0
231203,3341,48971,Convenio Arabako Dantzarien Biltzarra,8000.0,8000.0,8000.0
231203,3361,68503,Plan mantenimiento y restauración de obras de arte,6000.0,6000.0,5961.22
231203,3381,48910,Convenio Asociación Comisión de blusas y neskas,70000.0,70000.0,55000.0
231203,3381,48912,Subvención fiesta de las comunidades,0.0,0.0,0.0
231203,3381,48922,Convocatoria comparsas carnavales,74000.0,74000.0,72569.0
231203,3381,48969,Convenio asoc. Celedones de oro,0.0,4000.0,4000.0
231204,3321,62800,Adquisición publicaciones y libros red bibliotecas,118000.0,118000.0,117824.69
231204,3341,48958,Convenio Feria del Libro de Álava,6000.0,6000.0,6000.0
231204,3341,48960,Convenio Feria del Libro viejo,0.0,0.0,0.0
231205,3332,62602,Fondos multimedia mediateca,1500.0,1500.0,1371.66
231205,3332,62901,Adquisición equipos Montehermoso,35000.0,35000.0,34980.02
231210,3392,62800,Adquisición publicaciones y libros,5000.0,5000.0,4997.54
231220,3342,48981,Convenio Teatro Paraíso,35000.0,35000.0,35000.0
231220,3342,48989,Convenio Ortzai,20000.0,20000.0,20000.0
231220,3342,48990,Convenio Baratza Aretoa,10000.0,10000.0,10000.0
231220,3342,62901,Adquisición equipos red de teatros,15000.0,15000.0,14997.95
231901,3231,62501,Mobiliario para escuelas infantiles,10000.0,10000.0,9625.01
231901,3231,62505,Otros enseres escuelas infantiles,5000.0,5000.0,4440.47
231901,3261,48026,Ayuda precio público escuelas infantiles municipales,0.0,0.0,0.0
231902,3261,48001,Actividades extraescolares,54000.0,54000.0,53999.46
231902,3261,48004,Compensación educativa,157352.0,157352.0,156725.0
231902,3261,48108,Subvención transporte de programas,11284.0,11284.0,11284.0
231902,3261,48136,"Convenio Jazzargia ""Ondas de Jazz""",30000.0,30000.0,30000.0
231903,3261,41918,Convenio UPV ciudades educadoras,21000.0,0.0,0.0
231903,3261,43301,Tarjeta de transporte escolar,0.0,0.0,0.0
231903,3261,48010,Subvención AMPAS actividades complementarias y extraescolares,126000.0,126000.0,126000.0
231903,3261,48011,Convenio Denon Eskola,24138.0,30000.0,30000.0
231903,3261,48012,Convenio Federación Fapacne,5862.0,5862.0,5862.0
231903,3261,48175,Actividades asociaciones personas con discapacidad,23000.0,19233.85,19233.85
231903,3271,48114,Subvención Fundación Fernando Buesa,45000.0,45000.0,45000.0
231903,3293,40100,A la UNED,100000.0,100000.0,100000.0
231903,3293,41902,Convenio UPV-cursos dcho. internacional,30000.0,30000.0,30000.0
231903,3293,42105,Consorcio formación profesional,208320.0,257213.15,249929.5
231903,3293,48105,Escuela de artes y oficios,332000.0,332000.0,332000.0
232001,3421,62228,Equipamientos complejos verano,40000.0,40000.0,39919.11
232003,3411,47126,Convenio Triatlon Vitoria-Gasteiz,90000.0,90000.0,90000.0
232003,3411,48115,Convenio Federación alavesa de bolos,5817.07,5817.07,5817.0
232003,3411,48119,Convenio Aspace parálisis cerebral,24587.71,24587.71,24587.71
232003,3411,48133,Convenio con Zuzenak,135000.0,135000.0,128379.06
232003,3411,48141,Convenio Apdema,24759.32,24759.32,24759.32
232003,3411,48142,Convenio Autismo Araba,14442.01,14442.01,14442.01
232003,3411,48927,Subvención Fundacion 5+11-sección futbol,0.0,0.0,0.0
232003,3411,48928,Subvención Fundación 5+11-sección baloncesto,0.0,142700.0,142700.0
232003,3411,48935,Convocatoria general de subvenciones,360000.0,352500.0,347987.84
232003,3411,48937,Subvenciones programa dinamización deportiva de calle,0.0,0.0,0.0
232003,3411,48939,Convocatoria subvención deporte mixto e inclusión,0.0,0.0,0.0
232003,3411,48984,San Silvestre y Media marathon,0.0,0.0,0.0
232004,3421,62300,Material inventariable deporte,30000.0,30000.0,28886.28
232004,3421,62305,Material técnico especifico deporte,60000.0,60000.0,59980.84
231210,3392,62903,Equipamiento Banda Municipal,8000.0,8000.0,14250.0
0110,9123,62800,Adquisición publicaciones,0.0,300.0,246.4
231201,3322,62801,Adquisición fondos Archivo Municipal,3000.0,3000.0,1960.97
0187,9271,14100,Otro personal,0.0,0.0,7050.0
0810,4301,13000,Retribuciones personal laboral fijo,0.0,0.0,12763.16
2310,3301,11000,Retribuciones personal eventual gabinete,0.0,0.0,68202.69
118002,3111,14100,Otro personal,0.0,0.0,39452.44
0821,4331,13000,Retribuciones personal laboral fijo,0.0,0.0,31840.8
0187,9251,22201,"Sistema información ciudadana ""010""",610000.0,0.0,0.0
1620,9212,21107,Reparaciones y suministros de Mantenimiento de EEMM,325000.0,595000.0,523348.85
1620,9212,22727,Contrato mantenimiento instalaciones,700000.0,700000.0,546971.9
0417,9322,14100,Otro personal,0.0,0.0,41059.16
1642,9219,14100,Otro personal,0.0,0.0,34388.37
0160,2381,22711,IV plan para la igualdad,210000.0,210000.0,209931.8
0162,2391,22704,Contrato Azoka Txikia,25000.0,25000.0,24879.03
0181,2361,22642,Plan de convivencia y diversidad,100000.0,100000.0,28054.2
0187,9241,22207,"Transparencia, codigo ético y plataforma rendición de cuentas",61000.0,0.0,0.0
0325,1331,22105,Vestuario agentes OTA,15000.0,15000.0,12344.33
0350,1321,22707,Plan de seguridad vial,35000.0,35000.0,0.0
0410,9331,22631,Tasa AIREF,3000.0,3000.0,4422.93
0823,2411,22794,V Plan de empleo 2017 - aportación municipal,500000.0,0.0,0.0
0825,4221,22779,Apoyo a industria y empresas,30000.0,24000.0,19597.27
0825,4411,22706,Proyectos smart,75000.0,0.0,0.0
0825,9215,22114,Certificaciones energéticas de los edificios municipales,500000.0,48211.33,16000.0
0910,9202,21206,Renovación sistemas de información de presencia (huella),13000.0,0.0,0.0
1115,2324,22784,Contratos servicios de urgencias,494866.92,494866.92,0.0
1115,2325,22759,Monitores talleres,84948.0,74948.0,0.0
1133,2312,22739,Mantenimiento de plantas,3104.34,3104.34,0.0
1510,1701,22205,"Reuniones, conferencias y congresos",10000.0,10000.0,12896.84
1510,1701,22206,Acciones exteriores y colaboraciones internacionales,30000.0,30000.0,0.0
152002,1534,21012,Ejecuciones subsidiarias espacio público,70000.0,20000.0,0.0
152002,1534,21062,Mantenimiento de los firmes y aglomerados,200000.0,184441.48,0.0
152002,1534,21097,Campo fuegos artificiales,3500.0,3500.0,0.0
152002,1534,21211,Homologación y arreglos de escenarios,66000.0,0.0,0.0
152005,1534,21009,Renovación juegos infantiles obsoletos,170000.0,170000.0,0.0
152007,1711,21013,Mantenimiento pasarelas madera,65000.0,58000.0,0.0
152007,1711,21076,Descontaminación mesas fibrocemento viveros,10000.0,10000.0,8350.0
152007,1711,21704,Contrato apertura y cierre instalaciones municipales,35000.0,21000.0,20975.41
152007,1711,22699,Proyecto Life Lutreola,48280.49,48280.49,9181.34
152007,1711,22714,Plan agroalimentario,50000.0,0.0,0.0
152007,1711,22715,Plan de accion del paisaje,52251.0,52251.0,21136.8
152007,1711,22716,Plan director del arbolado,50000.0,50000.0,0.0
1822,9241,22670,Concurso paisaje muralístico Zaramaga,30000.0,90000.0,0.0
231203,3341,22646,Gu ere bertsotan,34000.0,34000.0,30582.0
231204,3341,22671,Estudio configuración Centro Cultural Albert Schommer,10000.0,10000.0,0.0
231210,3392,22737,Actividades navideñas,28000.0,0.0,0.0
231220,3342,22648,"Coproducción escénica, creadores locales",40000.0,40000.0,39976.0
231902,3232,22605,Jornadas,3000.0,3000.0,2894.4
232001,3421,22762,Pista de hielo,15000.0,15000.0,15000.0
232003,3411,22607,Patrocinio Araski,128000.0,110000.0,90909.09
232003,3411,22737,Deporte electrónico,15000.0,0.0,0.0
232003,3411,22768,Servicio de montajes especiales,25000.0,25000.0,31147.65
0110,9213,62800,Adquisición publicaciones y libros,300.0,0.0,0.0
0111,9207,62514,Otros enseres y pequeñas inversiones,5000.0,5000.0,606.21
0160,2381,62208,Emakumeen etxea,100000.0,100000.0,16626.92
0160,2381,62209,Casa de mujeres incluyente,31520.0,0.0,0.0
0171,3351,48064,Convenio Korrika,3465.0,3465.0,3450.0
0171,3351,48997,Convenio Bai Euskarari,23100.0,23100.0,23100.0
0211,1511,60139,Ejecucion obras entorno HUA,115000.0,0.0,0.0
0211,1511,64215,Acuerdo extrajudicial ocupación suelo TGSS,118686.36,118686.36,118686.36
0211,1513,71101,A Ensanche 21 - gastos inmuebles ARICH,30000.0,30000.0,0.0
0214,1502,64516,Gasteiz antzokia,250000.0,150000.0,35999.99
0214,1533,60181,Juegos biosaludables Sansomendi y Lakua,25200.0,25200.0,0.0
0214,3421,60180,Agorespace Sansomendi,50000.0,50000.0,0.0
0214,3421,62256,Frontones en Adurtza y San Ignacio,110000.0,110000.0,3774.6
0214,3421,62257,Frontones Beti Jai,600000.0,600000.0,0.0
0214,9211,62255,Nueva oficina de turismo,100000.0,0.0,0.0
0214,9211,62270,Centro sociocultural de mayores Judimendi-Santalucia,25000.0,25000.0,0.0
0214,9211,62271,Centro sociocultural de mayores San Martín,50000.0,50000.0,0.0
0214,9211,62278,Perrera municipal,100000.0,100000.0,0.0
0214,9211,62297,Rehabilitación edificios municipales Directiva 2012/2017 UE,200000.0,200000.0,0.0
0214,9211,62923,Equipos y servicios en barrios,50000.0,50000.0,0.0
0214,9211,64325,Proyecto aparcamiento en silo,300000.0,300000.0,111498.97
0214,9211,64326,Plan de reactivación del centro urbano,50000.0,50000.0,6794.15
0410,1513,73102,Al Centro de Estudios Ambientales,30000.0,30000.0,23332.3
0410,1513,73112,Al CEA-Proyecto Coronación,50000.0,50000.0,0.0
0410,1513,73310,A Ensanche 21 inversiones barrios de oro,358666.67,358666.67,358666.67
0410,9205,62302,Adquisición de máquina trituradora,38962.0,38962.0,36110.25
0410,9205,62402,Adquisición de camión grúa,112469.5,112469.5,0.0
0410,9211,62298,Inversiones San Martín,200000.0,200000.0,5723.64
0821,4331,48945,Convenio Orkestra,30000.0,0.0,0.0
0821,4331,48994,Convenio Hazia,50000.0,0.0,0.0
0821,4331,48995,Convenio Álava agencia de desarrollo,20000.0,8500.0,0.0
0821,4331,48996,Convenio Arco n1,20000.0,10000.0,10000.0
0822,4312,60930,Inversiones mercados mayoristas,100000.0,0.0,0.0
0822,4314,48968,Convenio Artisau,26000.0,0.0,0.0
0823,2411,48967,Ayudas a la estabilidad de empleo,400000.0,400000.0,392999.99
0824,3361,78100,Subvención obras Catedral Santa María,100000.0,150000.0,150000.0
0824,4314,48901,Convenio City Lab Deusto,18000.0,0.0,0.0
0824,4314,48902,Convenio aniversario Lehendakari Agirre,10000.0,0.0,0.0
0824,4314,48903,Convenio Miniature,15000.0,0.0,0.0
0824,4314,48904,Convenio City wine,20000.0,0.0,0.0
0824,4321,62265,Reforma parking Europa,350000.0,0.0,0.0
0825,4221,62952,Mantenimiento zonas industriales,100000.0,671266.0,59440.13
1111,2301,48190,Convenio Colegio trabajo social,10000.0,10000.0,10000.0
1111,2301,48194,Convenio Colegio de abogados,10000.0,10000.0,8218.96
1120,2311,48120,Convenio Ausarki-información y asesoramiento juridico a la familia,3000.0,3000.0,3000.0
1145,2315,48021,Asoc. padres niños oncohematologicos,5599.2,5599.2,0.0
118002,2315,48027,Convenio asoc. Asajer-videojuegos,29300.0,29300.0,29300.0
118002,2315,48198,Convenio slow food-alimentación hábitos vida saludable,25230.0,25230.0,25230.0
118002,2315,48199,Convenio comisión antisida programa gayen artean,22921.04,22921.04,22921.04
118002,2315,48972,Comisión antisida programa prevención,23000.0,23000.0,23000.0
151101,1722,64319,Mapa radioeléctrico: diseño red de mediadores e instalación,50000.0,50000.0,32304.02
151102,1623,64329,Plan sensibilización ruidos casco medieval,30000.0,55000.0,0.0
151102,1623,64330,Red de control del ruido,30000.0,30000.0,20376.4
151102,1623,64331,Mapa estratégico de ruidos,100000.0,72600.0,47190.0
151102,1722,60907,"Control de calidad agua, aire y suelo",22000.0,22000.0,0.0
151102,1722,64321,Plan de energías renovables,20000.0,20000.0,0.0
151102,1722,64322,Plan de lucha contra el cambio climático,20000.0,20000.0,2290.0
151103,1623,60706,Plan de residuos,80000.0,108000.0,0.0
151103,1623,60711,Adecuacón vertedero Real Decreto 14/81/2001,1.0,20001.0,0.0
152002,1711,60919,Infraestructuras verdes,125000.0,0.0,0.0
152002,4411,71003,Ampliación del tranvia,1139625.0,711525.0,182237.28
152005,1533,60140,Regulación trafico c/Honduras itinerarios ciclistas,97500.0,97500.0,1335.07
152005,1533,60198,Inversiones a determinar vecinos y Plan director espacio público,2200000.0,1935174.4,604640.03
152005,1533,60922,Guardabicis,100000.0,100000.0,100000.0
152005,1533,60923,Carriles bici-bicigorris por el centro,175000.0,175000.0,4952.01
152005,1533,60924,Ampliación de la red de cariles bici,125000.0,125000.0,0.0
152005,1533,61116,Renovación calle Los Molinos,210000.0,449825.6,0.0
152005,1533,61117,Zonas juego Borinbizkarra-Elejalde,140000.0,250000.0,31612.72
152005,1533,61118,Accesibilidad Plaza Constitución,150000.0,150000.0,50985.78
152005,1533,61119,Parkour park,100000.0,100000.0,0.0
152005,1533,61120,Instalación juegos adaptados areas juego infantil,141740.0,141740.0,0.0
152005,1533,64332,Huertos urbanos,120000.0,120000.0,80495.5
152005,1533,64517,Plan reactivación centro urbano Bost enparantza,1200000.0,2000000.0,393645.36
152005,1533,64518,Elaboración proyecto soterramiento América Latina,137500.0,137500.0,0.0
152005,1651,60318,Cableado electrico Abetxuko y Adurza,60000.0,60000.0,0.0
152005,4411,71004,Implantación del BRT,440000.0,0.0,0.0
152007,1711,60317,Obras instalación de riego automático jardines,150000.0,150000.0,20591.77
152007,1711,61122,Memorial víctimas del terrorismo,50000.0,50000.0,0.0
152007,1711,64333,Espacios para perros,15000.0,15000.0,14999.98
1620,3421,62296,Inversiones en campos deportivos,1000000.0,1000000.0,316186.73
1820,3371,62509,Equipamiento Gasteleku,1760360.0,0.0,0.0
1820,9211,62515,Rocódromo,100000.0,100000.0,0.0
1822,9242,48014,Subvención proyecto participación ciudadana,24000.0,24000.0,12203.0
231203,3341,48962,Convenio asociación fotográfica,8000.0,8000.0,8000.0
231203,3342,48978,Convocatoria fomento espectáculos artistas amateurs,30000.0,0.0,0.0
231203,3361,68500,Adquisición esculturas y obras de arte,13400.0,27073.94,21871.66
231203,3381,48024,Convenio con casas regionales,80000.0,53000.0,53000.0
231205,3332,62925,Cultura Eratzen,327000.0,13100.94,0.0
231220,9212,62215,Plan de reforma del teatro principal,30000.0,30000.0,0.0
0180,9271,14100,Otro personal,0.0,0.0,41166.82
0180,9271,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,1254.6
0214,9211,13000,Retribuciones personal laboral fijo,0.0,0.0,39065.18
1310,9313,14100,Otro personal,0.0,0.0,10666.05
0188,9251,22201,"Sistema información ciudadana ""010""",0.0,610000.0,569340.97
0214,9211,62260,CC Zabalgana,0.0,80189.28,80189.28
0214,9211,62265,Rehabilitación y ampliación palacio europa,0.0,4242.85,4242.56
0214,9211,62260,CC Zabalgana,0.0,269082.65,269082.65
152005,1533,60172,Plan director inversiones en espacio publico,0.0,27380.28,27255.65
0171,3351,22780,Plan euskera,0.0,12101.6,12101.6
0214,1513,68201,Intervención propiedad municipal ELM de Gamiz,0.0,18844.03,18844.03
0350,1321,21900,Renovación y reposición de equipos,0.0,5733.19,5733.19
0410,4411,47122,Convenio DFA Parque tecnológico para el transporte de viajeros,0.0,20000.0,12484.88
0410,9271,41801,Udalbiltza,0.0,22000.0,14063.0
0823,2411,22795,Formación,0.0,11170.1,11049.36
0823,2411,47123,Ayudas contratación IV Plan empleo comarcal,0.0,840728.92,840728.92
0823,3411,22607,Patrocinio Copa del Rey de baloncesto,0.0,121000.0,121000.0
0910,9202,22638,Plan formación empleados municipales,0.0,13310.0,11979.0
152005,1533,60133,Inversiones a determinar por los vecinos,0.0,86876.32,86746.09
152005,1651,60115,Mejora alumbrado publico,0.0,334742.62,334551.0
152007,1711,60183,"Adecuación parques, plazas y/o parques",0.0,90128.62,26965.01
152005,4411,64320,Arabatran: estudio proyecto,0.0,60000.0,60000.0
152007,1711,64318,Actuaciones conservación diversidad,0.0,17079.52,16327.44
152005,1331,60195,Mejora elementos seguridad de trafico,0.0,80829.98,80822.94
151102,1711,60920,Infraestructuras verdes,0.0,102844.22,102244.22
152005,1533,60172,Plan director inversiones en espacio público,0.0,79973.27,79972.42
152005,1533,60171,Aparcabicicletas y bicilonjas,0.0,46503.8,41282.5
232003,3411,22735,Programas para jóvenes rumbo al deporte,0.0,4064.0,3952.01
232003,3411,22704,Estudio deporte igualdad,0.0,13612.5,13612.5
231203,3341,22654,Plan estratégico de cultura,0.0,42713.0,42713.0
0410,9207,62900,Reposiciones por siniestros,0.0,28000.0,27888.67
1111,2301,62204,Inversiones en centros y locales,0.0,1051691.45,152138.65
1145,2321,48005,Plan contra la pobreza energética en Vitoria-Gasteiz,0.0,8880.0,4980.0
0188,9241,22207,"Transparencia, código ético y plataforma rendición de cuentas",0.0,61000.0,59055.49
152002,1711,60920,Infraestructuras verdes,0.0,175000.0,0.0
2310,3392,22737,Comparsa gigantes,0.0,28000.0,28232.32
0823,4331,48994,Convenio Hazia,0.0,90000.0,90000.0
0820,4314,48901,Convenio City Lab Deusto,0.0,18000.0,0.0
0821,4314,48902,Convenio aniversario Lehendakari Agirre ,0.0,10000.0,0.0
0822,4314,48903,Convenio Miniature,0.0,0.0,0.0
0822,4314,48904,Convenio City wine,0.0,20000.0,20000.0
0820,4411,22706,Proyecto smart,0.0,27000.0,0.0
0821,4221,47121,Subvención Asociación cluster Eiken: beca Eiken talent day,0.0,0.0,0.0
0820,4331,22796,Plan de calidad,0.0,3000.0,435.6
0820,4314,48164,Colaboración ayudas eventos ciudad,0.0,0.0,0.0
0410,9311,22610,Indemnizaciones expedientes de contratación,0.0,0.0,5979.0
1145,2315,48103,Bono-taxi personas con movilidad reducida,0.0,2370.0,2370.0
0919,9203,62901,Adquisición equipos salud laboral,0.0,3400.0,3339.94
0210,1502,22111,Menaje,0.0,0.0,929.56
9005,9122,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,1254.6
231903,3261,48019,Convenio AMPA Errekabarri,0.0,44000.0,42601.26
0822,4314,22799,Vitoria-Gasteiz Veg friendly,0.0,20000.0,5808.0
231903,3261,22718,Proyectos con la UPV-ciudades educadoras,0.0,21000.0,20487.25
231203,3381,78001,Aportaciones a casas regionales,0.0,27000.0,27000.0
0823,2411,47128,Convenio SEA empleo Araba,0.0,72400.0,72400.0
0820,4314,47127,Convenio Escuela de arte y superior de diseño (EASD/ADGE),0.0,20000.0,0.0
232003,3411,48159,Convenio Araberri,0.0,50000.0,50000.0
0214,3371,68202,Intervención propiedad mpal El Mineral,0.0,54450.01,48782.19
152005,1533,60139,Ejecución obras entorno HUA,0.0,365000.0,0.0
231203,3342,22725,Fomento espectáculos artistas amateurs,0.0,30000.0,27799.99
0130,9201,11000,Retribuciones personal eventual gabinete,0.0,0.0,41363.02
0182,1749,72102,"Subvención a ELM Berrostegieta, Gometxa, Ilarrtza, Hueto Abajo, Jungitu, Martioda y Oreitia",0.0,0.0,0.0
232003,3411,48120,Convenio Fed. Vasca de gimnasia-Euskalgym,0.0,15000.0,15000.0
152002,1651,60712,Sentencia contaminacion vertedero gardelegui,0.0,27000.0,27000.0
232003,3381,48969,Convenio diocesanas escuela hosteleria,0.0,0.0,0.0
232003,3411,22765,Contrato servicios Iradier Arena,0.0,0.0,0.0
118002,3111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,1280.55
0823,2411,22796,Proyecto inserción juvenil Genera 30,0.0,15000.0,9220.2
1620,9212,22604,Sanciones,0.0,6100.0,6100.0
152007,1711,64316,Estrategia y actuaciones conservación diversidad,0.0,27000.0,0.0
152005,1513,71001,Proyecto Coronación,0.0,0.0,0.0
0350,1321,21001,Gastos en seguridad fiestas Virgen Blanca,0.0,2997.07,2997.07
0160,2381,21108,Casa de mujeres incluyente,0.0,31520.0,26510.0
2310,3301,22765,Contrato servicios Iradier Arena,0.0,10000.0,7000.0
0187,9271,62505,Otros enseres,0.0,2502.57,2502.57
0823,2411,48020,Ayudas a la contratación V Plan comarcal,0.0,1050000.0,0.0
0821,4331,47129,Ayudas al desarrollo y producción audiovisual,0.0,100000.0,100000.0
0825,4221,22763,Economía circular,0.0,6000.0,2999.59
1620,4312,60930,Inversiones mercados mayoristas,0.0,89500.0,22039.7
231903,3293,78104,Obras de mejora en la Escuela de artes y oficios,0.0,168000.0,168000.0
0910,9202,62627,Renovación equipos y servicios,0.0,13000.0,0.0
0182,1749,72103,Subvención a la ELM de Oreitia,0.0,15000.0,15000.0
0182,1749,72104,Subvención a la ELM de Gometxa,0.0,16384.32,16384.32
0182,1749,72105,Subvención a la ELM de Jungitu,0.0,12137.52,12137.52
