#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2020ko Hasierako kreditua,g,h
152007,1711,60197,,Infraestructura verde de barrio,150000.0,150000.0,0.0
152007,1711,60197,A,Auzoko azpiegitura berdea,0.0,159.59,0.0
152007,1711,60197,R,Auzoko azpiegitura berdea,0.0,25437.44,0.0
152007,1711,60312,,Urmaelak kloratze sistemak jartzea,50000.0,50000.0,0.0
152007,1711,60610,,Udal haztegi berriaren urbanizazioa,1.0,1.0,0.0
152007,1711,64304,,"Ordainsariak, azterlanak eta proiektuak",50000.0,50000.0,0.0
152007,1711,64304,R,"Ordainsariak, azterlanak eta proiektuak",0.0,14749.9,0.0
152007,1711,64318,R,Dibertsitatea kontserbatzeko azterlanak,0.0,35853.69,0.0
152007,1711,69900,,Landareak erostea,46000.0,46000.0,0.0
152007,1711,69900,R,Landareak erostea,0.0,22779.9,0.0
152007,2381,60609,,Auzoko azpiegitura berdea genero-ikuspegiarekin,100000.0,100000.0,0.0
152007,2411,22100,,GEPO - Mugikortasuna eta espazio publikoa,0.0,17000.0,0.0
1521,1331,12000,,Funtzionarioen oinarrizko ordainsariak,233730.0,233730.0,44304.5
1521,1331,12100,,Funtzionarioen ordainsari osagarriak,293782.0,293782.0,80781.15
1521,1331,14100,,Bestelako langileak,114908.0,114908.0,26015.12
1521,1331,16000,,"Gizarte Segurantza, enpresaren kontura",227060.0,215688.38,56463.65
1521,1331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,11371.62,2962.1
1521,1331,20200,,Aparkalekuak mantendu eta arautzea,233651.98,233651.98,36742.18
1521,1331,21050,,Seinaleztapena onik zaintzea,170000.0,170000.0,14872.03
1521,1331,21050,A,Seinaleztapena onik zaintzea,0.0,28560.14,0.0
1521,1331,21050,R,Seinaleztapena onik zaintzea,0.0,39714.82,0.0
1521,1331,21910,,Trafikoa kontrolatzeko sistema mantentzea,1254255.65,1254255.65,201703.18
1521,1331,22105,,TAO agenteen aldagela,15000.0,15000.0,71.62
1521,1331,60107,,Zirkulazioa kontrolatzeko sistema,15000.0,15000.0,0.0
1521,1331,60143,,Bide segurtasuna hiriaren zabalpenetan,100000.0,100000.0,0.0
1521,1331,62901,,Tresneria erostea,15000.0,15000.0,0.0
1521,1331,62901,R,Tresneria erostea,0.0,7834.99,0.0
1521,1331,64521,,Salburuko super-etxadian trafikoa lasaitzea,150000.0,150000.0,0.0
1521,4413,62701,,BEArako kotxetegiak,600000.0,600000.0,0.0
1522,4413,12000,,Funtzionarioen oinarrizko ordainsariak,185499.0,185499.0,25154.01
1522,4413,12100,,Funtzionarioen ordainsari osagarriak,274664.0,274664.0,58967.72
1522,4413,14100,,Bestelako langileak,142691.0,142691.0,33003.86
1522,4413,16000,,"Gizarte Segurantza, enpresaren kontura",209102.0,198262.26,42819.27
1522,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,10839.74,2212.36
1522,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,90200.0,90200.0,4590.38
1522,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",77520.0,77520.0,223.06
1522,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",19800.0,19800.0,0.0
1522,4413,22104,,Autobus geltokiaren energia-eraginkortasuna,101184.0,101184.0,0.0
1522,4413,22734,,Autobus-geltokiko segurtasuna,54342.68,54342.68,4528.56
1522,4413,22734,R,Autobus-geltokiko segurtasuna,0.0,24318.68,0.0
1522,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",157473.6,157473.6,0.0
1522,4413,62953,,Autobus geltokiko ekipoetarakko inbertsioak,42780.0,42780.0,0.0
1620,3421,62296,,Kirol zelaietako inbertsioak,800000.0,800000.0,0.0
1620,3421,62296,R,Kirol zelaietako inbertsioak,0.0,122040.58,0.0
1620,3422,22148,,Igerilekuak mantentzeko kontratua,1265500.0,1265500.0,210580.25
1620,3422,62926,,Igerilekuetako kontratuetako inbertsioak,353500.0,353500.0,58705.32
1620,9211,62204,,"Inbertsioak, handizkako azokan",530000.0,530000.0,0.0
1620,9211,62204,R,"Inbertsioak, handizkako azokan",0.0,282479.15,0.0
1620,9211,62205,,Zentro eta lokaletako inbertsioak,500000.0,500000.0,0.0
1620,9211,62293,,Udal eraikinetako inbertsioak,700000.0,700000.0,145814.51
1620,9211,62293,R,Udal eraikinetako inbertsioak,0.0,32541.33,0.0
1620,9211,62303,,Makinak erostea,15000.0,15000.0,3624.74
1620,9211,64304,,"Ordainsariak, azterlanak eta proiektuak",15000.0,15000.0,2078.49
1620,9212,21100,,Udal eraikinak onik zaintzea,625000.0,625000.0,68647.62
1620,9212,21107,,Udal eraikinak mantentzeko konponketa eta hornikuntzak,600000.0,600000.0,17079.58
1620,9212,21207,,Ekipoak onik zaindu eta konpontzea,90000.0,90000.0,5245.66
1620,9212,22109,,Garbiketa-produktuak,270000.0,270000.0,24351.04
1620,9212,22111,,Tresnak,40000.0,40000.0,9510.04
1620,9212,22147,,Tentsio baxuko kontratuak,10000.0,10000.0,461.55
1620,9212,22682,,Mantentzeko hornidura txikiak,575000.0,575000.0,75757.01
1620,9212,22727,,Instalazioak mantentzeko kontratua,650000.0,650000.0,79468.48
1620,9214,22146,,Edukiontzi higienikoetarako kontratua,30000.0,30000.0,0.0
1620,9214,22783,,Garbiketa Ataleko kontratuak,5320000.0,5290000.0,248086.21
1620,9215,21200,,Makinak eta instalazioak onik zaintzea,1550000.0,1550000.0,3974.12
1620,9215,22101,,Udal eraikinetako energia elektrikoa,4202500.0,4202500.0,374947.88
1620,9215,22103,,Energia-eraginkortasunerako kontratua,4440000.0,4440000.0,0.0
1620,9215,22149,,Gainerako udal eraikinetako gasa,100000.0,100000.0,31374.24
1620,9215,22751,,Instalazio elektrikoak mantentzeko kontratua,215000.0,215000.0,35833.64
1620,9215,62259,,Instalazio elektrikoetako inbertsio-kontratua ,302500.0,302500.0,50411.62
1620,9215,62303,,Energiaren kudeaketarako ekipoak berritzea,550000.0,550000.0,0.0
1620,9219,12000,,Funtzionarioen oinarrizko ordainsariak,116993.0,116993.0,20294.07
1620,9219,12100,,Funtzionarioen ordainsari osagarriak,135210.0,135210.0,34623.11
1620,9219,14100,,Bestelako langileak,66327.0,66327.0,20998.32
1620,9219,16000,,"Gizarte Segurantza, enpresaren kontura",98518.0,96212.66,28164.85
1620,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,2305.34,484.62
1630,9219,12000,,Funtzionarioen oinarrizko ordainsariak,2981339.0,2981339.0,494246.88
1630,9219,12100,,Funtzionarioen ordainsari osagarriak,3765461.0,3765461.0,977438.23
1630,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,23972.0,23972.0,0.0
1630,9219,14100,,Bestelako langileak,2501287.0,2501287.0,494204.96
1630,9219,16000,,"Gizarte Segurantza, enpresaren kontura",3456909.0,3313325.84,791541.86
1630,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,143583.16,32289.93
1641,9219,12000,,Funtzionarioen oinarrizko ordainsariak,92832.0,92832.0,15156.12
1641,9219,12100,,Funtzionarioen ordainsari osagarriak,106083.0,106083.0,24454.56
1641,9219,14100,,Bestelako langileak,10257.0,10257.0,0.0
1641,9219,16000,,"Gizarte Segurantza, enpresaren kontura",67158.0,65077.39,13558.61
1641,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,2080.61,532.44
1642,9219,12000,,Funtzionarioen oinarrizko ordainsariak,70481.0,70481.0,10495.27
1642,9219,12100,,Funtzionarioen ordainsari osagarriak,89031.0,89031.0,19943.04
1642,9219,14100,,Bestelako langileak,2428.0,2428.0,7186.83
1642,9219,16000,,"Gizarte Segurantza, enpresaren kontura",49480.0,49480.0,15615.27
1643,9219,12000,,Funtzionarioen oinarrizko ordainsariak,24276.0,24276.0,4141.26
1643,9219,12100,,Funtzionarioen ordainsari osagarriak,33629.0,33629.0,8322.36
1643,9219,16000,,"Gizarte Segurantza, enpresaren kontura",12884.0,12884.0,3156.36
1644,9219,12000,,Funtzionarioen oinarrizko ordainsariak,849728.0,849728.0,148804.92
1644,9219,12100,,Funtzionarioen ordainsari osagarriak,1166861.0,1166861.0,335449.8
1644,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,107964.0,107964.0,17331.39
1644,9219,14100,,Bestelako langileak,659788.0,659788.0,134817.89
1644,9219,16000,,"Gizarte Segurantza, enpresaren kontura",1023744.0,972600.36,246352.76
1644,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,51143.64,17855.78
1810,3401,11000,,Retribuciones personal eventual gabinete,84206.0,84206.0,18138.39
1810,3401,16000,,"Gizarte Segurantza, enpresaren kontura",14360.0,12809.15,3138.03
1810,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,1550.85,326.01
1815,3401,12000,,Funtzionarioen oinarrizko ordainsariak,213220.0,213220.0,38480.54
1815,3401,12100,,Funtzionarioen ordainsari osagarriak,260535.0,260535.0,67449.06
1815,3401,14100,,Bestelako langileak,27420.0,27420.0,0.0
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",152983.0,144894.54,34992.65
1815,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,8088.46,1601.6
1820,1533,60133,,Gasteiz hobetuz,600000.0,0.0,0.0
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2321751.0,2321751.0,378971.88
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3253289.0,3253289.0,802480.81
1820,3371,14100,,Bestelako langileak,1817576.0,1817576.0,407558.18
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2532788.0,2434754.4,538599.85
1820,3371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,98033.6,20727.04
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa ,12000.0,12000.0,1262.79
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea ,25000.0,25000.0,499.92
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak ,20000.0,20000.0,8212.02
1820,3371,22663,,Eguberrietako haur parkea,100000.0,100000.0,0.0
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.24,12020.24,12020.24
1820,3371,22709,,Udako jolasak,100000.0,100000.0,0.0
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,1915620.0,1915620.0,317336.12
1820,3371,22767,,Zonako lantaldeen programak,100000.0,100000.0,9289.64
1820,3371,62505,,Bestelako tresnak,10000.0,10000.0,148.1
1820,3381,22701,,Jaietako eszenatokiak jartzea auzoetan,55000.0,0.0,0.0
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,200000.0,200000.0,2501.2
1820,9242,48988,,Hitzarmena: San Martin auzo-elkartea,100000.0,100000.0,100000.0
1822,1533,60133,,Gasteiz hobetuz,0.0,600000.0,0.0
1822,3381,22701,,Jaietako eszenatokiak jartzea auzoetan,0.0,55000.0,0.0
1822,9241,12000,,Funtzionarioen oinarrizko ordainsariak,81899.0,81899.0,14299.98
1822,9241,12100,,Funtzionarioen ordainsari osagarriak,103839.0,103839.0,25422.71
1822,9241,14100,,Bestelako langileak,60134.0,60134.0,17928.09
1822,9241,16000,,"Gizarte Segurantza, enpresaren kontura",69516.0,67797.24,18504.07
1822,9241,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,1718.76,266.22
1822,9241,22670,,Paisaia-muralak margotzeko lehiaketa,60000.0,60000.0,0.0
1822,9241,22696,,Aurrekontu partizipatiboen prozesua,42000.0,42000.0,0.0
1822,9241,22698,,Herritar-kontsultak,15000.0,15000.0,0.0
1822,9241,22699,,Herritarren parte-hartzeko beste hainbat gastu,2500.0,2500.0,1027.63
1822,9241,22732,,Zerbitzuak emateko kontratuak,135000.0,135000.0,35663.74
1822,9241,22799,,Herritarren parte-hartzeko beste hainbat kanpo-lan,40000.0,40000.0,5699.44
1822,9241,22799,A,Herritarren parte-hartzeko beste hainbat kanpo-lan,0.0,6000.0,0.0
1822,9241,22799,R,Herritarren parte-hartzeko beste hainbat kanpo-lan,0.0,18000.0,0.0
1822,9241,62505,,Bestelako tresnak,7000.0,7000.0,0.0
1822,9242,48014,,Diru-laguntza: herritarren partaidetzarako proiektua,24000.0,24000.0,0.0
1822,9242,48954,,Auzo-elkarteentzako diru-laguntzak,180000.0,180000.0,0.0
1825,9204,12000,,Funtzionarioen oinarrizko ordainsariak,647729.0,647729.0,110522.4
1825,9204,12100,,Funtzionarioen ordainsari osagarriak,799578.0,799578.0,195656.2
1825,9204,14100,,Bestelako langileak,221773.0,221773.0,42799.37
1825,9204,16000,,"Gizarte Segurantza, enpresaren kontura",522772.0,490758.08,120885.51
1825,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,32013.92,8182.94
1825,9251,22201,,Herritarrei argibideak emateko sistema (010),610000.0,610000.0,93938.72
1825,9251,22707,,Azterlanak eta lan teknikoak,61000.0,61000.0,0.0
1825,9251,22747,,Banagailu elektronikok,64500.0,64500.0,0.0
2310,3301,11000,,Retribuciones personal eventual gabinete,78382.0,78382.0,17257.83
2310,3301,16000,,"Gizarte Segurantza, enpresaren kontura",24256.0,24256.0,3834.11
2310,3301,22765,,Iradier Arenako zerbitzu-kontratua,18000.0,18000.0,4235.0
2310,3392,22737,R,Erraldoiek konpartsak,0.0,4700.0,0.0
2311,3291,43101,,Luis Aranburu Musika Eskolari,700910.08,700910.08,141000.0
2311,3291,73101,,"Ekarpena, Luis Aranburu Musika Eskolari",19500.0,19500.0,0.0
2311,3292,43103,,Jose Uruñuela Dantza Kontserbatorioari,560382.15,560382.15,112000.0
2311,3292,73103,,"Ekarpena, Jose Uruñuela Dantza Kontserbatorioari",5931.46,5931.46,0.0
2311,3301,12000,,Funtzionarioen oinarrizko ordainsariak,302893.0,302893.0,42772.92
2311,3301,12100,,Funtzionarioen ordainsari osagarriak,367715.0,367715.0,74439.31
2311,3301,13000,,Lan-kontratudun langile finkoen ordainsariak,63820.0,63820.0,0.0
2311,3301,14100,,Bestelako langileak,123814.0,123814.0,19242.17
2311,3301,16000,,"Gizarte Segurantza, enpresaren kontura",281812.0,267926.67,46958.31
2311,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,13885.33,2184.0
2311,3301,21208,,Ikus-entzunezko ekipoak konpontzea,800.0,800.0,0.0
2311,3301,22111,,Tresna eta lanabesak,400.0,400.0,386.67
2311,3301,62501,,Altzariak,1000.0,1000.0,0.0
2311,3301,62901,,Kultur ekintzarako ekipoak erostea,10000.0,10000.0,52.04
2311,3341,48975,,Museo artium,100000.0,100000.0,0.0
231201,3322,12000,,Funtzionarioen oinarrizko ordainsariak,235314.0,235314.0,44017.36
231201,3322,12100,,Funtzionarioen ordainsari osagarriak,264194.0,264194.0,66188.37
231201,3322,14100,,Bestelako langileak,33214.0,33214.0,0.0
231201,3322,16000,,"Gizarte Segurantza, enpresaren kontura",150661.0,146933.92,34764.64
231201,3322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,3727.08,798.66
231201,3322,22699,,Artxiboko kontserbazio-gastu materialak,6800.0,6800.0,0.0
231201,3322,22752,,Udal artxiboko kontratuak,70000.0,70000.0,0.0
231201,3322,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,20443.0,20443.0,0.0
231201,3322,62801,,Udal Artxiborako funtsak erostea,3000.0,3000.0,0.0
231202,3391,12000,,Funtzionarioen oinarrizko ordainsariak,259468.0,259468.0,43739.32
231202,3391,12100,,Funtzionarioen ordainsari osagarriak,350880.0,350880.0,87720.45
231202,3391,14100,,Bestelako langileak,105463.0,105463.0,23580.11
231202,3391,16000,,"Gizarte Segurantza, enpresaren kontura",212090.0,202894.39,51148.08
231202,3391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,9195.61,1933.05
231202,3391,22624,,Folklore akademiako programazio-gastuak,30000.0,30000.0,1411.74
231202,3391,22625,,Folklore Akademiaren musika-udalekuak,65000.0,65000.0,0.0
231202,3391,22757,,Folklore Akademiako zerbitzu-enpresak,35000.0,35000.0,1921.68
231202,3391,62914,,Folklore Akademiako ekipamendua,7000.0,7000.0,1174.93
231203,3301,20103,,Alokairuak,50000.0,50000.0,14033.13
231203,3321,22649,,Udalaren liburutegi sarearen programa,55000.0,55000.0,5929.66
231203,3341,22635,,Azkena Rock jaialdia,270000.0,270000.0,0.0
231203,3341,22652,,Beste kultura-jarduera batzuk - dantzaldiak,58000.0,58000.0,3872.0
231203,3341,22653,,Kultura-zabalkundea,85000.0,85000.0,0.0
231203,3341,22654,,Kultura Plan Estrategikoa,90000.0,90000.0,5076.12
231203,3341,22733,,Espazio publikoetako kultura-programak,180000.0,180000.0,0.0
231203,3341,22756,,Kultur Ekintzen Zerbitzua,180000.0,180000.0,8839.36
231203,3341,22756,R,Kultur Ekintzen Zerbitzua,0.0,5656.66,0.0
231203,3341,41921,,"Hitzarmena: EHU, Cortada jaialdia",10000.0,10000.0,0.0
231203,3341,48917,,Hitzarmena Magialdiarekin,88000.0,88000.0,0.0
231203,3341,48929,,Deialdia: Jazzaldia,136000.0,136000.0,0.0
231203,3341,48933,,Kultur proiektuetarako diru-laguntza deialdia,200000.0,200000.0,0.0
231203,3341,48939,,Valentín de Foronda patronatua,12000.0,12000.0,0.0
231203,3341,48961,,Hitzarmena: World Press Photo,43000.0,43000.0,0.0
231203,3341,48962,,Hitzarmena: argazkigintza-elkartea,8000.0,8000.0,0.0
231203,3341,48970,,Hitzarmena: Arabako Bertsozale Elkartea,14000.0,14000.0,0.0
231203,3341,48971,,Hitzarmena Arabako Dantzarien Biltzarrarekin,8000.0,8000.0,0.0
231203,3342,22725,,Artista amateurren ikuskizunak sustatzea,15000.0,15000.0,0.0
231203,3361,68500,,Eskultura eta artelanak erostea,6300.0,6300.0,1500.0
231203,3361,68503,,Artelanak zaindu eta zaharberritzeko plana,30000.0,30000.0,0.0
231203,3361,78100,,Diru-laguntza: Santa Maria katedraleko obrak,150000.0,150000.0,0.0
231203,3381,12000,,Funtzionarioen oinarrizko ordainsariak,136378.0,136378.0,21961.3
231203,3381,12100,,Funtzionarioen ordainsari osagarriak,184729.0,184729.0,44289.86
231203,3381,14100,,Bestelako langileak,87836.0,87836.0,19279.04
231203,3381,16000,,"Gizarte Segurantza, enpresaren kontura",114167.0,109328.75,26532.0
231203,3381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,4838.25,1962.93
231203,3381,22643,,"Erraldoiak, harmailak eta jaiotza konpontzea",15000.0,15000.0,0.0
231203,3381,22646,,Gu ere bertsotan,43000.0,43000.0,11340.0
231203,3381,22660,,Inauteriak,40000.0,40000.0,19073.72
231203,3381,22661,,Andre Maria Zuriaren jaiak,760000.0,760000.0,0.0
231203,3381,22662,,Olarizu,12000.0,12000.0,0.0
231203,3381,22663,,Eguberri eta erregetako kanpaina,185000.0,185000.0,1285.37
231203,3381,22664,,San Anton eta Santa Ageda jaiak,13000.0,13000.0,12106.65
231203,3381,22701,,Jaietako eszenatokiak jartzea eta beste ekitaldiak,150000.0,150000.0,5324.0
231203,3381,48024,,Hitzarmena erregioen etxeekin,55000.0,55000.0,0.0
231203,3381,48910,,Hitzarmena: Blusen eta nesken batzordea,87000.0,87000.0,0.0
231203,3381,48922,,Inauterietako konpartsentzako deialdia,85000.0,85000.0,63944.8
231203,3381,48969,,Hitzarmena Urrezko Zeledoien Elkartearekin,7000.0,7700.0,0.0
231203,3381,78001,,Ekarpena: lurralde etxeak,38000.0,38000.0,0.0
231203,3392,22737,,Eguberrietako jarduerak,47000.0,47000.0,0.0
231204,3321,22749,,Liburutegi sareko kontratuak,1773000.0,1773000.0,287489.53
231204,3321,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,123000.0,123000.0,20747.06
231204,3341,12000,,Funtzionarioen oinarrizko ordainsariak,236433.0,236433.0,36773.91
231204,3341,12100,,Funtzionarioen ordainsari osagarriak,250754.0,250754.0,55097.55
231204,3341,14100,,Bestelako langileak,149165.0,149165.0,48975.87
231204,3341,16000,,"Gizarte Segurantza, enpresaren kontura",194889.0,183038.6,49760.39
231204,3341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,11850.4,2662.2
231204,3341,22607,,Gizarte-etxeetako kanpainen zabalkundea,15000.0,15000.0,4091.36
231204,3341,22636,,Gizarte-etxeetako kultura-ikastaroak,646000.0,646000.0,124451.44
231204,3341,22647,,Gizarte-etxeetako kanpainak,75000.0,75000.0,1081.28
231204,3341,48958,,Hitzarmena: Arabako liburu-saltzaileen elkartea,35000.0,35000.0,0.0
231205,3332,12000,,Funtzionarioen oinarrizko ordainsariak,75051.0,75051.0,11252.12
231205,3332,12100,,Funtzionarioen ordainsari osagarriak,87133.0,87133.0,21566.54
231205,3332,14100,,Bestelako langileak,0.0,0.0,3107.67
231205,3332,16000,,"Gizarte Segurantza, enpresaren kontura",46476.0,44170.66,11911.82
231205,3332,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,2305.34,532.44
231205,3332,22622,,Montehermoso Kulturuneko programak,120000.0,120000.0,3867.05
231205,3332,22751,,Montehermosoko zerbitzu-kontratuak,160000.0,160000.0,14724.95
231205,3332,22751,R,Montehermosoko zerbitzu-kontratuak,0.0,14568.35,0.0
231205,3332,22753,,Montehermosoko kultur programazioa - Euskararen etxea,265000.0,265000.0,34646.3
231205,3332,62602,,Mediatekarako multimedia funtsak,2500.0,2500.0,0.0
231205,3332,62901,,"Ekipoak erostea, Antzoki Sarea",50000.0,50000.0,54.46
231210,3392,12000,,Funtzionarioen oinarrizko ordainsariak,547084.0,547084.0,92959.34
231210,3392,12100,,Funtzionarioen ordainsari osagarriak,670064.0,670064.0,157231.35
231210,3392,14100,,Bestelako langileak,167888.0,167888.0,38911.51
231210,3392,16000,,"Gizarte Segurantza, enpresaren kontura",400889.0,380638.23,89213.08
231210,3392,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,20250.77,4816.18
231210,3392,21207,,Musika Bandako ekipoak konpontzea eta mantentzea,20000.0,20000.0,3343.55
231210,3392,22692,,Musika Banda - kolaborazioak,17000.0,17000.0,790.0
231210,3392,22699,,Musika Bandaren programazio gastuak,45000.0,45000.0,620.73
231210,3392,22699,R,Musika Bandaren programazio gastuak,0.0,1436.4,0.0
231210,3392,22732,,Zerbitzuak emateko kontratuak - Musika Banda,15000.0,15000.0,729.24
231210,3392,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,5000.0,5000.0,0.0
231210,3392,62903,,Musika bandarako ekipamendua,15000.0,15000.0,0.0
231220,3342,12000,,Funtzionarioen oinarrizko ordainsariak,225109.0,225109.0,38748.53
231220,3342,12100,,Funtzionarioen ordainsari osagarriak,296905.0,296905.0,71107.0
231220,3342,14100,,Bestelako langileak,39890.0,39890.0,4184.4
231220,3342,16000,,"Gizarte Segurantza, enpresaren kontura",171295.0,166615.07,38259.78
231220,3342,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,4679.93,1139.82
231220,3342,22603,,Antzoki Sarearen publizitate berezia,12000.0,12000.0,2142.54
231220,3342,22627,,Antzoki Sareko ikuskizun eta jaialdiak,660000.0,660000.0,129071.58
231220,3342,22628,,"Ikuskizunak, biran",840000.0,840000.0,63053.01
231220,3342,22648,,"Koprodukzio eszenikoa, sortzaile lokalak",40000.0,40000.0,5445.0
231220,3342,22732,,Zerbitzuak emateko kontratuak ,270000.0,270000.0,64318.93
231220,3342,22732,R,Zerbitzuak emateko kontratuak ,0.0,10479.33,0.0
231220,3342,48981,,Hitzarmena Teatro Paraisorekin,45000.0,45000.0,0.0
231220,3342,48989,,Hitzarmena Ortzairekin,20000.0,20000.0,0.0
231220,3342,48990,,Hitzarmena Baratza Aretoarekin,20000.0,20000.0,0.0
231220,3342,62901,,Kultur ekintzarako ekipoak erostea,20600.0,20600.0,0.0
231901,3201,12000,,Funtzionarioen oinarrizko ordainsariak,1474846.0,1474846.0,269482.04
231901,3201,12100,,Funtzionarioen ordainsari osagarriak,1605033.0,1605033.0,414005.48
231901,3201,14100,,Bestelako langileak,577042.0,577042.0,97647.65
231901,3201,16000,,"Gizarte Segurantza, enpresaren kontura",1162878.0,1113903.04,277979.79
231901,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,48974.96,10906.37
231901,3231,22106,,Elikagaiak - Haur Eskolak,82000.0,82000.0,5650.26
231901,3231,22115,,Material didaktiko suntsikorra - hezkuntza,20000.0,20000.0,438.5
231901,3231,22199,,Bestelako hainbat hornikuntza eta gastu - hezkuntza,12000.0,12000.0,2150.0
231901,3231,22786,,Haur eskoletako bazkari-zerbitzua,51500.0,51500.0,9013.37
231901,3231,62501,,Haur eskoletako altzariak,10000.0,10000.0,0.0
231901,3231,62505,,Haur-eskoletako bestelako tresnak,10000.0,10000.0,0.0
231901,3232,22659,,Hezkuntza programak,378766.15,396766.15,89541.38
231901,3232,22787,,Udaleko Eskola Kontseilua,3000.0,3000.0,197.33
231901,3261,22300,,Hezkuntzako garraioa,3000.0,3000.0,718.88
231902,3201,12000,,Funtzionarioen oinarrizko ordainsariak,153004.0,153004.0,21044.73
231902,3201,12100,,Funtzionarioen ordainsari osagarriak,169940.0,169940.0,32218.25
231902,3201,14100,,Bestelako langileak,17705.0,17705.0,5243.16
231902,3201,16000,,"Gizarte Segurantza, enpresaren kontura",92504.0,86443.11,16690.59
231902,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,6060.89,1418.77
231902,3201,20200,,Makineria eta instalazioak alokatzea - hezkuntza,217.0,217.0,0.0
231902,3201,22115,,Berariazko material teknikoa - hezkuntza,12000.0,12000.0,1010.62
231902,3201,22603,,Haur-eskolen kanpainaren eta udako programaren zabalkundea,7378.0,7378.0,2420.37
231902,3232,22605,,Jardunaldiak,15000.0,15000.0,513.69
231902,3232,22624,,Hezkuntza-konpentsazioaren arloko programa,80000.0,80000.0,358.6
231902,3232,22695,,Guraso Elkarteen dinamizazioa,40000.0,40000.0,0.0
231902,3232,22780,,Opor-programa hezkuntza,294000.0,294000.0,0.0
231902,3261,48001,,"Guraso-elkarteentzako diru-laguntzak, opor jarduerak",54000.0,54000.0,0.0
231902,3261,48004,,Hezkuntza konpentsazioa,165000.0,165000.0,0.0
231902,3261,48108,,Diru-laguntzak: Hezkuntza programetarako garraioa,15000.0,15000.0,0.0
231902,3261,48136,,Hitzarmena: Jazzargia “Ondas de Jazz”,30000.0,30000.0,0.0
231903,3201,12000,,Funtzionarioen oinarrizko ordainsariak,70379.0,70379.0,12809.57
231903,3201,12100,,Funtzionarioen ordainsari osagarriak,72835.0,72835.0,18091.89
231903,3201,16000,,"Gizarte Segurantza, enpresaren kontura",40180.0,37647.09,8816.13
231903,3201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,2532.91,532.44
231903,3261,22302,,Iruña Okako epaiak,3500.0,3500.0,0.0
231903,3261,48010,,Diru-laguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,135000.0,135000.0,0.0
231903,3261,48011,,Hitzarmena: Denon Eskola,30000.0,30000.0,0.0
231903,3261,48012,,Hitzarmena: Fapacne federazioa,5862.0,5862.0,0.0
231903,3261,48019,,Hitzarmena: Errekabarri guraso-elkartea,18000.0,0.0,0.0
231903,3261,48175,,Ezintasunak dituztenen elkarteen jarduerak,20000.0,20000.0,0.0
231903,3271,48114,,Diru laguntza: Fernando Buesa Fundazioa,45000.0,45000.0,45000.0
231903,3291,41918,,Hitzarmena EHUrekin - hiri hezitzaileak,25000.0,25000.0,0.0
231903,3291,41919,,"Hitzarmena EHUREKIN - udako ikastaroa, hezkuntza",9000.0,9000.0,0.0
