#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado,i,j
152002,1533,60116,R,Reformas y asfaltados integrales,0,567754.78,535509.6,,
152002,1533,60117,,Reformas integrales juegos infantiles,400000,400000,0,,
152002,1533,60117,R,Reformas integrales juegos infantiles,0,164512.93,0,,
152002,1533,60118,A,Eu-peatonalizacion y mejora accesibilidad en el area de aldabe,0,353410.95,135608.62,,
152002,1533,60119,,Sentencia 304/2022,0,68676.58,0,,
152002,1533,60129,R,Red principal de ciclistas,0,188728.03,150128.98,,
152002,1533,60131,,Eu - extensión red ciclable,0,95561.32,0,,
152002,1533,60131,A,Eu - extensión de red ciclable,0,1764716.27,883763.95,,
152002,1533,60169,A,Eu-ampliación del centro de movilidad eléctrica,0,53633.25,40656,,
152002,1533,60171,,Aparcabicicletas y bicilonjas,75000,75000,0,,
152002,1533,60171,A,Aparcabicicletas y bicilonjas,0,26953.68,0,,
152002,1533,60171,R,Aparcabicicletas y bicilonjas,0,74998.06,74998.06,,
152002,1533,60172,,Eu red de aparcamientos seguros de bicicletas,0,1345.52,0,,
152002,1533,60172,A,Eu-red aparcamientos seguros bicicletas,0,153000,153000,,
152002,1533,60172,R,Eu-red aparcamientos seguros bicicletas,0,29760.54,28276.07,,29621.59
152002,1533,60191,A,Eu-embellecimiento calles casco medieval y ensanche,0,92591.66,92574.98,,
152002,1533,60195,,Eu renovación y sustitución de las señales direccionales,0,63877.1,0,,
152002,1533,60198,,Plan director de barrios,3775000,3461838.45,70205.43,,
152002,1533,60198,A,Plan director de inversiones de espacio público,0,20.69,0,,
152002,1533,60198,R,Plan director de inversiones de espacio público,0,1306597.34,516762.9,,
152002,1533,60199,A,Eu- reforma de la calle los herran,0,7291480.07,2763204.68,,
152002,1533,60199,R,Eu- reforma de los herran,0,1578457.84,0,,
152002,1533,60201,,Reforma y rehabilitación caños casco viejo,50000,50000,520.91,,
152002,1533,60201,R,Reforma y rehabilitación caños casco viejo,0,48158.13,48158.07,,
152002,1533,60204,,Eu - mejora de los caños como recurso turístico,0,5809.6,0,,
152002,1533,60299,,Eu-rehabilitación caño lamiak pstd (fase ii),0,213197.35,0,,
152002,1533,60506,A,Parking ariznavarra,0,670.15,0,,
152002,1533,60907,,Vitoria-gasteiz green mobility next,70000,70000,0,,
152002,1533,60922,,Guardabicis,60000,60000,0,,
152002,1533,61121,,Segunda y tercera fase entorno memorial,0,161878.28,161878.28,,
152002,1533,62704,A,Eu - hub micrologistico reparto sostenible ultima milla,0,839518.38,0,,
152002,1533,64304,,"Honorarios,estudios y proyectos",30000,30000,2783,,
152002,1533,64517,,Plan reactivacion centro urbano bost enparantza,0,44746.86,44746.86,,
152002,1533,64517,R,Eu-plan reactivacion centro urbano bost enparantza,0,156727.74,156727.74,,
152002,1534,12000,,Retribuciones basicas de funcionarios,1165104.42,1165104.42,835275.18,,
152002,1534,12100,,Retribuciones complementarias funcionarios,1657312,1657312,1288147.55,,
152002,1534,14100,,Otro personal,554715,554715,682867.6,,
152002,1534,16000,,Seguridad social a cargo del ayuntamiento,1230344,1230344,1063801.08,,
152002,1534,16500,,Cuotas elkarkidetza a cargo ayuntamiento,50160,50160,40545.82,,
152002,1534,20200,,Arrendamiento de maquinaria e instalaciones,80000,80000,55358.16,,
152002,1534,21002,,Inversiones bais,1644533.82,1644533.82,718964.95,,
152002,1534,21002,R,Inversiones bais,0,72544.64,71071.65,,
152002,1534,21004,,Actuaciones subsidiarias via pública,12000,12000,10114.72,,
152002,1534,21008,,B.a.i juegos infantiles,250000,250000,105035.89,,
152002,1534,21008,R,B.a.i juegos infantiles,0,23688.86,23688.86,,
152002,1534,21060,,Conservacion de vias publicas y firmes,475000,475000,436601.61,,
152002,1534,21060,R,Conservacion de vias publicas y firmes,0,62363.01,51287.03,,
152002,1534,21062,,Mantenimiento de los firmes y aglomerados,400000,400000,0,,
152002,1534,21062,R,Mantenimiento de los firmes y aglomerados,0,34275.55,34275.52,,
152002,1534,21701,,Conservacion mobiliario urbano,250000,300000,677.6,,
152002,1534,21703,,Contrato mantenimiento de rampas,91000,91000,44743.32,,
152002,1534,21703,A,Contrato mantenimiento de rampas,0,7443.79,7443.79,,
152002,1534,21706,,Mantenimiento limpieza fuentes,225000,225000,84269.34,,
152002,1534,21706,A,Mantenimiento y limpieza de fuentes,0,3663.94,3663.94,,
152002,1534,22111,,Menaje,40000,40000,26185.67,,
152002,1534,22710,,Gestión aparcabicis seguros,113098.54,113098.54,13605.24,,
152002,1534,22710,R,Gestión aparcabicis seguros,0,74777.11,41614.32,,
152002,1534,22722,,Contratos mantenimiento w.c.publicos,115000,115000,63207.92,,
152002,1534,22722,R,Contratos mantenimiento w.c.publicos,0,4593.33,4593.33,,
152002,1641,22111,,Menaje,15000,15000,17323.29,,
152002,1641,22140,,Gastos especificos cementerios,115000,115000,141974.37,,
152002,1641,22140,R,Gastos especificos cementerios,0,6639.51,0,,
152002,1641,22715,,Recogidas selectivas de residuos en cementerios,8000,8000,2849.42,,
152002,1641,60105,,Obras en cementerios. construcciones nichos y panteones,700000,700000,0,,
152002,1641,60105,R,Obras en cementerios. construcciones nichos y panteones,0,197.43,197.43,,
152002,1641,60107,,Obras en cementerios,0,0,0,,
152002,1641,60107,A,Obras en cementerios,0,14282.74,2097.34,,
152002,1641,60107,R,Obras en cementerios,0,414222.05,131938.08,,
152002,1641,62313,,Compra maquinaria cementerios,200000,200000,0,,
152002,1651,21006,,Brigadas accion inmediata para alumbrado,416000,416000,0,,
152002,1651,22101,,Suministro energia electrica espacio publico y medio natural,6000000,6000000,1681392.93,,
152002,1651,22101,R,Suministro energia electrica espacio publico y medio natural,0,3031786.38,1423080.1,,
152002,1651,22130,,Conservacion general del alumbrado publico,375000,375000,196055.25,,
152002,1651,22130,R,Conservacion general del alumbrado publico,0,13260,7260,,
152002,1651,22704,,Umbra light festival,76000,76000,0,,
152002,1651,60115,,Mejora alumbrado público,900000,900000,0,,
152002,1651,60115,A,Mejora alumbrado público,0,2829.79,0,,
152002,1651,60115,R,Mejora alumbrado público,0,283360.7,280675.77,,
152002,1711,64522,,Supermanzanas y movilidad ciclista,225000,225000,0,,
152002,2381,60607,,Perspectiva genero en alumbrado público,75000,75000,0,,
152002,2381,60607,R,Perspectiva genero en alumbrado público,0,75000,44046.95,,
152002,4332,48105,A,Convenio idarte,0,5000,0,,
152002,4411,21705,,Mantenimiento autobuses eléctricos,181500,181500,180443.62,,
152002,4411,47122,,Convenio dfa parque tecnologico para el tpte de viajeros,35000,35000,0,,
152002,4411,71006,,Certificación final tranvía salburua,0,165698.68,165698.68,,
152002,4411,71007,,Tranvia zabalgana,100000,100000,0,,
152002,4412,77000,R,Subvención adquisición taxis electricos,0,30000,30000,,
152002,9210,60206,,Eu mirador muralla pstd fii,0,13802.65,0,,
152002,9210,60206,R,Eu mirador muralla pstd fii,0,75000,0,,
152005,4411,69200,A,Implantación bei- bea,0,151757.02,0,,
152007,1711,12000,,Retribuciones basicas de funcionarios,896257.24,896257.24,546634.13,,
152007,1711,12100,,Retribuciones complementarias funcionarios,1241610,1241610,850110.15,,
152007,1711,14100,,Otro personal,227106,227106,146247.72,,
152007,1711,16000,,Seguridad social a cargo del ayuntamiento,897446,897446,622213.14,,
152007,1711,16500,,Cuotas elkarkidetza a cargo ayuntamiento,32211,32211,20515.3,,
152007,1711,20200,,Arrendamiento de maquinaria e instalaciones,135000,165000,38477.17,,
152007,1711,20200,R,Arrendamiento de maquinaria e instalaciones,0,22499.93,10591.97,,
152007,1711,21014,,Alcorques,280000,280000,164732.12,,
152007,1711,21014,R,Alcorques,0,32946.42,32946.42,,
152007,1711,21015,A,Traslado provisional de vivero,0,190.67,0,,
152007,1711,21016,,Adquisición de plantas,65000,100000,35623.11,,
152007,1711,21071,,Conservacion municipal de zonas verdes publicas,300000,300000,79797,,
152007,1711,21072,,Conservacion de jardineras,8000,8000,499.38,,
152007,1711,21200,,Mantenimiento maquinaria e instalaciones,80000,80000,30093.16,,
152007,1711,21704,,Contrato apertura y cierre instalaciones municipales,25000,25000,20842.07,,
152007,1711,21704,R,Contrato apertura y cierre instalaciones municipales,0,1242.37,1242.37,,
152007,1711,22111,,Menaje,30000,30000,19132.89,,
152007,1711,22711,,Conservación zonas verdes,4332517.82,4992226.43,3659230.79,,
152007,1711,22711,R,Conservación zonas verdes,0,7966.63,0,,
152007,1711,22712,,Conservación fachada europa,35000,0,0,,
152007,1711,22716,,Plan director del arbolado,50000,0,0,,
152007,1711,22740,,Mantenimiento caños casco viejo,30000,0,0,,
152007,1711,60101,R,Eu-  reforma plaza maria sarmiento y mejora parking de lakua,0,919404.59,519532.94,,
152007,1711,60196,,Plan gestion arbolado barrios,300000,300000,0,,
152007,1711,60196,A,Plan gestion arbolado barrios,0,146939.8,111172.53,,
152007,1711,60196,R,Plan gestion arbolado barrios,0,300924.71,64478.31,,
152007,1711,60197,,Infraestructura verde de barrio,75000,75000,0,,
152007,1711,60197,A,Infraestructura verde de barrio,0,7588.33,0,,
152007,1711,60197,R,Infraestructura verde de barrio,0,72050.88,72034.94,,
152007,1711,60199,,Eu-reforma plaza martín tipia,0,99715.92,0,,
152007,1711,60199,A,Eu-reforma plaza martín tipia,0,539800,0,,
152007,1711,60199,R,Eu-reforma plaza martín tipia,0,459454.72,0,,
152007,1711,64304,,"Honorarios,estudios y proyectos",40000,40000,2790,,
152007,1711,64304,R,"Honorarios,estudios y proyectos",0,48853.75,0,,
152007,1711,69906,,Vivero municipal,140000,140000,0,,
152007,1711,69906,R,Vivero municipal,0,9789.99,2937,,
152007,2381,60609,,Infraestructuras verdes barrio-perspectiva genero,75000,75000,0,,
152007,2381,60609,R,Infraestructuras verdes barrio-perspectiva genero,0,48974.92,0,,
1521,1331,61108,,Eu-inversiones en gestión tráfico y aparcamientos municipales,0,0,0,,
1522,4413,12000,,Retribuciones basicas de funcionarios,162770.51,162770.51,103712.58,,
1522,4413,12100,,Retribuciones complementarias funcionarios,240748,240748,166612.04,,
1522,4413,14100,,Otro personal,124609,124609,110032.96,,
1522,4413,16000,,Seguridad social a cargo del ayuntamiento,165915,165915,126491.1,,
1522,4413,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9309,9309,6601.49,,
1522,4413,21105,,Conservación y mantenimiento estación de autobuses,75000,75000,5915.58,,
1522,4413,21105,R,Conservación y mantenimiento estación de autobuses,0,7804.5,3225,,
1522,4413,22101,,Energía eléctrica estación autobuses,72000,72000,21812.27,,
1522,4413,22102,,Suministro agua y depuración residuales estacion buses,20000,20000,0,,
1522,4413,22104,,Eficiencia energetica estación autobuses,108000,108000,3146.4,,
1522,4413,22734,,Seguridad estación autobuses,80000,96000,24610.36,,
1522,4413,22734,R,Seguridad estación de autobuses,0,9894.15,5235,,
1522,4413,22783,,Contratos prestación limpieza estación autobuses,206000,206000,28304.18,,
1522,4413,22783,A,Contratos prestación limpieza estación autobuses,0,11384.44,0,,
1522,4413,22783,R,Contratos prestación limpieza estación de autobuses,0,120576.26,28304.18,,
1522,4413,62953,,Inversiones equipos estación de autobuses,50000,84000,0,,
1522,4413,62953,R,Inversiones equipos estación de autobuses,0,8279.34,6842.43,,
1523,1741,60130,,Mejora conexiones de movilidad rural,20000,20000,0,,
1523,1741,60150,,Obras en pueblos,150000,218000,37.7,,
1523,1741,60150,R,Obras en pueblos,0,49811.02,0,,
1523,1741,60700,,Mejora paisajistica zona rural,35000,35000,0,,
1523,1741,72201,,Convenio obras argandoña,172000,172000,172000,,
1523,1741,72202,,Convenio obras mendiola,68000,0,0,,
1523,1741,73401,A,Cofinanciacion obras plan foral,0,100000,0,,
1523,1741,73402,R,Convenio concejo arkauti/arcaute para urbanización cofinanciada plan foral,0,14926.56,0,,
1523,1742,22700,,Recogida de residuos y mantenimiento entidades locales menores y cementerio,1450000,1450000,679824.94,,
1523,1743,21000,,Infraestructura y bienes naturales,80000,80000,41782.69,,
1523,1743,21902,,"Mantenimiento vias forestales,plantaciones y espacios naturales",100000,100000,24623.23,,
1523,1743,21911,,Mantenimiento jardines nucleos rurales,350000,350000,235576.48,,
1523,1743,22111,,Menaje,19000,19000,2746.38,,
1523,1743,22145,,Recuperacion espacios degradados,30000,30000,16943.69,,
1523,1743,22701,,Estudios y proyectos zona rural,20000,20000,4114,,
1523,1743,72000,,A la dfa para la ejecucion de caminos parcelarios,100000,100000,0,,
1523,1743,72000,R,A la dfa para la ejecucion de caminos parcelarios,0,100000,98808.52,,
1523,1749,12000,,Retribuciones basicas de funcionarios,143306.05,143306.05,93631.18,,
1523,1749,12100,,Retribuciones complementarias funcionarios,209249,209249,165608.5,,
1523,1749,13000,,Retribuciones personal laboral fijo,137931,137931,96450.96,,
1523,1749,16000,,Seguridad social a cargo del ayuntamiento,143505,143505,111487.71,,
1523,1749,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7658,7658,6081.56,,
1523,1749,48112,,Convenio asociacion concejos,115000,115000,92000,,
1523,1749,48112,R,Convenio asociacion concejos,0,23000,23000,,
1523,1749,78919,,Subvenc.para centros sociales,70000,70000,0,,
1523,1749,78919,R,Subvenc.para centros sociales,0,60000,34456,,
1620,1515,61401,,Piie acondicionamiento bizan zaramaga,512000,1072000,0,,
1620,1515,61401,R,Piie acondicionamiento bizan zaramaga,0,239882.8,0,,
1620,3421,62296,,Inversiones en instalaicones deportivas,100000,280000,0,,
1620,3421,62296,A,Inversiones en instalaicones deportivas,0,35769.75,7670.76,,
1620,3421,62296,R,Inversiones en instalaicones deportivas,0,2314472.54,1059512.88,,
1620,3422,22148,,Contrato mantenimiento piscinas,1427000,1427000,951301.68,,
1620,3422,62926,,Inversiones en contratos piscinas,50000,145000,28992.27,,
1620,9210,21102,,Arreglo y reparación de granizada,0,440000,155865.45,,
1620,9210,21102,R,Gastos arreglos y reparaciones granizada,0,764480.34,528189.02,,
1620,9211,62204,,Inversiones en centros y locales,600000,600000,89401.58,,
1620,9211,62205,,Obras en edificios escolares,200000,200000,113554.32,,
1620,9211,62205,R,Obras en edificios escolares,0,83117.75,69798.47,,
1620,9211,62293,,Inversiones edificios municipales,700000,1050754,40021.5,,
1620,9211,62293,A,Inversiones edificios municipales,0,18104.62,14483.7,,
1620,9211,62293,R,Inversiones edificios municipales,0,207586.7,183345.62,,
1620,9211,62303,,Adquisicion maquinaria,15000,15000,1548.8,,
1620,9211,64304,,"Honorarios,estudios y proyectos",10000,10000,6693.29,,
1620,9212,21100,,Conservacion edificios municipales,300000,513000,356644.21,,
1620,9212,21107,,Reparaciones y suministros de mto. en eemm,300000,300000,275087.3,,
1620,9212,21107,R,Reparaciones y suministros de mto. en eemm,0,83463.63,83346.3,,
1620,9212,21207,,Mantenimiento y reparacion de equipos,90000,90000,56477.44,,
1620,9212,22109,,Productos de limpieza y aseo,300000,300000,211736.1,,
1620,9212,22111,,Menaje,60000,60000,16441.16,,
1620,9212,22682,,Pequeños suministros mantenimiento,600000,600000,403542.61,,
1620,9212,22727,,Contrato mantenimiento instalaciones,850000,850000,462215.36,,
1620,9212,22727,R,Contrato mantenimiento instalaciones,0,1667.39,1006.51,,
1620,9212,62202,A,Eu-restauración mirador el palmeral,0,113459.61,43041.94,,
1620,9212,62204,,Inversiones en centros y locales,0,0,0,,
1620,9212,62293,,Inversiones edificios municipales,0,9000,0,,
1620,9214,22146,,Contrato contenedores higienicos,25000,25000,13767.55,,
1620,9214,22146,R,Contrato contenedores higienicos,0,1352.25,1155.72,,
1620,9214,22783,,Contratos unidad de limpieza,2771500,2771500,1841274.75,,
1620,9214,22784,,Encargo limpieza indesa,3451500,3526500,2351084.96,,
1620,9215,21200,,Mantenimiento maquinaria e instalaciones,1575000,1575000,1028859.86,,
1620,9215,22101,,Suministro energia electrica,4669558.65,4669558.65,2973160.46,,
1620,9215,22101,R,Suministro energia electrica,0,359904.27,308734.42,,
1620,9215,22103,,Contrato para la eficiencia energetica,4920000,4920000,3097434.09,,
1620,9215,22149,,Gas resto edificios municipales,130000,130000,34732.22,,
1620,9215,22751,,Contrato mantenimiento instalaciones eléctricas,250000,250000,166175.62,,
1620,9215,62259,,Contrato inversiones en instalaciones eléctricas,755000,755000,236536.96,,
1620,9215,62259,R,Contrato inversiones en instalaciones eléctricas,0,5401.44,1037.02,,
1620,9215,62303,,Renovación equipos de gestión energética,546000,546000,364000,,
1620,9215,62303,A,Renovación equipos de gestión energética,0,2762.43,0,,
1620,9219,12000,,Retribuciones basicas de funcionarios,143361.13,143361.13,100650.1,,
1620,9219,12100,,Retribuciones complementarias funcionarios,178696,178696,142575.04,,
1620,9219,14100,,Otro personal,101982,101982,92292.27,,
1620,9219,16000,,Seguridad social a cargo del ayuntamiento,124197,124197,98907.48,,
1620,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8788,8788,8508.55,,
1630,9219,12000,,Retribuciones basicas de funcionarios,3485867.96,3485867.96,2464881.91,,
1630,9219,12100,,Retribuciones complementarias funcionarios,4367847,4367847,3522172.88,,
1630,9219,13000,,Retribuciones personal laboral fijo,0,0,2582.17,,
1630,9219,14100,,Otro personal,2671402,2671402,1848290.87,,
1630,9219,16000,,Seguridad social a cargo del ayuntamiento,4153991,4153991,3001280.33,,
1630,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,159212,159212,111473.51,,
1641,9219,12000,,Retribuciones basicas de funcionarios,19764.62,19764.62,15611.37,,
1641,9219,12100,,Retribuciones complementarias funcionarios,30912,30912,21027.54,,
1641,9219,14100,,Otro personal,0,0,80.78,,
1641,9219,16000,,Seguridad social a cargo del ayuntamiento,16968,16968,12262.98,,
1641,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,475,475,0,,
1642,9219,12000,,Retribuciones basicas de funcionarios,106652.93,106652.93,74103.37,,
1642,9219,12100,,Retribuciones complementarias funcionarios,134288,134288,100544.89,,
1642,9219,16000,,Seguridad social a cargo del ayuntamiento,71130,71130,51369.16,,
1642,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4073,4073,3199.35,,
164201,9219,62315,R,Eu alrm div func. aud pstd fii,0,126000,0,,
1643,9219,12000,,Retribuciones basicas de funcionarios,56492.93,56492.93,41511.99,,
1643,9219,12100,,Retribuciones complementarias funcionarios,70312,70312,55528.98,,
1643,9219,14100,,Otro personal,25487,25487,15951.19,,
1643,9219,16000,,Seguridad social a cargo del ayuntamiento,40980,40980,31143.45,,
1643,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2715,2715,1939,,
1644,9219,12000,,Retribuciones basicas de funcionarios,1063704.97,1063704.97,733559.97,,
1644,9219,12100,,Retribuciones complementarias funcionarios,1498638,1498638,1167492.39,,
1644,9219,13000,,Retribuciones personal laboral fijo,23483,23483,128.71,,
1644,9219,14100,,Otro personal,336413,336413,361672.15,,
1644,9219,16000,,Seguridad social a cargo del ayuntamiento,1100804,1100804,878891.02,,
1644,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,48247,48247,34100.68,,
1810,3401,11000,,Retribuciones personal eventual gabinete,102466.39,102466.39,60982.33,,
1810,3401,16000,,Seguridad social a cargo del ayuntamiento,15820,15820,13586.47,,
1810,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,0,,
1815,3401,12000,,Retribuciones basicas de funcionarios,226745.43,226745.43,140881.98,,
1815,3401,12100,,Retribuciones complementarias funcionarios,282220,282220,196705.14,,
1815,3401,14100,,Otro personal,35930,35930,61384.23,,
1815,3401,16000,,Seguridad social a cargo del ayuntamiento,156655,156655,127880.72,,
1815,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10028,10028,7000.4,,
1820,1515,22704,,Piie - actuaciones socio-culturales y deportivas zaramaga,597965.42,373698.47,126396.14,,
1820,1515,22704,R,Piie - participación ciudadana y cultura zaramaga,0,36859.36,10389.06,,
1820,3371,12000,,Retribuciones basicas de funcionarios,2168658.75,2168658.75,1480203.91,,
1820,3371,12100,,Retribuciones complementarias funcionarios,3032022,3032022,2342009.69,,
1820,3371,14100,,Otro personal,1836850,1836850,2326944.16,,
1820,3371,16000,,Seguridad social a cargo del ayuntamiento,2367387,2367387,2076651.7,,
1820,3371,16500,,Cuotas elkarkidetza a cargo ayuntamiento,89343,89343,68248.16,,
1820,3371,22115,,Material tecnico especifico c.civicos,5000,5000,8091.97,,
1820,3371,22607,,Difusion campañas en centros civicos,5000,5000,1171.59,,
1820,3371,22618,,Otros gastos funcionamiento c.civicos,70000,70000,29803.06,,
1820,3371,22618,R,Otros gastos funcionamiento c.civicos,0,37236.34,2793.29,,
1820,3371,22663,,P.i.n navidad,78069.2,78069.2,0,,
1820,3371,22697,,"Cuota fundación ""kaleidos.red""",12020.24,12020.24,12020.24,,
1820,3371,22732,,Contratos servicios ocio y tiempo libre,2067626.04,2117626.04,1402013.24,,
1820,3371,22767,,Programas equipos de zonas,75000,75000,24620.19,,
1820,3371,62505,,Otros enseres,4352.9,4352.9,3363.35,,
1820,9211,62512,,Inversiones en equipamientos centros civicos,90000,81000,4636.74,,
1820,9211,62512,R,Inversiones en equipamientos centros civicos,0,62652.87,56452.15,,
1820,9241,48101,,Convenio de colaboración deusto centros cívicos 2030,0,45000,30000,,
1820,9242,48988,,Convenio asociación vecinos san martin,100000,100000,100000,,
1822,1533,60133,,Gasteiz hobetuz,1400000,1370000,6741.39,,
1822,1533,60133,A,Gasteiz hobetuz,0,871.34,871.34,,
1822,1533,60133,R,Gasteiz hobetuz,0,1435028.29,279234.27,,
1822,9241,12000,,Retribuciones basicas de funcionarios,96395.32,96395.32,74409.72,,
1822,9241,12100,,Retribuciones complementarias funcionarios,115626,115626,97043.65,,
1822,9241,14100,,Otro personal,39051,39051,42518.65,,
1822,9241,16000,,Seguridad social a cargo del ayuntamiento,71373,71373,65756.79,,
1822,9241,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2715,2715,3296.3,,
1822,9241,22699,,Otros gastos diversos en participación ciudadana,1000,1000,435.05,,
1822,9241,22701,,Montajes escenarios fiestas en barrios,60000,60000,51183,,
1822,9241,22732,,Contratos de prestacion de servicios,185000,185000,130873.65,,
1822,9241,22733,,Gasteiz hobetuz (cap.2),0,30000,11754.31,,
1822,9241,22799,,Otros trabajos exteriores en participación ciudadana,35000,35000,7531.96,,
1822,9241,48101,,Convenio colaboración deusto centros civicos 2030,45000,0,0,,
1822,9241,62505,,Otros enseres,2000,2000,0,,
1822,9242,48014,,Subvención proyecto participación ciudadana,24000,24000,23950,,
1822,9242,48954,,Subvención a asociaciones de vecinos,240000,240000,240000,,
1822,9242,68555,,Equipamiento centro social de goikolarra,150000,150000,0,,
1825,3371,22702,,Dispensadores electrónicos,61201.8,61201.8,30600.9,,
1825,9204,12000,,Retribuciones basicas de funcionarios,687477.92,687477.92,477978.44,,
1825,9204,12100,,Retribuciones complementarias funcionarios,859564,859564,715954.8,,
1825,9204,14100,,Otro personal,217439,217439,200045.35,,
1825,9204,16000,,Seguridad social a cargo del ayuntamiento,508134,508134,408169.81,,
1825,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,43513,43513,30867.8,,
1825,9251,22201,,"Sistema informacion ciudadana ""010""",630000,686543.6,438005.65,,
2310,3301,11000,,Retribuciones personal eventual gabinete,92718,92718,66553.39,,
2310,3301,12000,,Retribuciones basicas de funcionarios,18631.65,18631.65,17442.88,,
2310,3301,12100,,Retribuciones complementarias funcionarios,24796,24796,30011.43,,
2310,3301,16000,,Seguridad social a cargo del ayuntamiento,26832,26832,22695.66,,
2310,3301,21906,,Reparación de equipos adiovisuales,500,500,237.62,,
2310,3301,22765,,Contrato servicios iradier arena,15000,15000,7794.39,,
2310,3341,22708,,Contratos analisis iradier arena,39000,39000,0,,
2311,3291,43101,,A la escuela de musica luis aramburu,892490,892490,892490,,
2311,3291,73101,,Aportacion escuela de musica luis aranburu,24500,24500,0,,
2311,3292,43103,,Al conservatorio de la danza jose uruñuela,591625,591625,591625,,
2311,3292,73103,,Aportacion al conservatorio de danza jose uruñuela,15000,15000,0,,
2311,3301,12000,,Retribuciones basicas de funcionarios,279463.94,279463.94,210789.53,,
2311,3301,12100,,Retribuciones complementarias funcionarios,348397,348397,283107.52,,
2311,3301,14100,,Otro personal,65954,65954,151984.88,,
2311,3301,16000,,Seguridad social a cargo del ayuntamiento,204849,204849,194767.52,,
2311,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11774,11774,8511.85,,
2311,3301,22111,,"Menaje,utiles y herramientas",500,500,314.87,,
2311,3301,62501,,Mobiliario,500,500,0,,
2311,3301,62901,,Adquisición equipos acción cultural,10000,10000,3813.4,,
2311,3341,48975,,Museo artium,120000,120000,0,,
2311,3341,78900,R,Convenio artium obra esther ferrerº,0,6000,6000,,
231201,3322,12000,,Retribuciones basicas de funcionarios,285666.4,285666.4,175000.39,,
231201,3322,12100,,Retribuciones complementarias funcionarios,342735,342735,222378.62,,
231201,3322,14100,,Otro personal,95738,95738,43847.31,,
231201,3322,16000,,Seguridad social a cargo del ayuntamiento,213759,213759,134988.41,,
231201,3322,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3988,3988,1939,,
231201,3322,22699,,Gastos materiales conservación archivo,8000,8000,659.79,,
231201,3322,22752,,Contratos archivo municipal,30000,30000,0,,
231201,3322,62801,,Adquisicion fondos archivo mpal.,3000,3000,1281.65,,
231202,3391,12000,,Retribuciones basicas de funcionarios,300255.84,300255.84,207583.51,,
231202,3391,12100,,Retribuciones complementarias funcionarios,392183,392183,303349.64,,
231202,3391,14100,,Otro personal,135860,135860,74465.73,,
231202,3391,16000,,Seguridad social a cargo del ayuntamiento,254316,254316,171900.92,,
231202,3391,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10892,10892,6428.14,,
231202,3391,22624,,Gastos programación academia de folklore,20000,20000,14610.24,,
231202,3391,22625,,Colonias musicales academia folklore,70000,70000,70000,,
231202,3391,22757,,Empresas de servicios academia de folklore,35000,35000,37436.26,,
231202,3391,62914,,Equipamiento academia folklore,5000,5000,768,,
231203,3301,20103,,Alquileres,70000,70000,42781.91,,
231203,3341,22609,,Euskal jaia: gora gu!,20000,0,0,,
231203,3341,22635,,Azkena rock festival,359999.89,379999.89,379999.89,,
231203,3341,22652,,Otras actividades culturales - bailables,50000,50000,24464.32,,
231203,3341,22653,,Difusion cultural,55000,50000,26811.35,,
231203,3341,22654,,Plan estrategico de cultura,90000,90000,45866.17,,
231203,3341,22733,,Programas culturales espacios publicos,198000,198000,140194.94,,
231203,3341,22733,R,Programas culturales espacios publicos,0,1529.99,0,,
231203,3341,22734,,Kaldearte y programas culturales en espacios públicos,0,0,14754.86,,
231203,3341,22756,,Servicios acción cultural,265000,265000,211654.54,,
231203,3341,22756,R,Servicios acción cultural,0,3477.67,3477.5,,
231203,3341,41921,A,Convenio upv-ehu_festival cortada,0,1400,0,,
231203,3341,41926,,Convenio upv-ehu - actas municipales,10000,10000,8000,,
231203,3341,41926,R,Convenio upv-ehu - actas municipales,0,2000,2000,,
231203,3341,48100,,Convenio festival icoff,7000,7000,5600,,
231203,3341,48100,R,Convenio festival icoff-gasteiz,0,1400,1400,,
231203,3341,48101,,Convenio ii semana lo fantastico en las artes (tartalo),20000,20000,16000,,
231203,3341,48917,,Convenio magialdia,85000,85000,68000,,
231203,3341,48917,R,Convenio magialdia,0,17000,17000,,
231203,3341,48929,,Convenio festival de jazz,198000,198000,158400,,
231203,3341,48929,R,Convenio festival de jazz,0,39600,39600,,
231203,3341,48933,,Convocatoria subv.proyectos culturales,200000,200000,159997.62,,
231203,3341,48933,A,Convocatoria subv.proyectos culturales,0,776.86,0,,
231203,3341,48933,R,Convocatoria subv.proyectos culturales,0,40001.92,34883.78,,
