#Orgánico,Funcional,Económico,R,Denominación Aplicacion,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
1620,3422,62926,,Inversiones en contratos piscinas,353500.0,344500.0,294215.8
1620,9211,62204,,Inversiones en centros y locales,530000.0,690000.0,342343.68
1620,9211,62204,R,Inversiones en centros y locales,0.0,282479.15,165815.82
1620,9211,62205,,Obras en edificios escolares,500000.0,500000.0,317499.67
1620,9211,62293,,Inversiones edificios municipales,700000.0,820507.86,281137.88
1620,9211,62293,R,Inversiones edificios municipales,0.0,32541.33,32541.33
1620,9211,62303,,Adquisición maquinaria,15000.0,21000.0,19040.21
1620,9211,64304,,"Honorarios, estudios y proyectos",15000.0,23000.0,9683.43
1620,9212,21100,,Conservación edificios municipales,625000.0,625000.0,372750.35
1620,9212,21107,,Reparaciones y suministros de mto. en EEMM,600000.0,800000.0,497427.14
1620,9212,21207,,Mantenimiento y reparación de equipos,90000.0,90000.0,66747.08
1620,9212,22109,,Productos de limpieza y aseo,270000.0,270000.0,216967.31
1620,9212,22111,,"Menaje, útiles y herramientas",40000.0,40000.0,46510.86
1620,9212,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,74023.24
1620,9212,22147,,Contratos de baja tensión,10000.0,10000.0,4231.54
1620,9212,22682,,Pequeños suministros mantenimiento,575000.0,575000.0,380752.96
1620,9212,22727,,Contrato mantenimiento Instalaciones,650000.0,650000.0,549719.21
1620,9214,22146,,Contrato contenedores higiénicos,30000.0,30000.0,16975.7
1620,9214,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,224627.63
1620,9214,22783,,Contratos unidad de limpieza,5320000.0,5090000.0,4199865.16
1620,9215,21200,,Mantenimiento maquinaria e Instalaciones,1550000.0,1550000.0,1212463.34
1620,9215,22101,,Suministro energía eléctrica,4202500.0,4202500.0,3479473.41
1620,9215,22103,,Contrato para la eficiencia energética,4440000.0,4240000.0,2048945.98
1620,9215,22149,,Gas resto edificios municipales,100000.0,100000.0,84841.01
1620,9215,22751,,Contrato mantenimiento Instalaciones eléctricas,215000.0,215000.0,197132.21
1620,9215,62259,,Contrato inversiones en Instalaciones eléctricas,302500.0,302500.0,277263.91
1620,9215,62303,,Renovación equipos de gestión energética,550000.0,465000.0,0.0
1620,9219,12000,,Retribuciones básicas de funcionarios,116993.0,116993.0,124725.08
1620,9219,12100,,Retribuciones complementarias funcionarios,135210.0,135210.0,146149.89
1620,9219,14100,,Otro personal,66327.0,66327.0,68383.75
1620,9219,16000,,Seguridad social a cargo del Ayuntamiento,98518.0,96212.66,108794.95
1620,9219,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2305.34,2261.56
1630,9219,12000,,Retribuciones básicas de funcionarios,2981339.0,2981339.0,3025250.43
1630,9219,12100,,Retribuciones complementarias funcionarios,3765461.0,3765461.0,3810796.61
1630,9219,13000,,Retribuciones personal laboral fijo,23972.0,23972.0,0.0
1630,9219,14100,,Otro personal,2501287.0,2501287.0,2231396.35
1630,9219,16000,,Seguridad social a cargo del Ayuntamiento,3456909.0,3313325.84,3210582.27
1630,9219,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,143583.16,148251.97
1641,9219,12000,,Retribuciones básicas de funcionarios,92832.0,92832.0,74521.29
1641,9219,12100,,Retribuciones complementarias funcionarios,106083.0,106083.0,88336.92
1641,9219,14100,,Otro personal,10257.0,10257.0,0.0
1641,9219,16000,,Seguridad social a cargo del Ayuntamiento,67158.0,65077.39,49466.42
1641,9219,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2080.61,2120.74
1642,9219,12000,,Retribuciones básicas de funcionarios,70481.0,70481.0,60285.1
1642,9219,12100,,Retribuciones complementarias funcionarios,89031.0,89031.0,77211.53
1642,9219,14100,,Otro personal,2428.0,2428.0,39005.29
1642,9219,16000,,Seguridad social a cargo del Ayuntamiento,49480.0,49480.0,61949.89
1642,9219,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,0.0,266.22
1643,9219,12000,,Retribuciones básicas de funcionarios,24276.0,24276.0,34578.69
1643,9219,12100,,Retribuciones complementarias funcionarios,33629.0,33629.0,44582.78
1643,9219,16000,,Seguridad social a cargo del Ayuntamiento,12884.0,12884.0,18125.13
1643,9219,16500,,Cuotas Elkarkidetza a cargo del Ayto,0.0,0.0,1064.88
1644,9219,12000,,Retribuciones básicas de funcionarios,849728.0,849728.0,818367.19
1644,9219,12100,,Retribuciones complementarias funcionarios,1166861.0,1166861.0,1170521.04
1644,9219,13000,,Retribuciones personal laboral fijo,107964.0,107964.0,73917.64
1644,9219,14100,,Otro personal,659788.0,659788.0,554196.19
1644,9219,16000,,Seguridad social a cargo del Ayuntamiento,1023744.0,972600.36,925143.94
1644,9219,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,51143.64,55840.57
1810,3401,11000,,Retribuciones personal eventual gabinete,84206.0,84206.0,83892.19
1810,3401,16000,,Seguridad social a cargo del Ayuntamiento,14360.0,12809.15,12552.12
1810,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
1815,3401,12000,,Retribuciones básicas de funcionarios,213220.0,213220.0,219767.42
1815,3401,12100,,Retribuciones complementarias funcionarios,260535.0,260535.0,271301.64
1815,3401,14100,,Otro personal,27420.0,27420.0,0.0
1815,3401,16000,,Seguridad social a cargo del Ayuntamiento,152983.0,144894.54,141015.58
1815,3401,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,8088.46,7862.4
1820,1533,60133,,Gasteiz hobetuz,600000.0,0.0,3658.05
1820,3371,12000,,Retribuciones básicas de funcionarios,2321751.0,2321751.0,2249717.2
1820,3371,12100,,Retribuciones complementarias funcionarios,3253289.0,3253289.0,3074707.64
1820,3371,14100,,Otro personal,1817576.0,1817576.0,1493148.95
1820,3371,16000,,Seguridad social a cargo del Ayuntamiento,2532788.0,2434754.4,2085762.77
1820,3371,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,98033.6,97309.34
1820,3371,22115,,Material técnico específico cívicos,12000.0,12000.0,19885.73
1820,3371,22145,,Gastos sanitarios Coronavirus,0.0,0.0,7935.99
1820,3371,22607,,Difusión campañas en centros cívicos,25000.0,25000.0,2046.41
1820,3371,22618,,Otros gastos funcionamiento cívicos,20000.0,20000.0,13947.21
1820,3371,22663,,P.I.N navidad,100000.0,100000.0,0.0
1820,3371,22697,,"Cuota fundación ""kaleidos.red""",12020.24,12020.24,12020.24
1820,3371,22709,,Juegos de verano,100000.0,100000.0,0.0
1820,3371,22732,,Contratos servicios ocio y tiempo libre,1915620.0,1915620.0,1754050.76
1820,3371,22767,,Programas equipos de zonas,100000.0,100000.0,66042.13
1820,3371,62505,,Otros enseres,10000.0,10000.0,9355.39
1820,3381,22701,,Montaje de escenarios fiestas en barrios,55000.0,0.0,0.0
1820,9211,62512,,Inversiones en equipamientos centros cívicos,200000.0,327250.4,57157.49
1820,9242,48988,,Convenio asociación vecinos san martin,100000.0,100000.0,100000.0
1822,1533,60133,,Gasteiz hobetuz,0.0,525000.0,15494.05
1822,3381,22701,,Montajes escenarios fiestas en barrios,0.0,55000.0,0.0
1822,9241,12000,,Retribuciones básicas de funcionarios,81899.0,81899.0,79755.93
1822,9241,12100,,Retribuciones complementarias funcionarios,103839.0,103839.0,100272.84
1822,9241,14100,,Otro personal,60134.0,60134.0,81712.78
1822,9241,16000,,Seguridad social a cargo del Ayuntamiento,69516.0,67797.24,73427.46
1822,9241,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1718.76,1597.32
1822,9241,22670,,Concurso paisaje muralístico,60000.0,60000.0,0.0
1822,9241,22696,,Proceso presupuestos participativos,42000.0,42000.0,0.0
1822,9241,22698,,Consultas ciudadanas,15000.0,15000.0,0.0
1822,9241,22699,,Otros gastos diversos en participación ciudadana,2500.0,2500.0,1940.14
1822,9241,22732,,Contratos de prestación de servicios,135000.0,154000.0,101238.03
1822,9241,22799,,Otros trabajos exteriores en participación ciudadana,40000.0,40000.0,23421.91
1822,9241,22799,A,Otros trabajos exteriores en participación ciudadana,0.0,6000.0,6000.0
1822,9241,22799,R,Otros trabajos exteriores en participación ciudadana,0.0,18000.0,16000.0
1822,9241,62505,,Otros enseres,7000.0,7000.0,5478.49
1822,9242,48014,,Subvención proyecto participación ciudadana,24000.0,24000.0,0.0
1822,9242,48954,,Subvención a asociaciones de vecinos,180000.0,180000.0,180000.0
1825,9204,12000,,Retribuciones básicas de funcionarios,647729.0,647729.0,612036.5
1825,9204,12100,,Retribuciones complementarias funcionarios,799578.0,799578.0,741582.75
1825,9204,14100,,Otro personal,221773.0,221773.0,209630.43
1825,9204,16000,,Seguridad social a cargo del Ayuntamiento,522772.0,490758.08,479144.7
1825,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,32013.92,32810.83
1825,9251,22201,,"Sistema información ciudadana ""010""",610000.0,610000.0,444929.08
1825,9251,22707,,Estudios y trabajos técnicos,61000.0,61000.0,0.0
1825,9251,22747,,Dispensadores electrónicos,64500.0,64500.0,0.0
2310,3301,11000,,Retribuciones personal eventual gabinete,78382.0,78382.0,79472.94
2310,3301,16000,,Seguridad social a cargo del Ayuntamiento,24256.0,24256.0,15336.2
2310,3301,22765,,Contrato servicios Iradier arena,18000.0,18000.0,15578.75
2310,3392,22737,R,Comparsas gigantes,0.0,4700.0,4700.0
2311,3291,43101,,A la escuela de música Luis Aramburu,700910.08,700910.08,685910.08
2311,3291,73101,,Aportación escuela de música Luis Aranburu,19500.0,19500.0,0.0
2311,3292,43103,,Al conservatorio de la danza José Uruñuela,560382.15,560382.15,548382.15
2311,3292,73103,,Aportación al conservatorio de danza José Uruñuela,5931.46,5931.46,0.0
2311,3301,12000,,Retribuciones básicas de funcionarios,302893.0,302893.0,241178.64
2311,3301,12100,,Retribuciones complementarias funcionarios,367715.0,367715.0,298131.57
2311,3301,13000,,Retribuciones personal laboral fijo,63820.0,63820.0,0.0
2311,3301,14100,,Otro personal,123814.0,123814.0,115451.25
2311,3301,16000,,Seguridad social a cargo del Ayuntamiento,281812.0,267926.67,190285.37
2311,3301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,13885.33,10478.96
2311,3301,21208,,Reparación equipos audiovisuales,800.0,800.0,0.0
2311,3301,22111,,"Menaje, útiles y herramientas",400.0,400.0,386.67
2311,3301,62501,,Mobiliario,1000.0,1000.0,0.0
2311,3301,62901,,Adquisición equipos acción cultural,10000.0,10000.0,52.04
2311,3341,48975,,Museo artium,100000.0,120500.0,120000.0
2312,3342,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,211918.88
231201,3322,12000,,Retribuciones básicas de funcionarios,235314.0,235314.0,214577.24
231201,3322,12100,,Retribuciones complementarias funcionarios,264194.0,264194.0,242494.98
231201,3322,14100,,Otro personal,33214.0,33214.0,0.0
231201,3322,16000,,Seguridad social a cargo del Ayuntamiento,150661.0,146933.92,130901.27
231201,3322,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,3727.08,2750.94
231201,3322,22699,,Gastos materiales conservación archivo,6800.0,6800.0,2000.68
231201,3322,22752,,Contratos archivo municipal,70000.0,70000.0,0.0
231201,3322,62800,,Adquisición publicaciones y libros archivo,20443.0,20443.0,16510.58
231201,3322,62801,,Adquisición fondos archivo mpal.,3000.0,3000.0,138.0
231202,3391,12000,,Retribuciones básicas de funcionarios,259468.0,259468.0,267675.69
231202,3391,12100,,Retribuciones complementarias funcionarios,350880.0,350880.0,357791.19
231202,3391,14100,,Otro personal,105463.0,105463.0,86722.18
231202,3391,16000,,Seguridad social a cargo del Ayuntamiento,212090.0,202894.39,199688.75
231202,3391,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,9195.61,9020.9
231202,3391,22624,,Gastos programación academia de folklore,30000.0,30000.0,8305.58
231202,3391,22625,,Colonias musicales academia folklore,65000.0,65000.0,0.0
231202,3391,22757,,Empresas de servicios academia de folklore,35000.0,35000.0,2647.68
231202,3391,62914,,Equipamiento academia folklore,7000.0,7000.0,1598.67
231203,3301,20103,,Alquileres,50000.0,50000.0,37040.98
231203,3321,22649,,Programa red munpal bibliotecas,55000.0,55000.0,31486.5
231203,3341,22635,,Azkena rock festival,270000.0,270000.0,0.0
231203,3341,22652,,Otras actividades culturales - bailables,58000.0,58000.0,3872.0
231203,3341,22653,,Difusión cultural,85000.0,177564.8,49841.21
231203,3341,22654,,Plan estratégico de cultura,90000.0,90000.0,52943.37
231203,3341,22733,,Programas culturales espacios públicos,180000.0,180000.0,174571.29
231203,3341,22756,,Servicios acción cultural,180000.0,180000.0,21048.04
231203,3341,22756,R,Servicios acción cultural,0.0,5656.66,4591.7
231203,3341,41921,,Convenio UPV-festival cortada,10000.0,10000.0,5600.0
231203,3341,48917,,Convenio Magialdia,88000.0,88000.0,32000.0
231203,3341,48929,,Convocatoria festival de jazz,136000.0,136000.0,12000.0
231203,3341,48933,,Convocatoria subv.proyectos culturales,200000.0,175000.0,140382.53
231203,3341,48939,,Patronato Valentín de Foronda,12000.0,12000.0,0.0
231203,3341,48961,,Convenio World Press Photo,43000.0,43000.0,31200.0
231203,3341,48962,,Convenio asociación fotográfica,8000.0,8000.0,6400.0
231203,3341,48970,,Convenio Arabako Bertsozale Elkartea,14000.0,14000.0,11200.0
231203,3341,48971,,Convenio Arabako Dantzarien Biltzarra,8000.0,8000.0,6400.0
231203,3342,22725,,Fomento espectáculos artistas amateurs,15000.0,15000.0,0.0
231203,3361,68500,, Adquisición esculturas y obras de arte,6300.0,6700.0,6700.0
231203,3361,68503,,Plan mantenimiento y restauración de obras de arte,30000.0,30000.0,0.0
231203,3361,78100,,Subvención obras catedral santa María,150000.0,150000.0,80000.0
231203,3381,12000,,Retribuciones básicas de funcionarios,136378.0,136378.0,122913.3
231203,3381,12100,,Retribuciones complementarias funcionarios,184729.0,184729.0,163429.07
231203,3381,14100,,Otro personal,87836.0,87836.0,89946.49
231203,3381,16000,,Seguridad social a cargo del Ayuntamiento,114167.0,109328.75,107132.7
231203,3381,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,4838.25,6311.19
231203,3381,22643,,"Reparación gigantes, tribunas y nacimiento",15000.0,15000.0,9559.54
231203,3381,22646,,Gu ere bertsotan,43000.0,43000.0,39100.0
231203,3381,22660,,Carnaval,40000.0,40000.0,24628.33
231203,3381,22661,,Fiestas virgen blanca,760000.0,760000.0,14332.99
231203,3381,22662,,Olarizu,12000.0,12000.0,0.0
231203,3381,22663,,Campaña de navidad y reyes,185000.0,185000.0,9339.7
231203,3381,22664,,Fiestas de san Antón y santa Agueda,13000.0,13000.0,12106.65
231203,3381,22701,,Montaje de escenarios fiestas y otros eventos,150000.0,150000.0,5324.0
231203,3381,48024,,Convenio con casas regionales,55000.0,55000.0,44000.0
231203,3381,48910,,Convenio asoc.comision de blusas y neskas,87000.0,87000.0,0.0
231203,3381,48922,,Convocatoria comparsas carnavales,85000.0,85000.0,78661.4
231203,3381,48969,,Convenio asoc.celedones de oro,7000.0,7700.0,4480.0
231203,3381,78001,,Aportaciones a casas regionales,38000.0,15000.0,0.0
231203,3392,22737,,Comparsas gigantes,47000.0,47000.0,0.0
231204,3321,22749,,Contratos red bibliotecas,1773000.0,1773000.0,1335441.35
231204,3321,62800,,Adquisición publicaciones y libros red bibliotecas,123000.0,139159.3,75237.28
231204,3341,12000,,Retribuciones básicas de funcionarios,236433.0,236433.0,218736.0
231204,3341,12100,,Retribuciones complementarias funcionarios,250754.0,250754.0,228922.15
231204,3341,14100,,Otro personal,149165.0,149165.0,176143.51
231204,3341,16000,,Seguridad social a cargo del Ayuntamiento,194889.0,183038.6,189766.37
231204,3341,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,11850.4,12867.3
231204,3341,22607,,Difusión campañas en centros cívicos,15000.0,15000.0,6339.03
231204,3341,22636,,Cursos culturales en centros cívicos,646000.0,646000.0,262794.17
231204,3341,22647,,Campañas en centros cívicos,75000.0,75000.0,30744.74
231204,3341,48958,,Convenio asociación libreros de Álava,35000.0,35000.0,0.0
231205,3332,12000,,Retribuciones básicas de funcionarios,75051.0,75051.0,67541.7
231205,3332,12100,,Retribuciones complementarias funcionarios,87133.0,87133.0,84396.07
231205,3332,14100,,Otro personal,0.0,0.0,3107.67
231205,3332,16000,,Seguridad social a cargo del Ayuntamiento,46476.0,44170.66,45093.96
231205,3332,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2305.34,2484.72
231205,3332,22622,,Centro cultural montehermoso,120000.0,120000.0,42427.94
231205,3332,22751,,Contratos servicios montehermos,160000.0,160000.0,77380.41
231205,3332,22751,R,Contratos servicios montehermos,0.0,14568.35,6729.46
231205,3332,22753,,Progr cultur montehermoso euskera- Euskararen etxea,265000.0,265000.0,192816.8
231205,3332,62602,,Fondos multimedia mediateca,2500.0,2500.0,0.0
231205,3332,62901,,Adquisición equipos montehermoso,50000.0,50000.0,333.0
231210,3392,12000,,Retribuciones básicas de funcionarios,547084.0,547084.0,529525.61
231210,3392,12100,,Retribuciones complementarias funcionarios,670064.0,670064.0,637673.8
231210,3392,14100,,Otro personal,167888.0,167888.0,122590.39
231210,3392,16000,,Seguridad social a cargo del Ayuntamiento,400889.0,380638.23,349670.06
231210,3392,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,20250.77,19405.92
231210,3392,21207,,Mantenimiento y reparación equipos banda de música,20000.0,20000.0,6073.55
231210,3392,22692,,Banda música-colaboraciones,17000.0,17000.0,2150.0
231210,3392,22699,,Gastos programación banda música,45000.0,45000.0,18391.44
231210,3392,22699,R,Gastos programación banda música,0.0,1436.4,0.0
231210,3392,22732,,Contratos de prestación de servicios,15000.0,15000.0,5467.69
231210,3392,62800,,Adquisición publicaciones y libros,5000.0,5000.0,511.14
231210,3392,62903,,Equipamiento banda municipal,15000.0,15000.0,154.01
231220,3342,12000,,Retribuciones básicas de funcionarios,225109.0,225109.0,221087.23
231220,3342,12100,,Retribuciones complementarias funcionarios,296905.0,296905.0,273947.5
231220,3342,14100,,Otro personal,39890.0,39890.0,36224.32
231220,3342,16000,,Seguridad social a cargo del Ayuntamiento,171295.0,166615.07,159529.91
231220,3342,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,4679.93,6029.08
231220,3342,22603,,Publicidad especial red teatros,12000.0,12000.0,5989.58
231220,3342,22627,,Espectáculos  y festivales red de teatros,660000.0,660000.0,163721.74
231220,3342,22628,,Espectáculos en gira,840000.0,840000.0,373455.56
231220,3342,22648,,"Coproducción escénica, creadores locales",40000.0,40000.0,35244.0
231220,3342,22732,,Contratos de prestación de servicio,270000.0,270000.0,214116.74
231220,3342,22732,R,Contratos de prestación de servicio,0.0,10479.33,0.0
231220,3342,48981,,Convenio teatro paraíso,45000.0,45000.0,36000.0
231220,3342,48989,,Convenio Ortzai,20000.0,20000.0,16000.0
231220,3342,48990,,Convenio Baratza Aretoa,20000.0,20000.0,16000.0
231220,3342,62901,,Adquisición equipos red de teatros,20600.0,20600.0,0.0
2319,3232,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,870.96
2319,3232,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,48980.37
231901,3201,12000,,Retribuciones básicas de funcionarios,1474846.0,1474846.0,1479230.45
231901,3201,12100,,Retribuciones complementarias funcionarios,1605033.0,1605033.0,1590503.89
231901,3201,14100,,Otro personal,577042.0,577042.0,393071.52
231901,3201,16000,,Seguridad social a cargo del Ayuntamiento,1162878.0,1113903.04,1103447.2
231901,3201,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,48974.96,47441.88
231901,3231,22106,,Productos alimenticios,82000.0,82000.0,24618.39
231901,3231,22115,,Material fungible didáctico,20000.0,20000.0,6356.0
231901,3231,22199,,Otros suministros y gastos diversos educación,12000.0,12000.0,8884.2
231901,3231,22786,,Servicio de comidas escuelas infantiles,51500.0,51500.0,27854.85
231901,3231,62501,,Mobiliario para escuelas infantiles,10000.0,10000.0,4254.48
231901,3231,62505,,Otros enseres escuelas infantiles,10000.0,10000.0,2300.0
231901,3232,22659,,Programas educativos,378766.15,405766.15,269734.05
231901,3232,22787,,Consejo escolar municipal,3000.0,3000.0,407.66
231901,3261,22300,,Transporte educación,3000.0,3000.0,2165.68
231902,3201,12000,,Retribuciones básicas de funcionarios,153004.0,153004.0,140541.31
231902,3201,12100,,Retribuciones complementarias funcionarios,169940.0,169940.0,152695.88
231902,3201,14100,,Otro personal,17705.0,17705.0,33725.03
231902,3201,16000,,Seguridad social a cargo del Ayuntamiento,92504.0,86443.11,87540.43
231902,3201,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,6060.89,6252.48
231902,3201,20200,,Arrendamiento de maquinaria e Instalaciones,217.0,217.0,0.0
231902,3201,22115,,Material técnico específico,12000.0,12000.0,6060.61
231902,3201,22603,,Difusión campaña EEII y programa vacacional,7378.0,7378.0,7295.66
231902,3232,22605,,Jornadas,15000.0,15000.0,513.69
231902,3232,22624,,Prog.compensacion centros educativos,80000.0,80000.0,36056.33
231902,3232,22695,,Dinamización AMPAS,40000.0,40000.0,4392.3
231902,3232,22780,,Programa vacacional,294000.0,242000.0,0.0
231902,3261,48001,,Subvenciones AMPAS actividades vacacionales,54000.0,0.0,0.0
231902,3261,48004,,Compensación educativa,165000.0,165000.0,164986.0
231902,3261,48108,,Subvención transporte de programas,15000.0,15000.0,14494.04
231902,3261,48136,,"Convenio jazzargia ""ondas de jazz""",30000.0,30000.0,30000.0
231903,3201,12000,,Retribuciones básicas de funcionarios,70379.0,70379.0,39185.76
231903,3201,12100,,Retribuciones complementarias funcionarios,72835.0,72835.0,42079.81
231903,3201,16000,,Seguridad social a cargo del Ayuntamiento,40180.0,37647.09,20574.75
231903,3201,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2532.91,1419.84
231903,3261,22302,,Sentencias Iruña de Oka,3500.0,3500.0,2535.31
231903,3261,22718,,Proyectos con la UPV - ciudadades educadoras,0.0,25000.0,23072.88
231903,3261,48010,,Subv. programas vacacionales y extraescolares AMPAS,135000.0,189000.0,181279.53
231903,3261,48011,,Convenio Denon Eskola,30000.0,30000.0,30000.0
231903,3261,48012,,Convenio federación FAPACNE,5862.0,5862.0,5862.0
231903,3261,48019,,Convenio AMPA Errekabarri,18000.0,0.0,0.0
231903,3261,48175,,Actividades asociaciones personas con discapacidad,20000.0,20000.0,19995.71
231903,3271,48114,,Subv. fundación Fernando Buesa,45000.0,45000.0,45000.0
231903,3291,41918,,Convenio UPV ciudades educadoras,25000.0,0.0,0.0
231903,3291,41919,,Conv UPV - curso verano educación,9000.0,0.0,0.0
231903,3291,47134,,Convenio Udaberria,15000.0,15000.0,14000.0
231903,3291,48172,,Convenio fundación catedral santa maría,16000.0,16000.0,11500.0
231903,3293,22719,,Cursos verano UPV,0.0,9000.0,2278.79
231903,3293,40100,,A la UNED,100000.0,100000.0,100000.0
231903,3293,41902,,Convenio UPV-cursos dchos.internacional,30000.0,17600.0,5447.35
231903,3293,42105,,Consorcio formación profesional,264765.3,264765.3,181656.19
231903,3293,48105,,Escuela de artes y oficios,400000.0,400000.0,400000.0
2410,3301,11000,,Retribuciones personal eventual gabinete,26863.0,26863.0,79532.84
2410,3301,16000,,Seguridad social a cargo del Ayuntamiento,7235.0,6791.9,12552.12
2410,3301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,443.1,1521.38
2420,3301,12000,,Retribuciones básicas de funcionarios,35461.0,35461.0,160447.55
2420,3301,12100,,Retribuciones complementarias funcionarios,61486.0,61486.0,201909.18
2420,3301,13000,,Retribuciones personal laboral fijo,20476.0,20476.0,44876.64
2420,3301,14100,,Otro personal,20315.0,20315.0,104070.69
2420,3301,16000,,Seguridad social a cargo del Ayuntamiento,41724.0,39138.11,146215.91
2420,3301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2585.89,10116.54
2430,3111,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,6919.08
2430,3112,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,5817.42
243001,3111,12000,,Retribuciones básicas de funcionarios,220185.0,220185.0,201347.7
243001,3111,12100,,Retribuciones complementarias funcionarios,290495.0,290495.0,285405.27
243001,3111,14100,,Otro personal,104965.0,104965.0,140934.24
243001,3111,16000,,Seguridad social a cargo del Ayuntamiento,210795.0,199037.96,179747.23
243001,3111,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,11757.04,9995.02
243001,3112,22107,,Alimentación para animales,15000.0,15000.0,16722.15
243001,3112,22108,,Suministro farmacia animales,18000.0,18000.0,11610.99
243001,3112,22112,,Materiales para sanidad animal,8000.0,8000.0,5522.92
243001,3112,22113,,Materiales de higiene alimentaria,4000.0,4000.0,1064.09
243001,3112,22687,,Campaña casas de apuestas,25000.0,25000.0,173.51
243001,3112,22699,,Otros gastos diversos,10000.0,10000.0,12654.13
243001,3112,22718,,Programas de sanidad animal,22000.0,22000.0,462.0
243001,3112,22719,,Programa de higiene alimentaria,15000.0,15000.0,5940.0
243001,3112,22720,,Programas parque D.D.D.,111039.2,111039.2,88366.0
243001,3112,22722,,Programa asistencia animal,12000.0,12000.0,8538.67
243001,3112,22766,,Ejecuciones subsidiarias D.D.D,4000.0,4000.0,5260.37
243001,3112,48194,,Convenio APA SOS Vitoria,15300.0,15300.0,11475.0
243001,3112,48196,,Convenio GADEN colonia de gatos,30000.0,30000.0,22500.0
243001,3112,62311,,Material inventariable,67226.0,103960.6,27116.74
243001,3112,62311,R,Material inventariable,0.0,64799.98,64799.98
243002,2315,48021,,Asoc.padres niños oncohematológicos,5711.18,5711.18,4283.39
243002,2315,48025,,Conv Asoc. acabe-anorexia y bulimia,16779.0,16779.0,12584.25
243002,2315,48027,,Convenio asoc.ASAJER-videojuegos,29886.0,29886.0,22414.5
243002,2315,48029,,Conv Asoc. Adela,5763.0,5763.0,4322.25
243002,2315,48030,,Conv Asoc. ASAJER-ludopatía prevención 1º 2º y 3º,20604.0,20604.0,15430.0
243002,2315,48031,,Conv Asoc. arene - neuromusculares,27968.4,27968.4,20976.3
243002,2315,48032,,Convenio Asoc. ASAFES,24480.0,24480.0,18360.0
243002,2315,48033,,Convenio AFA araba,32629.8,32629.8,24472.35
243002,2315,48040,,Conv Asoc. contra el cáncer (formación antitabaco),14167.8,14167.8,10625.85
243002,2315,48041,,"Conv Asoc. Adelprise(atención,difusión,información)",8384.4,8384.4,6288.3
243002,2315,48059,,Convenio asociación ASAFIMA,24235.2,24235.2,18176.4
243002,2315,48100,,Convenio once,8598.6,8598.6,6448.95
243002,2315,48119,,Convenio ASPACE parálisis cerebral,11454.6,11454.6,8590.95
243002,2315,48130,,Convenio asociación espina bífida,3825.0,3825.0,2868.75
243002,2315,48131,,Convenio ANADAHI (hiperactivos),3825.0,3825.0,2868.75
243002,2315,48143,,Convenio Asoc. alavesa de epilepsia,4110.6,4110.6,3082.95
243002,2315,48149,,Convenio ADELES lupus,3825.0,3825.0,2868.75
243002,2315,48158,,Convenio Asoc. down araba -Isabel orbe,10200.0,10200.0,7650.0
243002,2315,48187,,Convenio Bioaraba,0.0,10000.0,0.0
243002,2315,48188,,Convenio Cruz Roja - primeros auxilios,9945.0,9945.0,7458.75
243002,2315,48189,,Conv asociación ASAMMA,2856.0,2856.0,2142.0
243002,2315,48190,,Convenio asociación atece-daño cerebral,11515.8,11515.8,8636.85
243002,2315,48191,,Convenio asociación diabéticos de Alava,9690.0,9690.0,7267.5
243002,2315,48192,,Convenio asociación celíacos de Alava,8568.0,8568.0,6426.0
