#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial,Tot Crédito Definitivo,Tot Obligado
152007,1711,60312,,Instalación sistemas cloración estanques,0.0,50000.0,0.0
152007,1711,60317,,Obras instalación de riego automático jardines,150000.0,0.0,0.0
152007,1711,60317,R,Obras instalación de riego automático jardines,0.0,112123.18,112123.18
152007,1711,64304,,"Honorarios, estudios y proyectos",60000.0,50000.0,8568.77
152007,1711,64304,R,"Honorarios, estudios y proyectos",0.0,3735.0,0.0
152007,1711,64318,,Estudios conservación diversidad,67000.0,40000.0,33550.95
152007,1711,64318,A,Estudios conservación diversidad,0.0,742.0,742.0
152007,1711,64333,,Espacios para perros,15000.0,0.0,0.0
152007,1711,69900,,Adquisición de plantas,40000.0,46000.0,26431.27
152009,1711,12000,,Retribuciones básicas de funcionarios,26032.0,26032.0,26593.2
152009,1711,12100,,Retribuciones complementarias funcionarios,36604.0,36604.0,36802.74
152009,1711,13000,,Retribuciones personal laboral fijo,70876.0,70876.0,71722.88
152009,1711,14100,,Otro personal,73315.0,73315.0,73785.04
152009,1711,16000,,Seguridad social a cargo del ayuntamiento,56952.0,56952.0,57303.09
152009,1711,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3951.0,3951.0,3915.8
1620,2411,22100,,POEJ - servicio de obras,0.0,19239.0,19228.72
1620,3421,62296,,Inversiones en campos deportivos,1000000.0,150000.0,134283.71
1620,3421,62296,R,Inversiones en campos deportivos,0.0,357412.17,357268.51
1620,3422,22148,,Contrato mantenimiento piscinas,1191619.21,1315000.0,1248937.18
1620,3422,62926,,Inversiones en contratos piscinas,354000.0,354000.0,353058.96
1620,4312,60930,R,Inversiones mercados mayoristas,0.0,66965.83,60371.17
1620,9211,60930,,Inversiones mercados mayoristas,89500.0,89500.0,9069.5
1620,9211,62204,,Inversiones en centros y locales,150000.0,285683.19,140116.03
1620,9211,62204,R,Inversiones en centros y locales,0.0,7986.85,7986.39
1620,9211,62205,,Obras en edificios escolares,200000.0,200000.0,153331.32
1620,9211,62205,R,Obras en edificios escolares,0.0,12271.46,12271.46
1620,9211,62293,,Inversiones edificios municipales,300000.0,300000.0,105963.39
1620,9211,62303,,Adquisición maquinaria,7000.0,7000.0,6994.53
1620,9211,62303,R,Adquisición maquinaria,0.0,5138.27,5138.27
1620,9211,64304,,"Honorarios, estudios y proyectos",23000.0,23000.0,17392.06
1620,9212,21100,,Conservación edificios municipales,1157600.53,1200600.53,1212626.63
1620,9212,21107,,Reparaciones y suministros de mto. en EEMM,595000.0,495000.0,438955.2
1620,9212,21107,R,Reparaciones y suministros de mto. en EEMM,0.0,17379.29,17320.81
1620,9212,21207,,Mantenimiento y reparación de equipos,90000.0,90000.0,84592.08
1620,9212,22109,,Productos de limpieza y aseo,300000.0,270000.0,266011.33
1620,9212,22111,,Menaje,30000.0,30000.0,57914.18
1620,9212,22147,,Contratos de baja tensión,10000.0,10000.0,50053.43
1620,9212,22604,,Sanciones,6100.0,6100.0,0.0
1620,9212,22722,,Contratos mantenimiento w.c. públicos,30000.0,30000.0,28312.93
1620,9212,22727,,Contrato mantenimiento instalaciones,700000.0,600000.0,576719.7
1620,9213,22101,,Energía eléctrica en edificios municipales,4275000.0,4240000.0,3949457.13
1620,9213,62259,,Contrato inversiones inst.electricas,0.0,25000.0,25205.81
1620,9214,22146,,Contrato contenedores higiénicos,15000.0,15000.0,13292.86
1620,9214,22783,,Contratos unidad de limpieza,4371514.89,5050000.0,5014057.97
1620,9214,48960,,Convenio ASAFES-limpieza instalaciones,121548.0,18320.97,0.0
1620,9215,21200,,Mantenimiento maquinaria e instalaciones,1451000.0,1550000.0,1539590.63
1620,9215,22103,,Contrato para la eficiencia energética,4063496.7,4037000.0,3893041.31
1620,9215,22149,,Gas resto edificios municipales,90000.0,90000.0,102401.52
1620,9215,22751,,Contrato manten.instal.eléctricas,0.0,5000.0,17916.82
1620,9215,62303,,Renovación equipos de gestión energética,62000.0,62000.0,62008.43
1620,9219,12000,,Retribuciones básicas de funcionarios,94831.0,94831.0,95167.44
1620,9219,12100,,Retribuciones complementarias funcionarios,116929.0,116929.0,117826.97
1620,9219,14100,,Otro personal,90044.0,90044.0,62404.01
1620,9219,16000,,Seguridad social a cargo del ayuntamiento,78847.0,78847.0,79709.56
1620,9219,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2197.0,2197.0,2210.46
1630,9219,12000,,Retribuciones básicas de funcionarios,1664533.0,1664533.0,1711416.28
1630,9219,12100,,Retribuciones complementarias funcionarios,2191573.0,2191573.0,2205589.47
1630,9219,13000,,Retribuciones personal laboral fijo,46834.0,46834.0,29397.06
1630,9219,14100,,Otro personal,4316457.0,4316457.0,4826113.74
1630,9219,16000,,Seguridad social a cargo del ayuntamiento,2859762.0,2859762.0,3026847.09
1630,9219,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,132293.0,132293.0,134752.5
1641,9219,12000,,Retribuciones básicas de funcionarios,56275.0,56275.0,67343.82
1641,9219,12100,,Retribuciones complementarias funcionarios,65131.0,65131.0,75038.24
1641,9219,14100,,Otro personal,84068.0,84068.0,61346.79
1641,9219,16000,,Seguridad social a cargo del ayuntamiento,62128.0,62128.0,65018.52
1641,9219,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1207.0,1207.0,1301.1
1642,9219,12000,,Retribuciones básicas de funcionarios,61004.0,61004.0,50881.04
1642,9219,12100,,Retribuciones complementarias funcionarios,75495.0,75495.0,68246.96
1642,9219,14100,,Otro personal,25852.0,25852.0,82447.18
1642,9219,16000,,Seguridad social a cargo del ayuntamiento,45198.0,45198.0,62705.65
1642,9219,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1207.0,1207.0,954.14
1643,9219,12000,,Retribuciones básicas de funcionarios,22582.0,22582.0,22965.33
1643,9219,12100,,Retribuciones complementarias funcionarios,31806.0,31806.0,32054.99
1643,9219,16000,,Seguridad social a cargo del ayuntamiento,11807.0,11807.0,11704.02
1644,9219,12000,,Retribuciones básicas de funcionarios,898418.0,898418.0,892638.12
1644,9219,12100,,Retribuciones complementarias funcionarios,1242905.0,1242905.0,1245660.43
1644,9219,13000,,Retribuciones personal laboral fijo,98377.0,98377.0,88248.72
1644,9219,14100,,Otro personal,287920.0,287920.0,402927.86
1644,9219,16000,,Seguridad social a cargo del ayuntamiento,844354.0,844354.0,918561.63
1644,9219,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,43746.0,43746.0,48802.96
1810,3401,11000,,Retribuciones personal eventual gabinete,79177.0,79177.0,79972.58
1810,3401,16000,,Seguridad social a cargo del ayuntamiento,11512.0,11512.0,11410.09
1810,3401,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
1815,3401,12000,,Retribuciones básicas de funcionarios,101174.0,101174.0,89903.46
1815,3401,12100,,Retribuciones complementarias funcionarios,122376.0,122376.0,110442.8
1815,3401,14100,,Otro personal,309227.0,309227.0,292486.98
1815,3401,16000,,Seguridad social a cargo del ayuntamiento,146952.0,146952.0,141807.77
1815,3401,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8417.0,8417.0,6688.09
1820,3371,12000,,Retribuciones básicas de funcionarios,1938429.0,1938429.0,1894534.64
1820,3371,12100,,Retribuciones complementarias funcionarios,2737461.0,2737461.0,2650491.98
1820,3371,14100,,Otro personal,2440091.0,2990370.99,2503393.89
1820,3371,16000,,Seguridad social a cargo del ayuntamiento,2209395.0,2396490.2,2112602.34
1820,3371,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,84222.0,84222.0,91761.54
1820,3371,22115,,Material técnico especifico cívicos,10000.0,10000.0,22841.19
1820,3371,22607,,Difusión campañas en centros cívicos,25000.0,25000.0,27066.34
1820,3371,22618,,Otros gastos funcionamiento cívicos,20000.0,20000.0,22752.39
1820,3371,22663,,P.I.N navidad,115000.0,115000.0,115000.0
1820,3371,22663,R,P.I.N navidad,0.0,108877.65,108877.65
1820,3371,22697,,"Cuota fundación ""Kaleidos.Red""",12020.0,12020.0,12020.24
1820,3371,22709,,Juegos de verano,100000.0,100000.0,82473.41
1820,3371,22732,,Contratos servicios ocio y tiempo libre,1683534.0,1915620.0,1914378.03
1820,3371,22767,,Programas equipos de zonas,75000.0,97000.0,56530.83
1820,3371,62505,,Otros enseres,10000.0,10000.0,9945.14
1820,3371,62508,R,Equipamiento C.C. Zabalgana,0.0,103702.74,103686.93
1820,9211,62512,,Inversiones en equipamientos centros cívicos,200000.0,200000.0,138666.52
1820,9211,62515,,Rocódromo,50000.0,50000.0,38750.0
1820,9211,62515,R,Rocódromo,0.0,100000.0,100000.0
1820,9242,48988,,Convenio asoc.vecinos San Martín,100000.0,100000.0,100000.0
1822,9241,12000,,Retribuciones básicas de funcionarios,109749.0,109749.0,82448.57
1822,9241,12100,,Retribuciones complementarias funcionarios,125325.0,125325.0,100638.37
1822,9241,14100,,Otro personal,83689.0,83689.0,81747.16
1822,9241,16000,,Seguridad social a cargo del ayuntamiento,83160.0,83160.0,68017.81
1822,9241,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3621.0,3621.0,2428.72
1822,9241,22670,,Concurso paisaje muralístico,90000.0,30000.0,0.0
1822,9241,22670,R,Concurso paisaje muralístico,0.0,90000.0,81000.0
1822,9241,22696,,Proceso presupuestos participativos,25000.0,2000.0,1907.01
1822,9241,22698,,Consultas ciudadanas,11666.0,11666.0,0.0
1822,9241,22699,,Otros gastos diversos en participación ciudadana,2500.0,2500.0,2475.57
1822,9241,22732,,Contratos de prestación de servicios,95000.0,87000.0,79016.52
1822,9241,22732,R,Contratos de prestación de servicios,0.0,5000.0,5000.0
1822,9241,22799,,Otros trabajos exteriores en participación ciudadana,86500.0,97866.0,53181.11
1822,9241,62505,,Otros enseres,30000.0,10000.0,9824.79
1822,9242,48014,,Subvención proyecto participación ciudadana,24000.0,24000.0,14614.0
1822,9242,48954,,Subvención a asociaciones de vecinos,210000.0,180000.0,179999.0
2310,3301,11000,,Retribuciones personal eventual gabinete,65359.0,65359.0,73148.76
2310,3301,12000,,Retribuciones básicas de funcionarios,1291.0,1291.0,0.0
2310,3301,12100,,Retribuciones complementarias funcionarios,2351.0,2351.0,0.0
2310,3301,16000,,Seguridad social a cargo del ayuntamiento,14851.0,14851.0,13990.49
2310,3301,22765,,Contrato servicios Iradier arena,10000.0,15000.0,18150.0
2310,3392,22737,,Comparsas gigantes,28000.0,6000.0,0.0
2311,3291,43101,,A la escuela de música Luis Aranburu,970601.04,846627.26,846627.26
2311,3291,73101,,Aportación escuela de música Luis Aranburu,110987.32,104961.1,104961.1
2311,3292,43103,,Al conservatorio de la danza José Uruñuela,530000.0,448382.15,448382.15
2311,3292,73103,,Aportación al conservatorio de danza José Uruñuela,5931.46,5931.46,5931.46
2311,3301,12000,,Retribuciones básicas de funcionarios,274193.0,274193.0,275173.57
2311,3301,12100,,Retribuciones complementarias funcionarios,335288.0,335288.0,334041.27
2311,3301,13000,,Retribuciones personal laboral fijo,76714.0,76714.0,66078.68
2311,3301,14100,,Otro personal,98066.0,98066.0,132927.4
2311,3301,16000,,Seguridad social a cargo del ayuntamiento,223249.0,223249.0,224056.12
2311,3301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,14568.0,14568.0,15223.84
2311,3301,21208,,Reparación equipos audiovisuales,800.0,800.0,462.04
2311,3301,22111,,"Menaje, útiles y herramientas",400.0,400.0,377.75
2311,3301,62501,,Mobiliario,1000.0,1000.0,976.94
2311,3301,62901,,Adquisición equipos acción cultural,6500.0,6500.0,3268.33
2311,3341,48975,,Museo artium,90000.0,90000.0,90000.0
231201,3322,12000,,Retribuciones básicas de funcionarios,207964.0,207964.0,220274.61
231201,3322,12100,,Retribuciones complementarias funcionarios,235082.0,235082.0,250174.67
231201,3322,14100,,Otro personal,88104.0,88104.0,44344.74
231201,3322,16000,,Seguridad social a cargo del ayuntamiento,141917.0,141917.0,142139.55
231201,3322,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3449.0,3449.0,2862.42
231201,3322,22699,,Gastos materiales conservación archivo,6800.0,6800.0,6697.0
231201,3322,22752,,Contratos archivo municipal,70000.0,70000.0,69999.0
231201,3322,62800,,Adquisición publicaciones y libros archivo,20443.77,20443.77,18736.53
231201,3322,62801,,Adquisición fondos archivo mpal.,3000.0,3000.0,2038.41
231202,3391,12000,,Retribuciones básicas de funcionarios,188199.0,188199.0,188622.7
231202,3391,12100,,Retribuciones complementarias funcionarios,259224.0,259224.0,258220.65
231202,3391,14100,,Otro personal,211590.0,211590.0,222990.28
231202,3391,16000,,Seguridad social a cargo del ayuntamiento,181880.0,181880.0,188147.31
231202,3391,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8765.0,8765.0,8817.34
231202,3391,22624,,Gastos programación academia de folklore,30000.0,30000.0,29466.11
231202,3391,22625,,Colonias musicales academia folklore,65000.0,65000.0,65000.0
231202,3391,22757,,Empresas de servicios academia de folklore,25000.0,35000.0,34919.08
231202,3391,62914,,Equipamiento academia folklore,6000.0,6000.0,5957.51
231203,3301,20103,,Alquileres,45000.0,50000.0,47423.56
231203,3341,14100,,Otro personal,41870.0,41870.0,0.0
231203,3341,16000,,Seguridad social a cargo del ayuntamiento,12851.0,12851.0,0.0
231203,3341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1207.0,1207.0,0.0
231203,3341,22635,,Azkena rock festival,270000.0,270000.0,270000.0
231203,3341,22646,,Gu ere bertsotan,34000.0,34000.0,37519.34
231203,3341,22652,,Otras actividades culturales - bailables,58000.0,58000.0,56468.66
231203,3341,22653,,Difusión cultural,95000.0,92000.0,61292.27
231203,3341,22654,,Plan estratégico de cultura,10000.0,40000.0,33071.43
231203,3341,22733,,Programas culturales espacios públicos,180000.0,180000.0,188219.35
231203,3341,22756,,Servicios acción cultural,170000.0,170000.0,162528.21
231203,3341,41921,,Convenio UPV-festival cortada,6000.0,6000.0,6000.0
231203,3341,48917,,Convenio Magialdia,80000.0,88000.0,88000.0
231203,3341,48929,,Convocatoria festival de jazz,114400.0,125400.0,125400.0
231203,3341,48933,,Convocatoria subv.proyectos culturales,150000.0,175000.0,173980.0
231203,3341,48939,,Patronato Valentín de Foronda,8000.0,8000.0,8000.0
231203,3341,48961,,Convenio World Press Photo,36500.0,43000.0,43000.0
231203,3341,48962,,Convenio asociación fotográfica,8000.0,8000.0,8000.0
231203,3341,48970,,Convenio Arabako Bertsozale Elkartea,14000.0,14000.0,14000.0
231203,3341,48971,,Convenio Arabako Dantzarien Biltzarra,8000.0,8000.0,8000.0
231203,3342,22725,,Fomento espectáculos artistas amateurs,30000.0,20000.0,0.0
231203,3361,68500,, adquisición esculturas y obras de arte,13400.0,28804.33,20263.9
231203,3361,68503,,Plan mantenimiento y restauración de obras de arte,6000.0,6000.0,5994.34
231203,3361,78100,,Subvención obras catedral santa Maria,0.0,150000.0,150000.0
231203,3381,12000,,Retribuciones básicas de funcionarios,140454.0,140454.0,131084.39
231203,3381,12100,,Retribuciones complementarias funcionarios,179203.0,179203.0,173302.23
231203,3381,14100,,Otro personal,0.0,0.0,56447.04
231203,3381,16000,,Seguridad social a cargo del ayuntamiento,79836.0,79836.0,96893.48
231203,3381,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3404.0,3404.0,4118.74
231203,3381,22643,,"Reparación gigantes, tribunas y nacimiento",15000.0,15000.0,14407.92
231203,3381,22660,,Carnaval,30000.0,30000.0,32568.0
231203,3381,22661,,Fiestas virgen blanca,705000.0,705000.0,730635.18
231203,3381,22662,,Olarizu,6000.0,6000.0,8460.25
231203,3381,22663,,Campaña de navidad y reyes,179000.0,179000.0,186313.78
231203,3381,22664,,Fiestas de san Antón y santa Agueda,13000.0,13000.0,15631.35
231203,3381,48024,,Convenio con casas regionales,53000.0,44200.0,44200.0
231203,3381,48910,,Convenio asoc.comision de blusas y neskas,70000.0,75000.0,0.0
231203,3381,48911,,Convocatoria subv.cuadrllas blusas y neskas fiestas,0.0,0.0,75000.0
231203,3381,48922,,Convocatoria comparsas carnavales,74000.0,74000.0,73131.0
231203,3381,48969,,Convenio asoc.Celedones de Oro,0.0,7000.0,7000.0
231203,3381,78001,,Aportaciones a casas regionales,27000.0,40800.0,40800.0
231204,3321,22649,,Programa red munpal bibliotecas,55000.0,55000.0,66192.21
231204,3321,22749,,Contratos red bibliotecas,1541893.95,1689885.95,1686997.89
231204,3321,22799,,Otros trabajos exteriores,20000.0,20000.0,18150.0
231204,3321,62800,,Adquisición publicaciones y libros red bibliotecas,118000.0,118000.0,120892.39
231204,3341,12000,,Retribuciones básicas de funcionarios,195885.0,195885.0,192210.37
231204,3341,12100,,Retribuciones complementarias funcionarios,218572.0,218572.0,206855.97
231204,3341,14100,,Otro personal,349440.0,349440.0,213818.27
231204,3341,16000,,Seguridad social a cargo del ayuntamiento,212089.0,212089.0,177396.25
231204,3341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,18797.0,18797.0,11015.98
231204,3341,22607,,Difusión campañas en centros cívicos,15000.0,15000.0,9341.49
231204,3341,22636,,Cursos culturales en centros cívicos,606000.0,646000.0,629099.51
231204,3341,22647,,Campañas en centros cívicos,65000.0,65000.0,76718.87
231204,3341,22671,,Estudio configuración centro cultural Albert Schommer,10000.0,10000.0,0.0
231204,3341,48958,,Convenio asociación libreros de Álava,6000.0,6000.0,6000.0
231205,3332,12000,,Retribuciones básicas de funcionarios,67497.0,67497.0,67343.03
231205,3332,12100,,Retribuciones complementarias funcionarios,83193.0,83193.0,85245.05
231205,3332,14100,,Otro personal,853.0,853.0,0.0
231205,3332,16000,,Seguridad social a cargo del ayuntamiento,40659.0,40659.0,41001.08
231205,3332,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2197.0,2197.0,2210.46
231205,3332,22622,,Centro cultural Montehermoso,90000.0,115000.0,106948.91
231205,3332,22751,,Contratos servicios Montehermoso,50000.0,125000.0,116382.86
231205,3332,22753,,Progr cultur montehermoso euskera- Euskararen etxea,225000.0,225000.0,207871.58
231205,3332,62602,,Fondos multimedia mediateca,1500.0,2500.0,1684.32
231205,3332,62901,,Adquisición equipos Montehermoso,35000.0,35000.0,29683.13
231205,3332,62925,,Kultura Eratzen,13100.94,13100.94,0.0
231210,3392,12000,,Retribuciones básicas de funcionarios,505301.0,505301.0,509363.25
231210,3392,12100,,Retribuciones complementarias funcionarios,619736.0,619736.0,625609.58
231210,3392,14100,,Otro personal,98757.0,98757.0,166388.44
231210,3392,16000,,Seguridad social a cargo del ayuntamiento,325976.0,325976.0,346847.46
231210,3392,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,20293.0,20293.0,19203.43
231210,3392,21207,,Mantenimiento y reparación equipos banda de música,15000.0,15000.0,14994.02
231210,3392,22692,,Banda música-colaboraciones,12000.0,12000.0,11125.99
231210,3392,22699,,Gastos programación banda música,45000.0,45000.0,50712.9
231210,3392,22732,,Contratos de prestación de servicios,8000.0,8000.0,23163.3
231210,3392,62800,,Adquisición publicaciones y libros,5000.0,5000.0,4702.16
231210,3392,62903,,Equipamiento banda municipal,8000.0,11000.0,12330.0
231220,3342,12000,,Retribuciones básicas de funcionarios,184323.0,184323.0,177660.56
231220,3342,12100,,Retribuciones complementarias funcionarios,231045.0,231045.0,233157.18
231220,3342,14100,,Otro personal,45159.0,45159.0,67978.37
231220,3342,16000,,Seguridad social a cargo del ayuntamiento,127520.0,127520.0,140102.41
231220,3342,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4395.0,4395.0,3293.3
231220,3342,22603,,Publicidad especial red teatros,12000.0,12000.0,12896.47
231220,3342,22627,,Espectáculos  y festivales red de teatros,680000.0,680000.0,657013.24
231220,3342,22628,,Espectáculos en gira,0.0,695126.11,660739.72
231220,3342,22648,,"Coproducción escénica, creadores locales",40000.0,77000.0,70429.0
231220,3342,22732,,Contratos de prestación de servicio,230000.0,230000.0,288092.52
231220,3342,48981,,Convenio teatro paraíso,35000.0,45000.0,45000.0
231220,3342,48989,,Convenio Ortzai,20000.0,20000.0,20000.0
231220,3342,48990,,Convenio Baratza Aretoa,10000.0,10000.0,10000.0
231220,3342,62901,,Adquisición equipos red de teatros,15000.0,18000.0,17874.62
231220,9212,62215,,Plan de reforma del teatro principal,30000.0,27000.0,27000.0
231901,3201,12000,,Retribuciones básicas de funcionarios,1175755.0,1175755.0,1092668.1
231901,3201,12100,,Retribuciones complementarias funcionarios,1296640.0,1296640.0,1200627.18
231901,3201,14100,,Otro personal,1108058.0,1841764.65,1247493.89
231901,3201,16000,,Seguridad social a cargo del ayuntamiento,1039847.0,1289307.26,1033825.16
231901,3201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,54961.0,54961.0,50107.91
231901,3231,22106,,Productos alimenticios,75000.0,75000.0,72340.54
231901,3231,22115,,Material fungible didáctico,20000.0,20000.0,13749.35
231901,3231,22199,,Otros suministros y gastos diversos,12000.0,12000.0,10572.48
231901,3231,22786,,Servicio de comidas escuelas infantiles,51500.0,51500.0,40653.86
231901,3231,62501,,Mobiliario para escuelas infantiles,10000.0,10000.0,10057.89
231901,3231,62505,,Otros enseres escuelas infantiles,5000.0,5000.0,4116.36
231901,3232,22659,,Programas educativos,387766.15,387766.15,380964.7
231901,3232,22787,,Consejo escolar municipal,3000.0,3000.0,2619.05
231901,3261,22300,,Transporte educación,18417.76,10865.61,844.58
231902,3201,12000,,Retribuciones básicas de funcionarios,132260.0,132260.0,144765.45
231902,3201,12100,,Retribuciones complementarias funcionarios,140118.0,140118.0,160804.37
231902,3201,14100,,Otro personal,92474.0,92474.0,49967.43
231902,3201,16000,,Seguridad social a cargo del ayuntamiento,97309.0,97309.0,91860.72
231902,3201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7514.0,7514.0,6284.24
231902,3201,20200,,Arrendamiento de maquinaria e instalaciones,217.0,217.0,0.0
231902,3201,22115,,Material técnico especifico,12000.0,12000.0,9592.68
231902,3201,22603,,Difusión campaña EEII y programa vacacional,7378.0,7378.0,7814.44
231902,3232,22605,,Jornadas,3000.0,3000.0,5043.55
231902,3232,22780,,Programa vacacional,215000.0,258000.0,259562.04
231902,3261,48001,,Subvenciones AMPAS actividades vacacionales,54000.0,54000.0,51247.94
231902,3261,48004,,Compensación educativa,157352.0,157352.0,155941.5
231902,3261,48108,,Subvención transporte de programas,11284.0,11284.0,11284.0
231902,3261,48136,,"Convenio jazzargia ""ondas de jazz""",30000.0,30000.0,30000.0
231903,3201,12000,,Retribuciones básicas de funcionarios,65457.0,65457.0,66177.5
231903,3201,12100,,Retribuciones complementarias funcionarios,68615.0,68615.0,69286.74
231903,3201,16000,,Seguridad social a cargo del ayuntamiento,32355.0,32355.0,32762.0
231903,3201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2414.0,2414.0,2428.72
231903,3261,22301,,Sentencias Dulantzi,0.0,70000.0,0.0
231903,3261,22302,,Sentencias Iruña de Oka,0.0,9000.0,7059.04
231903,3261,22718,,Proyectos con la UPV - ciudadades educadoras,21000.0,21000.0,20744.57
231903,3261,48010,,Subv. programas vacacionales y extraescolares AMPAS,126000.0,126000.0,50399.99
231903,3261,48011,,Convenio Denon Eskola,30000.0,30000.0,30000.0
231903,3261,48012,,Convenio federación FAPACNE,5862.0,5862.0,5862.0
231903,3261,48019,,Convenio AMPA Errekabarri,40000.0,55000.0,53160.26
231903,3261,48132,,Convenio Ikaskuntza celebración aniversario,0.0,25000.0,25000.0
231903,3261,48134,,Escolarización en consorcio Haurreskolak,0.0,10000.0,10000.0
231903,3261,48175,,Actividades asociaciones personas con discapacidad,19233.85,19233.85,7693.02
231903,3271,48114,,Subv. fundación Fernando Buesa,45000.0,45000.0,45000.0
231903,3293,40100,,A la UNED,100000.0,100000.0,100000.0
231903,3293,41902,,Convenio UPV-cursos dchos.internacional,30000.0,30000.0,30000.0
231903,3293,42105,,Consorcio formación profesional,257213.15,264765.3,264765.3
231903,3293,48105,,Escuela de artes y oficios,332000.0,372000.0,372000.0
231903,3293,78105,,Escuela de artes y oficios,168000.0,78000.0,78000.0
232001,3401,12000,,Retribuciones básicas de funcionarios,193206.0,193206.0,184400.16
232001,3401,12100,,Retribuciones complementarias funcionarios,271131.0,271131.0,267565.4
232001,3401,14100,,Otro personal,55678.0,55678.0,106189.53
232001,3401,16000,,Seguridad social a cargo del ayuntamiento,143525.0,143525.0,157277.17
232001,3401,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8647.0,8647.0,8924.5
232001,3411,22761,,Contratos arrendamiento pista hielo,473245.16,604425.15,464506.71
232001,3411,22761,R,Contratos arrendamiento pista hielo,0.0,80395.68,80395.68
232001,3421,22762,,Pista de hielo,15000.0,15000.0,14999.99
232001,3421,22767,,Contratos de atención a instalaciones,1054000.0,1290547.0,1209845.1
232001,3421,22796,,Contrato para apertura complejos deportivos verano,650000.0,757375.0,673063.77
232001,3421,62228,,Equipamientos complejos verano,40000.0,60000.0,27539.93
232001,3421,62231,,Obras en vestuario Aranbizkarra,0.0,1050000.0,0.0
232002,3401,12000,,Retribuciones básicas de funcionarios,61797.0,61797.0,0.0
232002,3401,12100,,Retribuciones complementarias funcionarios,65589.0,65589.0,0.0
232002,3401,14100,,Otro personal,58661.0,58661.0,40503.84
232002,3401,16000,,Seguridad social a cargo del ayuntamiento,52758.0,52758.0,12795.4
232002,3401,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4829.0,4829.0,1214.36
232003,3401,12000,,Retribuciones básicas de funcionarios,110521.0,110521.0,118898.03
232003,3401,12100,,Retribuciones complementarias funcionarios,151589.0,151589.0,159503.22
232003,3401,14100,,Otro personal,164647.0,164647.0,161062.31
232003,3401,16000,,Seguridad social a cargo del ayuntamiento,110295.0,110295.0,123076.61
232003,3401,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8681.0,8681.0,10034.44
232003,3411,22300,,Transporte,14593.8,14593.8,14100.94
232003,3411,22601,,Patrocinio publicitario alavés S.A.D,86525.0,86525.0,86524.99
232003,3411,22602,,Trofeos y distinciones,7000.0,7000.0,1930.64
232003,3411,22603,,Patrocinio publicitario Saski Baskonia SAD,157300.0,157300.0,157300.0
232003,3411,22606,,Contratos colaboración entidades deportivas,35000.0,35000.0,27500.0
232003,3411,22607,,Patrocinio ARASKI,110000.0,10000.0,0.0
232003,3411,22699,,Otros gastos diversos,61359.49,61359.49,49197.42
232003,3411,22706,,Programa actividades físicas,3246748.45,3446748.45,3321696.24
232003,3411,22724,,Programa de Dinamización deportiva,22500.0,22500.0,23812.55
232003,3411,22726,,Promoción de partidos de pelota/deporte rural,0.0,52000.0,41080.0
232003,3411,22728,,Vuelta ciclista al país vasco,0.0,21700.0,0.0
232003,3411,22735,,Programas para jóvenes rumbo al deporte,54737.5,54737.5,41047.01
232003,3411,22735,R,Programas para jóvenes rumbo al deporte,0.0,3296.0,3296.0
232003,3411,22739,,Maratón Martín Fiz,Í,21700.0,21700.0
232003,3411,22768,,Servicio de montajes especiales,25000.0,25000.0,22662.5
232003,3411,47126,,Convenio triatlón Vitoria-Gasteiz,90000.0,0.0,0.0
232003,3411,48115,,Convenio federación alavesa de bolos,5817.07,5817.07,5817.07
232003,3411,48119,,Convenio ASPACE parálisis cerebral,24587.71,24587.71,24587.71
232003,3411,48120,,Euskalgym,15000.0,0.0,0.0
232003,3411,48122,,Convenio ARASKI,0.0,100000.0,100000.0
232003,3411,48133,,Convenio con Zuzenak,135000.0,135000.0,130736.74
232003,3411,48141,,Convenio APDEMA,24759.32,24759.32,24759.32
232003,3411,48142,,Convenio autismo araba,14442.01,14442.01,14442.01
232003,3411,48159,,Convenio Araberri,50000.0,55000.0,55000.0
